,pos,MOXI_strength_rep1,MOXI_strength_rep2,MOXI_strength_rep3,LEVO_strength_rep1,LEVO_strength_rep2,LEVO_strength_rep3,GEMI_strength_rep1,GEMI_strength_rep2,GEMI_strength_rep3,CIP_strength_rep1,CIP_strength_rep2,CIP_strength_rep3,NOR_strength_rep1,NOR_strength_rep2,NOR_strength_rep3
68,24945,0.445064754,0.225322265,0.312261208,0.270970638,0.270002964,0.202697264,0.132279866,0.202767151,0.194312062,0.086456672,0.068130821,0.090533882,,,
69,25322,0.091630809,0.073667808,0.075985031,0.122185007,0.127255512,0.074412487,,,,,,,,,
70,25524,0.176187694,0.274233769,0.224901317,,,,,,,,,,,,
71,25536,1.126044311,0.782699758,0.634631744,0.70923734,0.368747687,0.420237728,0.415034498,0.341755125,0.635603373,0.252732479,0.3690495,0.251346981,,,
72,25545,0.148123493,0.224974086,0.15066791,0.390743729,0.347127688,0.213606978,0.097616943,0.106054056,0.124678021,0.187997286,0.138627456,0.16888515,,,
73,25827,0.076151595,0.08963724,0.047192055,,,,,,,,,,,,
74,26007,0.104547673,0.118473987,0.101004012,0.181113698,0.121953384,0.102386111,,,,,,,,,
75,26074,0.119947599,0.143504337,0.056092223,,,,,,,,,,,,
76,26325,0.13114433,0.121903626,0.142722501,,,,,,,0.12278344,0.089998608,0.110043854,,,
77,26378,0.068475765,0.060902663,0.07939137,,,,,,,,,,,,
78,26545,0.094805093,0.097169482,0.129331431,0.277843505,0.089731623,0.063121058,,,,0.074513842,0.102250349,0.068329781,,,
79,26932,0.124535652,0.082319234,0.092696601,0.139366155,0.164348812,0.143208548,,,,,,,,,
80,26981,0.153314684,0.121811506,0.10869021,0.121655071,0.106823579,0.093013604,,,,,,,,,
81,27158,0.13668799,0.133071721,0.114059291,0.134414148,0.164883374,0.095537627,,,,0.090584269,0.04312182,0.136296389,,,
82,27654,0.485000979,0.450194927,0.529933432,0.306604557,0.435598137,0.43564203,0.824298838,0.649575752,0.883566948,0.31250334,0.226120945,0.253704941,,,
83,27662,0.974329779,0.887655791,1.256425732,0.323192087,0.445463188,0.546121634,0.256747781,0.231498871,0.257641112,0.101708758,0.11171513,0.083330507,,,
84,28019,0.226804236,0.144237806,0.13845709,0.099238105,0.127346824,0.087052304,,,,,,,,,
85,28948,0.063594247,0.069110232,0.090850846,,,,,,,,,,,,
86,29003,0.229834491,0.346025751,0.229605355,0.1172244,0.133818009,0.06332033,0.20031697,0.188416104,0.144686715,0.13926923,0.164967109,0.117895973,,,
87,30059,0.167869773,0.224419204,0.190797619,,,,0.228901829,0.241199618,0.16847343,,,,,,
88,30069,0.710020976,0.507570944,0.74705446,0.455844932,0.4172032,0.344706443,,,,0.272757986,0.262060022,0.26554908,,,
89,30375,0.4671139,0.317057588,0.4510127,0.077017371,0.10492943,0.084743127,0.286636675,0.297947463,0.241271352,,,,,,
90,30649,0.160473149,0.155388356,0.16597763,0.180570274,0.141668663,0.111709614,0.102527354,0.097177645,0.075961832,,,,,,
91,31060,0.199441873,0.166366899,0.168096692,0.141666812,0.182481323,0.096394128,0.127982835,0.074988658,0.044911441,0.103861861,0.057853702,0.155674673,,,
92,31130,0.108926746,0.104173613,0.079018797,0.056769053,0.07202637,0.060766892,,,,,,,,,
93,31245,2.499974938,1.699133783,2.101050678,1.043411307,1.115335634,0.83506872,2.201179808,1.714026298,1.593504472,1.798716434,1.088194356,1.532748525,0.181603132,0.120587422,0.095881126
94,31535,0.082674732,0.07144498,0.076103557,0.088639998,0.086807491,0.10551898,0.072801333,0.065715569,0.122502197,,,,,,
95,31839,0.390294184,0.255596643,0.371125211,0.236688315,0.197802731,0.151676231,0.18350279,0.19604908,0.162692531,0.194219261,0.132062899,0.147447957,,,
96,31850,0.101447963,0.051611831,0.05988993,,,,,,,,,,,,
97,31973,0.11253056,0.095650762,0.098287009,,,,,,,,,,,,
98,32333,0.063793061,0.073609592,0.065356,0.081050511,0.096462636,0.069136758,,,,,,,,,
99,32514,0.1986908,0.110849811,0.160036612,0.108150479,0.066279631,0.054938795,0.079567171,0.08025587,0.053883855,,,,,,
100,32768,0.124056221,0.098722103,0.076520126,,,,,,,0.082656096,0.075506121,0.086457714,,,
101,32786,0.078964184,0.126610775,0.097042053,,,,,,,,,,,,
102,32858,0.670934714,0.429098631,0.374616198,0.231274085,0.157050229,0.133480627,0.139247333,0.121211811,0.139474627,,,,,,
103,32948,0.10761352,0.1120301,0.101304526,,,,,,,,,,,,
104,33089,1.329603398,1.248041298,1.181357874,,,,0.624531902,0.545467736,0.487063251,,,,,,
105,33469,0.433398593,0.387747151,0.380026314,0.242689975,0.100003469,0.111460354,,,,,,,,,
106,33503,0.135417705,0.151901506,0.081636024,,,,0.293027415,0.331534729,0.553445073,,,,,,
107,33523,0.103002182,0.139188328,0.093442734,,,,,,,,,,,,
108,33584,0.06680563,0.116484287,0.087451165,,,,,,,,,,,,
109,33873,0.198570953,0.211040795,0.160618495,0.227847267,0.158388941,0.095737312,,,,,,,,,
110,35136,0.142252851,0.064552755,0.089039412,,,,,,,,,,,,
111,35400,0.248561277,0.150978036,0.115189355,0.156156911,0.138735954,0.071087733,,,,0.22814837,0.170739288,0.265967451,,,
112,35630,0.221675421,0.08784293,0.04858737,,,,,,,,,,,,
113,35664,0.117610288,0.129199019,0.147634976,0.084385464,0.061859502,0.085763498,0.080452066,0.061985029,0.121501559,,,,,,
114,36985,0.083898792,0.087759602,0.06897674,,,,,,,,,,,,
115,37541,0.136466624,0.059709628,0.098084343,0.097119675,0.078832049,0.043893831,0.112800596,0.082770913,0.06724211,,,,,,
116,37564,0.072680864,0.123003491,0.090962891,,,,,,,,,,,,
117,38247,0.761512996,0.914502668,1.005881275,0.526801702,0.53061729,0.632256014,0.150548574,0.114646256,0.156422848,0.147563165,0.238553431,0.132853159,,,
118,38268,0.158906406,0.234487245,0.134865213,,,,,,,,,,,,
119,38445,0.818708679,0.606167512,0.783946584,0.301913676,0.225999798,0.190805362,0.301872648,0.335700341,0.280019118,0.194463998,0.091422352,0.08901303,,,
120,38611,0.081603481,0.048160789,0.049033819,,,,,,,,,,,,
121,38751,0.131179965,0.09541625,0.100801013,0.234443367,0.173888584,0.157019792,0.104667352,0.102764897,0.119386479,0.092640051,0.09033209,0.130154458,,,
122,38815,0.068049621,0.048302657,0.083047391,,,,,,,,,,,,
123,38910,0.141656484,0.091752354,0.067949039,,,,,,,0.083762929,0.073714137,0.110765166,,,
124,39039,0.176739673,0.090928835,0.125032072,,,,,,,,,,,,
125,39209,0.283794298,0.430921454,0.175551893,0.079012975,0.067803131,0.134935158,,,,,,,,,
126,39357,0.085739746,0.083646652,0.071162413,,,,0.052467357,0.073196202,0.068174707,,,,,,
127,39597,0.051750616,0.076298106,0.141519908,,,,0.149016516,0.142697272,0.143576628,,,,,,
128,39665,0.102688439,0.054990533,0.072396246,0.123111128,0.078013263,0.064291545,,,,,,,,,
129,39813,0.068651227,0.05009366,0.075861726,,,,,,,,,,,,
130,40586,0.122103821,0.147308863,0.19029782,,,,,,,,,,,,
131,40710,0.206761235,0.132986827,0.142101472,,,,,,,,,,,,
132,41034,0.314695553,0.250156892,0.342680563,0.380777999,0.292370415,0.27641727,0.289674791,0.254472865,0.280306604,0.476621272,0.31062338,0.419743574,,,
133,41234,0.46776741,0.373054165,0.430611213,0.460684747,0.3680451,0.375847086,0.08690297,0.069483587,0.147729889,0.13610498,0.156181431,0.117635023,0.098798196,0.120577941,0.040781564
134,43537,1.039908469,0.989065144,1.103961858,1.167692621,0.906134145,1.080133578,0.611233612,0.542497141,0.812508354,0.741685722,0.723756944,0.754581901,0.498515117,0.458425978,0.184999344
135,43571,0.159541739,0.22726478,0.14205166,0.17649411,0.251280006,0.17795472,,,,,,,,,
136,43591,0.308945364,0.279902396,0.272627404,,,,,,,,,,,,
137,43639,0.398246451,0.441752516,0.414508466,0.618504534,0.500479999,0.456489376,0.224297894,0.220080251,0.313423072,0.203571565,0.260855155,0.312859136,,,
138,43736,0.299567861,0.333189049,0.288867042,0.297424904,0.539405126,0.252732479,0.266272436,0.294033411,0.169146923,0.473108133,0.410628452,0.785881672,,,
139,44442,0.751845385,0.632572151,0.680056637,0.278568347,0.269170197,0.421341152,,,,0.398237464,0.255514447,0.371198148,0.071702949,0.082145081,0.064845355
140,44512,0.082555188,0.100658133,0.133363427,,,,0.105084833,0.114990088,0.050215454,,,,,,
141,44524,0.24743085,0.231945085,0.232022349,,,,,,,,,,,,
142,44541,0.448097096,0.342812577,0.281802596,0.287280706,0.383510918,0.17568796,0.199363004,0.168904477,0.081804109,0.190900362,0.111364981,0.164472071,,,
143,44577,0.479702037,0.484281135,0.644052933,0.232677336,0.169311731,0.199717723,0.274342821,0.248765052,0.213594771,0.250624234,0.108005568,0.103230907,,,
144,45087,0.173987449,0.112613244,0.144339591,,,,,,,,,,,,
145,45526,0.092634677,0.044797941,0.074380662,,,,,,,,,,,,
146,46050,0.516870209,0.428919706,0.567592506,0.156879554,0.142464855,0.091478743,0.192426817,0.142332914,0.074352046,0.148836112,0.112215025,0.100242193,,,
147,47760,4.509833044,2.484665333,3.755612966,1.345945086,2.378117969,2.216291966,0.513707088,0.514271923,0.892329199,0.290025871,0.243035596,0.279859816,0.094903703,0.073800444,0.053522365
148,48200,0.137684271,0.054186005,0.078977891,,,,,,,,,,,,
149,48244,0.255836297,0.140101624,0.161741264,0.246586336,0.417409525,0.196487412,0.079162735,0.050414663,0.051469615,0.109154216,0.044687477,0.097780831,,,
150,48319,0.109370415,0.15728732,0.10970561,0.132003655,0.087715433,0.088105481,,,,,,,,,
151,48374,0.070083677,0.089228918,0.070852377,,,,,,,,,,,,
152,48433,0.155654989,0.156245216,0.12252851,,,,0.059213151,0.074325039,0.064909586,,,,,,
153,48587,0.076245886,0.100258684,0.042526868,,,,,,,,,,,,
154,48710,0.249167133,0.285165562,0.218121202,0.107822099,0.143296422,0.135159871,0.260438824,0.225914866,0.208272313,,,,,,
155,48778,0.248682744,0.159976056,0.128107252,,,,0.111616159,0.142061685,0.138928091,,,,,,
156,48998,0.055179035,0.046894195,0.076397513,,,,,,,,,,,,
157,49343,0.473325203,0.414193694,0.302941822,0.48376853,0.533047042,0.265228708,0.283283602,0.277493476,0.237919983,0.273795173,0.172510316,0.307844049,,,
158,49374,0.3595422,0.263447465,0.294087228,0.106663854,0.223928139,0.092862296,0.095555378,0.130155178,0.120909385,0.09769322,0.08460138,0.128575313,,,
159,49948,0.119583598,0.085678867,0.116300509,,,,,,,,,,,,
160,50025,0.138659186,0.11995089,0.107371281,0.078325713,0.065637796,0.043930422,,,,,,,,,
161,50107,0.618240956,0.482777648,0.589168502,,,,,,,,,,,,
162,50114,0.046372316,0.058980411,0.093412392,,,,,,,,,,,,
163,50651,0.097347652,0.164102779,0.149925533,0.0970274,0.161897733,0.127756621,0.097555262,0.076925031,0.122001694,0.070007487,0.067663427,0.064036043,,,
164,50704,0.069430573,0.080604307,0.091062523,,,,,,,,,,,,
165,50750,0.107053993,0.153365096,0.102942963,,,,0.107930487,0.118835775,0.098439889,,,,,,
166,50853,0.110122923,0.069060479,0.149779443,0.280154234,0.266647108,0.202015652,0.153676243,0.118319526,0.087044536,0.166828414,0.103329331,0.228589705,0.087011055,0.065356845,0.050471738
167,50911,0.627349144,0.682888078,0.77182943,0.31552007,0.309909328,0.322928676,,,,0.099584862,0.052307485,0.098947824,,,
168,51380,0.200045967,0.177778523,0.210939926,0.146144102,0.213313546,0.104061628,0.197928836,0.209026473,0.153183984,0.302464963,0.214358203,0.35717747,,,
169,51450,0.139133801,0.064834042,0.109511176,,,,0.097181429,0.121176706,0.080612582,,,,,,
170,52283,0.185896725,0.290955605,0.330132329,,,,0.243909542,0.292641356,0.245758104,,,,,,
171,52767,0.08484906,0.070399864,0.081462371,0.071606439,0.096155843,0.077049809,,,,,,,,,
172,52955,0.096963718,0.10131697,0.129269242,,,,0.119601276,0.133569413,0.078930542,,,,,,
173,53057,0.095389388,0.13877805,0.218401429,0.461878749,0.281752611,0.285590458,0.121663891,0.105137577,0.229810437,0.20443261,0.22161581,0.272360516,,,
174,53599,0.070644325,0.079447871,0.094200345,,,,,,,,,,,,
175,54357,0.117518015,0.109972416,0.147357195,,,,0.125766634,0.119789676,0.086466044,,,,,,
176,54894,0.081554706,0.092933843,0.065731331,,,,,,,,,,,,
177,54966,0.050598807,0.061011666,0.07403954,0.189019766,0.097683469,0.053400858,0.076609986,0.049953724,0.045822651,,,,,,
178,55283,0.098406081,0.05862996,0.116043232,,,,0.095440069,0.112772417,0.056243363,,,,,,
179,55467,0.811869828,0.607442954,0.704102162,0.416209837,0.338043094,0.232653724,0.328733596,0.260429466,0.221433656,,,,,,
180,55669,0.050142977,0.044919991,0.061188328,,,,,,,,,,,,
181,55939,0.077635744,0.095617433,0.061484551,,,,,,,,,,,,
182,56327,0.085576742,0.067525802,0.058716949,,,,,,,,,,,,
183,56676,0.12775091,0.102437143,0.064124673,0.100683313,0.070522865,0.065733731,,,,,,,,,
184,56744,0.131843134,0.164302725,0.303175363,0.293114773,0.291944771,0.284324919,0.307393582,0.223018796,0.217496654,0.157055693,0.144277984,0.101528613,,,
185,57212,0.130635545,0.112359515,0.209376281,0.119059378,0.088711408,0.083485795,,,,,,,,,
186,57615,0.112896038,0.112966793,0.142619105,0.210873215,0.237591473,0.141753124,0.048852176,0.081474527,0.048518487,0.063987496,0.046031992,0.046265872,,,
187,58231,0.057296897,0.071935373,0.051129605,,,,,,,0.05071271,0.067211378,0.058594143,,,
188,58559,0.089675042,0.162103639,0.188319429,0.15086924,0.067113357,0.100911252,0.112304486,0.152147494,0.151133132,0.103846242,0.153919048,0.079953368,,,
189,59096,0.066957848,0.073234419,0.041820967,,,,,,,,,,,,
190,59433,0.259349771,0.309191052,0.223350573,0.065002325,0.064433389,0.057650448,0.083346846,0.110478503,0.076451515,,,,,,
191,59445,0.102262552,0.173662839,0.106286468,,,,,,,,,,,,
192,59833,0.713711781,0.464342367,0.618023549,0.657361445,0.414989415,0.392712143,0.218720632,0.164734817,0.21091566,0.123836949,0.102626995,0.074647038,,,
193,59864,0.304289587,0.216272218,0.24434031,0.150671363,0.08824015,0.075599571,0.116654658,0.113886058,0.092049585,0.090587927,0.073796244,0.101180128,,,
194,60133,0.081179765,0.091052017,0.042945891,0.176323823,0.097899717,0.103330349,,,,,,,,,
195,60222,0.147636858,0.125665966,0.151262801,0.15633162,0.181107246,0.114396246,0.092753109,0.076527609,0.102602265,0.163031931,0.182921047,0.159125336,,,
196,60234,0.056666816,0.059075544,0.093117921,,,,,,,,,,,,
197,60256,0.223733366,0.161586698,0.10260062,0.200960963,0.252266326,0.114387089,0.129861039,0.066817409,0.08197899,,,,,,
198,60394,0.062084868,0.05059076,0.050228411,,,,,,,,,,,,
199,61211,0.397887924,0.378354478,0.391794616,0.667315684,0.92879539,0.394534828,0.133395492,0.164539235,0.187749566,0.527452524,0.373209701,0.472170732,0.440240693,0.540655887,0.285269143
200,61364,0.053921618,0.076242763,0.063610325,0.081766312,0.118217348,0.0664016,,,,,,,,,
201,61688,0.316567047,0.366677051,0.283057011,,,,0.122305323,0.109247925,0.133683938,,,,0.223106429,0.240746577,0.130693465
202,61895,0.228618599,0.273632003,0.228401791,0.086039151,0.089737084,0.053755076,0.139107146,0.147569657,0.084881789,0.072885027,0.041362453,0.094566461,,,
203,62133,0.123308954,0.135754345,0.154943652,0.176920531,0.141308331,0.140118265,0.10017944,0.133910151,0.120342407,0.075073195,0.071851,0.129034726,,,
204,62483,0.28517843,0.185681632,0.217254603,0.271729393,0.281159277,0.192294768,,,,,,,,,
205,62702,0.248782272,0.173330662,0.278098565,0.126081829,0.208655761,0.172740407,0.097853388,0.141204452,0.078196219,,,,,,
206,62781,0.305277796,0.263121853,0.300428351,0.551629001,0.328727958,0.325158658,,,,0.057958046,0.064427614,0.114813804,0.13603511,0.202559784,0.098400268
207,62869,0.191494556,0.175631793,0.172433329,,,,,,,,,,,,
208,62900,0.059908058,0.055674609,0.047141685,,,,,,,,,,,,
209,62924,0.134341045,0.147201056,0.163538968,0.405469863,0.35449019,0.221451161,,,,0.129119572,0.238006881,0.188342544,0.098064754,0.111957059,0.082908943
210,63313,0.094570006,0.207919683,0.127311515,0.175773197,0.120161603,0.138001002,0.085563873,0.079553961,0.109650667,0.109491156,0.154039574,0.123294626,,,
211,63661,0.197004242,0.097029863,0.114793884,0.116529004,0.11197036,0.051390392,,,,,,,,,
212,63666,0.060423132,0.056047811,0.070186217,,,,,,,,,,,,
213,63925,0.216844247,0.200855682,0.16900455,0.083057941,0.083866834,0.070295013,,,,,,,,,
214,64047,0.200107281,0.194534504,0.217689813,0.072575135,0.084202981,0.126550189,0.148981324,0.22070793,0.100365196,,,,,,
215,64081,0.056609705,0.116431643,0.108827326,,,,0.086195503,0.077035246,0.056548779,,,,,,
216,64262,0.249037334,0.312826982,0.282535978,0.531799391,0.496768453,0.281058793,,,,,,,,,
217,64341,0.067792419,0.105780167,0.076947102,,,,,,,,,,,,
218,64477,0.29819852,0.173584909,0.244657847,0.291436504,0.449976357,0.405208817,0.151976209,0.23766811,0.244278689,0.237718069,0.067816996,0.36323221,,,
219,64503,0.127572806,0.089205949,0.159822201,,,,,,,,,,,,
220,65036,0.250893414,0.240650316,0.408497926,0.257897989,0.263295728,0.276303091,0.308662983,0.364357027,0.317823226,0.227720142,0.156982633,0.342352468,,,
221,65263,0.11062033,0.071618022,0.159265841,,,,,,,,,,,,
222,65495,0.95305044,0.768662357,0.916684492,0.777811226,0.894551841,0.5090892,0.317512003,0.346132305,0.391034494,0.781740141,0.296828388,1.110903233,,,
223,65935,0.226573802,0.226579842,0.196254616,0.190704058,0.071007134,0.073555734,,,,0.055072215,0.072280572,0.065890119,,,
224,66458,0.743719185,0.500054451,0.748816882,,,,0.081068843,0.101139948,0.143963185,,,,,,
225,66478,0.300165748,0.19210263,0.237878336,0.399940529,0.387821238,0.268754969,0.163440801,0.147612287,0.13251716,0.208016035,0.265794182,0.332041424,0.156212108,0.096578611,0.074081233
226,66774,0.07742048,0.104468185,0.227822586,,,,,,,,,,,,
227,66826,0.178024495,0.260607743,0.559317921,0.207879721,0.190543365,0.181275644,1.448500218,1.358205767,1.1095324,0.22423133,0.238581872,0.17110754,,,
228,66948,0.195910569,0.239028142,0.227820279,0.142002425,0.196975879,0.0990312,0.111281264,0.077495435,0.121944067,,,,,,
229,67169,0.242994999,0.200127053,0.253226175,0.168691659,0.177959209,0.149920126,,,,0.071985811,0.10701671,0.072221418,,,
230,67461,0.082740751,0.074097664,0.085540696,,,,0.067629004,0.080918217,0.053829465,0.045085008,0.070721396,0.040267797,,,
231,67488,0.145769342,0.06484893,0.085123666,,,,0.082878738,0.132220862,0.137279389,,,,,,
232,67836,0.542063588,0.534197053,0.555310701,,,,,,,,,,,,
233,67868,1.730070551,1.203543916,1.099042076,1.183608675,1.329328626,0.851900787,0.545491191,0.655302986,0.564075736,0.639019779,0.459033249,1.021452355,0.204885769,0.290593424,0.184861234
234,67889,2.267014784,1.907706209,2.377205703,3.28319775,3.271519794,2.553088575,1.994880987,2.009215169,1.86020053,1.600192298,1.409537833,1.694320719,1.148519837,1.385094349,0.67342105
235,67922,1.342880109,1.034185093,0.875778696,,,,0.500702621,0.572979661,0.503501312,0.812788204,0.75840377,0.933354034,,,
236,68729,0.104829204,0.091315381,0.078624763,,,,0.042227005,0.056201169,0.073542137,,,,,,
237,68844,0.10282626,0.078399759,0.140397546,0.070684027,0.073100292,0.063778477,,,,,,,,,
238,69117,0.189953723,0.153775062,0.206377779,0.238974592,0.1907074,0.197261486,,,,,,,,,
