,pos,GEMI_strength_rep1,GEMI_strength_rep2,GEMI_strength_rep3
87,38751,0.1046673522716195,0.1027648972816286,0.1193864791038408
88,39040,0.1833812229328727,0.1491659199723929,0.0492749275329193
89,39164,0.1325359975392657,0.1114750420415338,0.2124140221657358
90,39176,0.0410869081875495,0.0589299994104213,0.0506128898591566
91,39200,0.0668997140907552,0.0605124046220777,0.118112645582703
92,39357,0.0524673572351765,0.0731962018875358,0.068174707316063
93,39597,0.1490165157962988,0.1426972718625574,0.1435766275361136
94,39822,0.1028176062454538,0.134562758510301,0.0959638027724324
95,40630,0.0983399524748316,0.1141316577743748,0.1344064150563002
96,40677,0.044246631221245,0.0486577273491903,0.0820318069510825
97,41034,0.2896747912197015,0.2544728647977369,0.2803066040425086
98,41234,0.0869029700177533,0.0694835868652072,0.1477298887752987
99,42756,0.2826657337165729,0.2913689626320725,0.211512331392691
100,43537,0.6112336122726636,0.5424971407080519,0.8125083544026521
101,43601,0.10436955567902,0.0605690217409506,0.0944192856496837
102,43639,0.2242978936711321,0.2200802509438089,0.313423071909519
103,43736,0.2662724362784672,0.2940334108422362,0.169146923297542
104,44512,0.105084832556096,0.1149900883547832,0.0502154543491516
105,44541,0.1993630036588718,0.1689044770994305,0.0818041090194552
106,44577,0.2743428209618048,0.2487650522211364,0.2135947707520431
107,44620,0.1435578210824162,0.1432994251030055,0.1367181082560542
108,45438,0.045941245523587,0.0722166058994689,0.0511985575417168
109,45528,0.1525681577161215,0.1369172304731236,0.1201872943977939
110,45598,0.0516796827779084,0.0512421979178547,0.0640555496433679
111,46050,0.1924268171964029,0.1423329141319902,0.0743520456470291
112,46262,0.0878109946837641,0.0735108124878749,0.0568465020278944
113,46728,0.0757565246990951,0.0648763859206063,0.0457300299663452
114,47275,0.0492846986984774,0.0587821502598068,0.0494152665157368
115,47760,0.5137070882849557,0.5142719230497106,0.8923291989286335
116,48173,0.1073457325446787,0.0902257966787003,0.0954597838961146
117,48244,0.0791627346992485,0.0504146631859871,0.0514696154813604
118,48433,0.0592131508217796,0.0743250390812972,0.0649095862718602
119,48498,0.1119130917657167,0.1063989388238,0.0941594653956814
120,48710,0.260438824423473,0.2259148657004663,0.2082723132530004
121,48778,0.1116161594746678,0.1420616845440889,0.1389280911183468
122,48976,0.101530877338319,0.0757960731850118,0.0869571955028745
123,49343,0.2832836018121736,0.2774934764970416,0.2379199834851859
124,49374,0.0955553784470988,0.1301551780663508,0.1209093848701152
125,50651,0.0975552621729116,0.0769250305383253,0.1220016938032375
126,50750,0.1079304867648285,0.1188357753753375,0.0984398892328024
127,50853,0.1536762428251723,0.1183195257238083,0.0870445363460434
128,51241,0.0438421310527068,0.0570165966663245,0.0470308681737985
129,51380,0.197928835946459,0.2090264728903008,0.1531839843078632
130,51450,0.0971814291926882,0.1211767059568329,0.0806125816100672
131,52283,0.2439095416893417,0.2926413562200202,0.2457581036699946
132,52955,0.1196012759198579,0.1335694130455536,0.0789305424424564
133,53057,0.1216638908177014,0.1051375767309099,0.2298104372323228
134,53169,0.3604369080731502,0.4730882906275309,0.4146483095159978
135,54357,0.1257666338177369,0.1197896755876366,0.0864660439508319
136,54966,0.0766099858037472,0.0499537236738661,0.0458226514088623
137,55283,0.095440068854659,0.1127724172848549,0.0562433632080583
138,55467,0.328733595616951,0.2604294663803085,0.2214336563282779
139,55580,0.0629644698500196,0.0556717690718516,0.0507628930125509
140,55816,0.040373554736152,0.0455086238092369,0.0712084573345982
141,56205,0.1477886625467074,0.1420984146816456,0.155603668689077
142,56744,0.3073935819683064,0.2230187958094589,0.2174966543061713
143,57051,0.3245396702999147,0.3307502377958623,0.8717923558833114
144,57615,0.0488521760311535,0.0814745268065854,0.0485184870534864
145,58559,0.1123044864763926,0.1521474942577432,0.1511331324073623
146,59433,0.0833468460893392,0.1104785032988624,0.0764515151621264
147,59833,0.2187206316808367,0.1647348173524299,0.2109156597847485
148,59864,0.1166546580578733,0.113886057897901,0.0920495850224696
149,60222,0.0927531087799031,0.0765276094320104,0.1026022653835321
150,60245,0.0621403242580795,0.0622614554491733,0.0587378374648717
151,60256,0.1298610385269683,0.0668174086407764,0.0819789904476486
152,61130,0.1367215635269975,0.1536997524799663,0.1656839753707026
153,61211,0.1333954920868683,0.1645392350207275,0.1877495663007871
154,61513,0.0891684005528242,0.0888389228984922,0.0592533576393081
155,61688,0.1223053226032525,0.1092479249345076,0.133683938137695
156,61895,0.1391071456165695,0.1475696565585467,0.0848817890786258
157,62133,0.1001794399794133,0.1339101509751096,0.1203424065395096
158,62427,0.1238734332281753,0.148825534967655,0.1923293184392464
159,62600,0.0697785162642523,0.0800462571756741,0.072343072983084
160,62634,0.0564930731020132,0.0668528173999181,0.0598963784833415
161,62702,0.0978533879664931,0.1412044520791997,0.0781962188704595
162,63313,0.0855638727628157,0.07955396070121,0.1096506674897652
163,63624,0.0421201979517976,0.1256468595052302,0.0553629038480774
164,63781,0.054175525195657,0.0687021976927262,0.0525011878265007
165,64047,0.1489813243594966,0.2207079303873156,0.10036519576029
166,64081,0.0861955029841623,0.0770352462686818,0.0565487793868479
167,64342,0.0742458088317787,0.0481938209275609,0.1624790182688795
168,64477,0.1519762094579801,0.237668110226754,0.2442786891352368
169,64593,0.0685771465165427,0.0449153362878935,0.0449329562699705
170,65036,0.3086629833255756,0.3643570271224556,0.3178232255193274
171,65221,0.1335101158235054,0.1363420212438224,0.1334194518472609
172,65417,0.0416151204730028,0.0659606287130052,0.053199978248237
173,65485,0.0903552983941951,0.0682185429486224,0.0741722675770308
174,65495,0.3175120028977916,0.3461323047922358,0.3910344939644439
175,66458,0.0810688427416235,0.1011399480838255,0.1439631854751293
176,66478,0.1634408010579888,0.1476122873012451,0.1325171601417234
177,66656,0.6459302623298675,0.662763121814256,0.4941993317276125
178,66663,0.2287599608540507,0.2975800891973539,0.5118047091781426
179,66826,1.4485002181789175,1.358205766527462,1.1095323998648663
180,66948,0.1112812642984839,0.0774954345048501,0.1219440667354399
181,67124,0.0884657224752871,0.0563264130531824,0.0844401384248003
182,67461,0.0676290038913154,0.0809182172824429,0.0538294651769429
183,67488,0.0828787380648023,0.1322208619110803,0.13727938901851
184,67868,0.5454911905241486,0.6553029864756033,0.5640757360682773
185,67877,0.0977264517707823,0.1532028643825924,0.2413040257687164
186,67889,1.9948809873469595,2.0092151689776485,1.860200529748932
187,67922,0.5007026212967887,0.5729796610969897,0.5035013122537526
188,68729,0.0422270049334927,0.0562011688485006,0.0735421373539411
189,69005,0.0477300706591923,0.057811150033827,0.0650304842927056
190,69081,0.2602677279595931,0.217049280151796,0.3367368349246535
191,69093,0.0508366804221456,0.0444285078511781,0.0717091700946308
192,69160,0.2795578834228001,0.2708628614229349,0.4546707323638854
193,69278,0.0475087263457507,0.0434666180868617,0.0492199285133763
194,69789,0.0964784770565401,0.0499185545150242,0.081786613815816
195,69879,0.2094342134806299,0.1363869879283945,0.3649529481771285
196,69983,1.2078813684602392,1.141513599831674,1.6208347086937338
197,70701,0.0459116124767139,0.0577817157853831,0.0912305075380621
198,70714,0.0461905256544767,0.0537107069745956,0.113850181025102
199,70803,0.5805095594310372,0.496866522832311,0.4057393279139631
200,71442,0.1116516426572025,0.1406882354459727,0.124853476909541
201,71475,0.0967254587135815,0.0822834123451484,0.0951819663998022
202,71992,0.0807700057271596,0.086552819861928,0.0663249853676788
203,72221,0.0525110234422379,0.0649536366912346,0.0820902308541722
204,72402,0.0637893244492898,0.066056016326235,0.0492796364856076
205,73107,0.3322828732535323,0.3560861350993041,0.3649511055571627
206,73657,0.1129470668372518,0.1070453432118319,0.1580562219343566
207,73675,0.0987040693885195,0.0960401191271715,0.0718712605312479
208,74137,0.0715911750635762,0.053290838874944,0.0797490871120314
209,74245,0.1985855352333183,0.1663451422790767,0.1986402007748005
210,74465,0.4107419829034793,0.3931684232675672,0.5390409299544765
211,75384,0.1048486434571234,0.0736063446886621,0.0472150026648634
212,75585,0.1225859791188188,0.0558890502184603,0.0831523674514043
213,75712,0.2128167070195967,0.2529159545444943,0.2184563046167709
214,75736,0.5071515534368771,0.5651053277571378,0.753921861721726
215,76631,0.1026352269822158,0.1157879065070736,0.0687106311431309
216,77103,0.0611597079326907,0.048214109792765,0.0545664211683247
217,77716,0.069472467625818,0.1062262918310583,0.1647291677779634
218,77751,0.1082603327755302,0.1174913667495878,0.0799538608409695
219,78080,0.0784051275256783,0.1053482172169818,0.1751154902807625
220,78100,0.1221950826049742,0.1123883987259122,0.1456941470611825
221,78159,0.075991629001837,0.0875298048558818,0.1722606916537037
222,79561,0.0493021014647945,0.1105965462995217,0.0526406881814721
223,79817,0.0592306514030214,0.0542277056703919,0.0727265045848154
224,80116,0.1678656462745893,0.2007184757308264,0.2838741427841682
225,80218,0.0858613045832944,0.0762035013153085,0.0538196771695873
226,80483,0.1215290951658927,0.1306669936349074,0.1407029940141808
227,80501,0.110155117004286,0.1265886048397071,0.1162941810648512
228,80984,0.0587093524401934,0.06761502820419,0.0560369659825554
229,80996,0.088547718663557,0.0553063935140976,0.0599699651517668
230,81029,0.1460946290123408,0.1539893353780039,0.1810840738815318
231,81249,0.0489292319721398,0.0652288534651963,0.1399345058952018
232,81934,0.1277806594073866,0.0687591861970505,0.0991835994661739
233,83164,0.0727749221279943,0.0526307156841565,0.0401172170506106
234,84608,0.0414350159606735,0.0539081321253169,0.0442740804913054
235,86199,0.1142755034371194,0.1327965361349983,0.2034530750717157
236,86276,0.0799860937050545,0.0539423809356485,0.0704134878531317
237,86288,0.0829616436999953,0.1087450198819313,0.1299830571559401
238,87162,0.0770166918539836,0.0922202550505232,0.0877305121783413
239,87670,0.0815738594118538,0.0629338329099611,0.1251556312892435
240,87815,0.4275456145960681,0.4544502380922064,0.4555135932757116
241,88173,0.0983335667416551,0.1272141208193307,0.0775496043942842
242,88315,0.0820840928113806,0.0821583841487677,0.0659221757664223
243,88627,0.0642273184074362,0.0836480222173612,0.1317564967376088
244,90551,0.0677163573794279,0.0493012609760254,0.0495549596668549
245,91733,0.076584159527646,0.0631916863797443,0.0740155897111791
246,92123,0.4996126019836949,0.4349830670393835,0.6176129204602995
247,92983,0.2173724626925899,0.2931480482699187,0.0703911306158102
248,93007,0.0429039306887804,0.0534943188902603,0.0587931176670721
249,93077,0.3616223077714742,0.3543507212940491,0.3314798382314432
250,93257,0.700429238968941,0.7252625404166707,0.902852087711828
251,93405,0.2456617947681332,0.2132203364710303,0.2454357092045938
252,93546,0.11456959638714,0.1778027157441271,0.2807867266477577
253,94239,0.2757898007325954,0.2783443807669894,0.2647881252399939
254,94724,0.0598909274358069,0.0410559566208486,0.0569077674977521
255,94784,0.3617189384515684,0.3554061903924129,0.4458407062385883
256,95041,0.1572260416033846,0.1691918015092435,0.1305500021043977
257,95538,0.0713048773866503,0.0633862929038194,0.0896578465677482
258,95805,0.0893341859763559,0.1136311429827052,0.1056602104086712
259,96226,0.1115305161161317,0.1385132318377329,0.1099956748070081
260,96483,0.0557375235467048,0.0522538168116955,0.0624455527001541
261,96840,0.2785593730591686,0.2676739510991195,0.4107967105130059
262,97137,0.1687427739300652,0.1836891723249563,0.0992263968496953
263,97196,0.0797055735980332,0.1074021546981942,0.070382753245288
264,97206,0.1564024041505958,0.1970650441168289,0.1238542312642878
265,97419,0.158355682003203,0.1241572785886626,0.1243785652393565
266,97439,0.097344254877604,0.0947207438725356,0.1600244493294691
267,97463,0.0901530033166704,0.093806437133618,0.1583310050979021
268,97497,0.2723259301847889,0.2276145810457159,0.4285222937893413
269,98046,0.0760429698840612,0.0611942647519643,0.0581301257471507
270,98154,0.0438690656441034,0.0543714184210126,0.0528573554720761
271,98182,0.0802952251167348,0.0597639930594793,0.1397869528127837
272,98227,0.0610130994902961,0.0488752237871916,0.0566165259498836
273,98473,0.0886619880874687,0.0743947151709674,0.0810889581381546
274,98926,0.061575555557274,0.0587229784351182,0.0423878582637502
275,99180,0.1546230089047671,0.1860955219873679,0.2013482093000571
276,99389,0.4984679818225382,0.6002406638224214,0.6085610273745006
277,99649,0.0682171077324578,0.0689232745268022,0.0450300385341803
278,99901,0.2966617339434685,0.2885682218348202,0.0924265695800917
279,99978,0.0403502489172471,0.0438962368761392,0.0401924709229997
280,100128,0.5135893907539288,0.7599462501476113,0.5252222799248818
281,100222,0.0707271592235159,0.0558563374682694,0.0546183181352422
282,100383,0.2597457775211227,0.319980262702296,0.1899940888400597
283,100673,0.1144528316546447,0.080799144312172,0.1341340988632354
284,101191,0.0745084705259779,0.0560891346794835,0.0493490514410027
285,101250,0.3530616728965183,0.3376129816525819,0.2396868970860732
286,101537,0.2626451459691044,0.2438991024618614,0.2262393183535218
287,101609,1.0879721659267092,1.2081185143761672,0.8185066044891371
288,103273,0.0515066665009393,0.0770830862175415,0.0547071479312268
289,103488,0.0504667812724188,0.063275995798137,0.0899629595499442
290,103638,0.8122034463370673,0.7372081859497146,0.8397621518652542
291,104133,0.0598837665097518,0.072974716199142,0.0576217818376898
292,104269,0.3460476597578314,0.3531044022721759,0.7695830540608246
293,104370,0.0446249291756806,0.0456763514923019,0.0824694905613574
294,104388,0.1432695701016404,0.153227024374748,0.2112439404694877
295,105619,0.242054961115721,0.2803629138602395,0.4420842078135391
296,106351,0.0405059482214082,0.0489174282090549,0.0418154125705845
297,106834,0.0557970442254429,0.072221297365739,0.0786833326515006
298,107096,0.1129513843909858,0.1286198909385454,0.1457329499909017
299,107114,0.1160723345268519,0.0966154889953683,0.0441162494814568
300,107196,0.1034023332959352,0.0903862787862417,0.2314284507773853
301,107275,0.1003570765447214,0.110567900251892,0.0778818251576751
302,107296,0.0830246341380565,0.0973680717465459,0.1644906653134175
303,107306,0.1683540226381397,0.1515830352977751,0.1186960545896793
304,107377,0.172093725191332,0.1397437877946641,0.2920800803987875
305,107753,0.1315734330180324,0.1577919530112489,0.1327650653190661
306,107902,0.0689212621801766,0.0822728226087312,0.1264256639648014
307,108649,0.2327191906019703,0.2199673139847095,0.2490278787810398
308,108737,0.1488543837267517,0.1111567965687495,0.1384726282047876
309,108934,0.0519158527973288,0.0669391565156367,0.0684979375505514
310,109246,0.0689403735058191,0.0945197708972338,0.0641419708052926
311,109289,0.0713687018051154,0.0934795898083655,0.1577108609105593
312,109447,0.0923609171182626,0.1030903905303425,0.0625723356815688
313,109751,0.0906661565752966,0.0606957638803971,0.0628503006848459
314,109795,0.2040790609697207,0.1963977769987357,0.162882298893549
315,109970,0.354537298041639,0.3065391959865782,0.2167546751995672
316,110003,0.053402390493257,0.0744701302911519,0.0491636167434488
317,110355,0.1168982213810236,0.0871256393368621,0.0803894678041179
318,110445,0.5786111521601296,0.7173109564376381,0.3632661288418888
319,110606,0.0600378699352143,0.0765350825732626,0.0604613883289726
320,110807,0.1219967484051849,0.1424099106358531,0.1681999228594981
321,112107,0.0603460913323743,0.0493664161855971,0.0514717126727632
322,113410,0.1704414144250401,0.1319309341368297,0.1746054292691337
323,113604,0.3235564757048303,0.3442279809600519,0.2845543278140088
324,114166,0.0447176292559565,0.1083127915235252,0.0735184556200155
325,114608,0.3611194311591261,0.4431380646933145,0.3192997674710645
326,114832,0.0778586152937133,0.1046039764144494,0.0599892844994571
327,114866,0.1291433836066544,0.1213739737364743,0.120681824637441
328,114945,0.3238266297604253,0.3001983903613543,0.2085644897978563
329,115016,0.0933713517129937,0.0958768859803638,0.0570669213871675
330,115097,0.1006393709867707,0.0466060153151355,0.0799496076541244
331,115517,0.1255086638531035,0.1325298228827183,0.045492855056767
332,115725,0.3484796908818612,0.2764144619039839,0.2558655021672931
333,115804,0.2394023893030024,0.3401680584138313,0.3291908858092895
334,115814,0.8446814186215397,0.807726852010436,0.6177706958633635
335,115882,1.9873211281753689,1.9985281963257164,1.7733703292103655
336,115942,1.321161266748855,1.354919742366428,2.4195748787852924
337,115978,0.1310092606670077,0.1689456650207184,0.0798334061667818
338,116158,0.3837757942309174,0.3412436948064958,0.4540263008674792
339,116229,0.1990151755945999,0.104580595908919,0.1704326426618267
340,116297,0.2229679746112842,0.1995113120417437,0.2575166677058815
341,116497,0.0686654405699616,0.0624589712760024,0.0784338393442689
342,116651,0.1273872453786699,0.1031190333982867,0.1084108741860552
343,117393,0.0861368228895078,0.1027128571954266,0.0794445401292596
344,117436,0.0984775538723949,0.048874437058572,0.0651533214808126
345,118392,0.2008047855904504,0.1908592379741982,0.2399968346306136
346,118899,0.0514764141804515,0.0581127822729163,0.049417585443789
347,118909,0.0514151194743015,0.0488632719038029,0.0692693574075805
348,119043,0.1140018195414476,0.1614883713088737,0.1017522966393981
349,119455,0.1372619001788544,0.1213501703428718,0.0827381728047151
350,119592,0.1914039336385016,0.2097242764453257,0.1445166858850421
351,119850,0.0623769017051802,0.0886100698377387,0.096563785206609
352,120076,0.0900842629028597,0.0580465639249272,0.0612887080541495
353,120237,0.3014996053482881,0.2351974189305195,0.3471250095230018
354,120315,0.1415452066446154,0.0711247240353118,0.119576648590659
355,120328,0.2329283730239766,0.18372573476094,0.1428054683963497
356,120696,0.0877589230051559,0.104260507892657,0.1032107935885264
357,120961,0.0894404594125217,0.0642620129162131,0.1101213815553976
358,121365,0.0538896313388562,0.0634917421057178,0.0602719060893491
359,122412,0.0644746357243852,0.0643117488696007,0.1054314546127169
360,122720,0.0932650258888749,0.0942942008020425,0.0714313408949414
361,123339,0.3988591740935892,0.3876779110352024,0.4298033567834447
362,123463,0.1003603886530184,0.1047370672849802,0.1503378815321816
363,124997,1.388771505291467,1.2700978195506336,0.6095911416601636
364,125273,0.1236678129814496,0.1655626303159365,0.295515639830177
365,125480,0.0914878153902951,0.1105676924334435,0.0614480890971871
366,126849,0.1014899155890174,0.1011714733372609,0.1200324786642399
367,127052,0.0648900099219638,0.0462914976897627,0.0590237220227563
368,127146,0.2734535698432929,0.3045258478471853,0.1801210764208317
369,127290,0.1728460598454186,0.1705053720573532,0.1016523237003508
370,127401,0.1800368379148793,0.2403106658212417,0.3242680445579644
371,127836,0.2346511522330745,0.2860551314220219,0.1812745876158396
372,128457,0.0955003254528621,0.0923922890814998,0.0694596612131746
373,128844,0.0839633494876292,0.0825165649658263,0.0762154762726705
374,129098,0.0700296983230368,0.0831962403634339,0.1095757557454859
375,130016,1.2487469244547171,1.3498796658423828,1.3557192692740954
376,130409,0.1143790140162615,0.0970500819573749,0.0879857511381454
377,130425,0.0950958934275747,0.100084603582941,0.103606496812235
378,130516,0.2837022788488164,0.193145473642869,0.3317192764992325
379,130618,0.1033930282018087,0.0856732848962127,0.0782636208632709
380,130666,0.0874047600895222,0.0702376310829997,0.0487325180665338
381,130865,0.098284882575746,0.1589635122125212,0.1206999538693051
382,130922,0.2070640082903039,0.2412007347753384,0.1763692626890973
383,131023,0.081775387099515,0.0711962666326657,0.0719335368811606
384,132179,0.1172814037209899,0.0921363424835175,0.096962302319828
385,132333,0.0913553531765367,0.1386734432853551,0.1096193942088148
386,132412,0.1324848013993367,0.1449832179914894,0.1666656961977024
387,132488,0.0756963554461085,0.0618972363874876,0.0716343688435632
388,132640,0.1171741330589246,0.1009779071096434,0.0848947373016824
389,132781,0.5541637813199742,0.6320363072523543,0.437426148418981
390,132873,0.0858843659140911,0.091033927838992,0.1129436944202821
391,133239,0.5682832759099627,0.5300544474033511,0.5720408661676064
392,133518,0.0957866079660536,0.0869199757477017,0.0700479686702888
393,133789,0.2974818793065319,0.414164097214591,0.4112870444779295
394,133813,0.1055895594570048,0.1283773645235295,0.0806451751955519
395,133899,0.6228977339116297,0.6308218487434365,0.9700981984997628
396,134807,0.7168042263838417,0.8198454442012764,0.3769522801499008
397,135237,0.4907704545562845,0.5445263051505425,0.7241309277760637
398,135779,0.112291486254429,0.1305460009141315,0.060017469754926
399,135811,0.0719139791538423,0.0800749344204794,0.0812140782471655
400,135980,0.2076953884201116,0.200527803408901,0.2358577628513981
401,136199,0.1442045251644517,0.078651382258565,0.0621262970594116
402,136263,0.2025141916505484,0.1893958710167611,0.3068972785279737
403,136534,0.8812884363130138,0.9118074161474892,0.8616322662576956
404,136821,0.1186160136066132,0.1552706276603417,0.1368972198658791
405,136872,0.2582908005795359,0.2737462183117922,0.2278138219499008
406,137204,0.2690659518158248,0.3257824872947161,0.3005925737116568
407,137802,0.0893382329846619,0.0956199529642836,0.0749812726029826
408,137891,0.1350897520194143,0.1905612166491199,0.1282493639008504
409,137996,0.0456064411076027,0.0597649056741849,0.0716587881509593
410,138237,0.106971824313979,0.1175477615081743,0.1762810785581999
411,138478,0.1100756973759315,0.1443188765569459,0.0651802646573767
412,139082,0.0854281602110843,0.092165078248446,0.1267609058878449
413,139274,0.0670930304133885,0.0623703038415892,0.0741875054306817
414,139559,0.1110859443123312,0.0953709118449896,0.088601575068018
415,139725,0.1414103961716651,0.1526051228942095,0.09149699158348
416,139880,0.1133211887338219,0.1135380159826118,0.1684492221246207
417,140045,0.1705908491826627,0.1064933454499339,0.1208834049054886
418,142507,0.6494214765321629,0.6735283751381699,0.4507679521464329
419,142780,0.040948182862186,0.0714408684616831,0.0578853271296307
420,142965,0.0813005592411374,0.0786506308840692,0.1383093059597606
421,143441,0.2281089370516585,0.2266846867565541,0.2333935789939443
422,143476,0.0919492364283225,0.1154506549866823,0.1023971658875371
423,143541,0.1447933300302302,0.1777265598850415,0.1030583798619608
424,143763,0.0853109399094531,0.0887925581573918,0.1500355403867217
425,144758,0.1331591273905215,0.1357147571986935,0.3697485103049109
426,144821,0.055850629903053,0.0551692359206694,0.0421982214250247
427,144890,0.0505198891758198,0.0542265279508434,0.0456124496104435
428,145669,0.1087289154104589,0.1509698780638766,0.0944994784303034
429,145740,0.1200451772359869,0.1045498945483568,0.1475173274893104
430,145774,0.2688722338460458,0.2638963178321272,0.2624654250076914
431,146040,0.0667470727920069,0.1018203056360189,0.0422989513034448
432,146469,0.2475214059224384,0.2608051139581244,0.1727978835299912
433,147128,0.0668759181965985,0.0549992147871304,0.0749408583129571
434,147138,0.118160555419732,0.1059607924684957,0.0885659168141607
435,147440,0.174130553677559,0.1719759039890422,0.3213298983850814
436,148689,0.114857280415311,0.1107775653745332,0.1484482042881421
437,149053,0.0451936994203847,0.0501334808557386,0.0575696829591729
438,149121,0.1991713031236943,0.1490625157982401,0.1592158472626095
