,pos,MOXI_strength_rep1,MOXI_strength_rep2,MOXI_strength_rep3
86,29003,0.2298344914808483,0.346025750507815,0.2296053547381277
87,30059,0.1678697730288808,0.2244192043753827,0.1907976191980918
88,30069,0.7100209755034492,0.507570944182443,0.7470544595193825
89,30375,0.4671139004408497,0.3170575877120996,0.4510127000643248
90,30649,0.1604731492933457,0.1553883561873861,0.1659776302182989
91,31060,0.1994418733512681,0.1663668994130773,0.1680966921809488
92,31130,0.1089267458358025,0.1041736133890167,0.0790187965407767
93,31245,2.4999749380713334,1.699133783466224,2.1010506778747944
94,31535,0.0826747321020282,0.0714449800101473,0.0761035566827714
95,31839,0.3902941838701641,0.2555966429454319,0.3711252112797409
96,31850,0.1014479629435229,0.0516118307859545,0.0598899302025957
97,31973,0.1125305597824195,0.0956507619614249,0.0982870094943533
98,32333,0.0637930608786918,0.0736095918714285,0.0653559996341746
99,32514,0.1986908003803182,0.1108498114803562,0.1600366116066918
100,32768,0.1240562209115977,0.0987221029591367,0.0765201261325219
101,32786,0.0789641837127168,0.1266107747610618,0.0970420530295685
102,32858,0.6709347144836049,0.429098630873447,0.3746161979151401
103,32948,0.1076135198025802,0.112030099656422,0.1013045258720533
104,33089,1.3296033982694857,1.2480412976338515,1.1813578739764292
105,33469,0.4333985926371648,0.3877471508123185,0.3800263141351272
106,33503,0.1354177050545872,0.1519015059926476,0.0816360244295912
107,33523,0.1030021816441009,0.1391883277257628,0.0934427344881444
108,33584,0.066805630446268,0.1164842867998563,0.0874511652407339
109,33873,0.1985709534857117,0.2110407946269232,0.1606184948054598
110,35136,0.1422528509997742,0.0645527553231156,0.0890394123426105
111,35400,0.2485612767010754,0.1509780358389669,0.1151893548218864
112,35630,0.2216754214475147,0.0878429295868801,0.0485873699537402
113,35664,0.1176102877479883,0.1291990186045033,0.1476349764142652
114,36985,0.0838987921049206,0.0877596015577324,0.0689767398178701
115,37541,0.1364666238139026,0.0597096276719,0.0980843429486287
116,37564,0.0726808638688629,0.1230034914037235,0.0909628907298839
117,38247,0.7615129958123483,0.9145026677398764,1.0058812751470936
118,38268,0.1589064060177105,0.2344872449164835,0.1348652130543928
119,38445,0.8187086785175491,0.606167512263778,0.7839465841845699
120,38611,0.0816034814828823,0.0481607890278348,0.0490338191456746
121,38751,0.1311799650174792,0.0954162499445401,0.100801013060094
122,38815,0.0680496205205716,0.0483026570896563,0.08304739130114
123,38910,0.1416564840872398,0.0917523543376186,0.0679490385138498
124,39039,0.1767396729423869,0.0909288347420467,0.1250320716367705
125,39209,0.2837942981484038,0.4309214539324029,0.1755518934721938
126,39357,0.0857397455590509,0.0836466523853871,0.0711624126277574
127,39597,0.0517506164170642,0.0762981055963392,0.141519907501223
128,39665,0.1026884394846139,0.0549905329252013,0.0723962463664924
129,39813,0.0686512269249726,0.0500936598882069,0.0758617261521545
130,40586,0.1221038211610131,0.147308862677894,0.1902978203542684
131,40710,0.2067612346258498,0.1329868268875357,0.1421014720963268
132,41034,0.3146955530736585,0.2501568923742118,0.3426805632659695
133,41234,0.4677674095788702,0.3730541649981069,0.4306112132478588
134,43537,1.039908468976445,0.9890651439137604,1.1039618580041326
135,43571,0.1595417389221753,0.2272647797398938,0.1420516600614045
136,43591,0.308945364409285,0.2799023956976709,0.2726274042278001
137,43639,0.3982464509507857,0.4417525158790893,0.4145084655699247
138,43736,0.2995678605023075,0.333189048828785,0.2888670423573727
139,44442,0.7518453846196909,0.6325721505357746,0.6800566366499998
140,44512,0.0825551883541029,0.1006581325342359,0.1333634271394643
141,44524,0.2474308503137984,0.231945084866692,0.2320223485455415
142,44541,0.4480970964883095,0.3428125770838419,0.2818025960809009
143,44577,0.4797020374348177,0.4842811348004741,0.6440529328294211
144,45087,0.1739874494403176,0.1126132436478688,0.144339591163615
145,45526,0.0926346769141515,0.0447979406762178,0.074380661938204
146,46050,0.5168702089130013,0.4289197064190693,0.5675925061896271
147,47760,4.50983304400981,2.484665332700482,3.755612965677004
148,48200,0.1376842705335059,0.0541860049776661,0.0789778911152256
149,48244,0.2558362972835886,0.1401016235703291,0.1617412636060493
150,48319,0.1093704149745224,0.1572873195450999,0.1097056103491367
151,48374,0.0700836773303676,0.0892289180988765,0.0708523771315996
152,48433,0.1556549885857252,0.1562452159756204,0.1225285096147226
153,48587,0.0762458864005772,0.1002586843146424,0.0425268682571857
154,48710,0.2491671334475464,0.2851655615583965,0.2181212023818586
155,48778,0.2486827440921368,0.1599760555899259,0.1281072522775843
156,48998,0.0551790346529754,0.0468941949607175,0.0763975125213634
157,49343,0.4733252029370334,0.4141936940424722,0.3029418221944764
158,49374,0.3595421998600936,0.263447464733344,0.2940872281654172
159,49948,0.1195835976558912,0.0856788668965686,0.116300508657963
160,50025,0.1386591859688293,0.1199508897473221,0.1073712811112759
161,50107,0.6182409556610042,0.4827776481209712,0.5891685016167527
162,50114,0.0463723157624493,0.0589804108043505,0.0934123915324229
163,50651,0.0973476519606073,0.1641027786315843,0.1499255332315494
164,50704,0.069430573306823,0.0806043068396926,0.0910625228059769
165,50750,0.107053992613077,0.1533650958337045,0.1029429631791729
166,50853,0.1101229228942539,0.0690604788340314,0.1497794432592976
167,50911,0.6273491435085199,0.6828880775185087,0.7718294304395255
168,51380,0.2000459670415236,0.1777785234429341,0.2109399264727549
169,51450,0.139133801470186,0.0648340422617671,0.1095111761983198
170,52283,0.1858967254187163,0.290955605292811,0.3301323285867047
171,52767,0.0848490602391933,0.0703998637597116,0.0814623709863461
172,52955,0.0969637184630551,0.101316969814842,0.1292692424220871
173,53057,0.0953893878198021,0.1387780501015649,0.2184014289762729
174,53599,0.0706443245276379,0.0794478713095514,0.0942003445356605
175,54357,0.1175180145959178,0.1099724162680941,0.1473571947495563
176,54894,0.0815547057789212,0.0929338434225526,0.065731331365487
177,54966,0.0505988071560425,0.0610116663424473,0.074039539749749
178,55283,0.0984060812889859,0.0586299597527724,0.1160432323866715
179,55467,0.811869827968923,0.6074429541073967,0.7041021624276982
180,55669,0.050142976860716,0.0449199909457771,0.0611883275021007
181,55939,0.0776357437557329,0.0956174329802272,0.0614845509884608
182,56327,0.0855767421336838,0.067525802139121,0.0587169485316403
183,56676,0.1277509098977556,0.1024371431445714,0.0641246728970951
184,56744,0.1318431338338249,0.1643027248709549,0.3031753626949105
185,57212,0.1306355446253391,0.1123595146985173,0.2093762806657588
186,57615,0.1128960380729315,0.1129667931898518,0.1426191045843217
187,58231,0.057296896843514,0.0719353730673725,0.0511296045417324
188,58559,0.0896750418392506,0.1621036385552982,0.1883194293306439
189,59096,0.0669578480622767,0.0732344186554356,0.0418209670312472
190,59433,0.2593497713666617,0.3091910516163794,0.2233505734450163
191,59445,0.1022625520904791,0.1736628385320422,0.1062864682390193
192,59833,0.713711780743651,0.4643423672064219,0.6180235494853499
193,59864,0.3042895870614854,0.2162722180319098,0.2443403103194581
194,60133,0.0811797647817269,0.0910520165966974,0.0429458911283282
195,60222,0.1476368577012139,0.1256659658348049,0.1512628011814778
196,60234,0.056666815930253,0.0590755435102982,0.0931179208448949
197,60256,0.2237333661836493,0.161586698379756,0.1026006202050362
198,60394,0.0620848682133934,0.0505907600629406,0.0502284111673649
199,61211,0.3978879236731504,0.3783544776245665,0.3917946155959165
200,61364,0.0539216178886322,0.0762427627237595,0.0636103248234865
201,61688,0.3165670474743508,0.3666770506556654,0.2830570111981508
202,61895,0.2286185986215198,0.2736320034600745,0.2284017912049201
203,62133,0.1233089539943022,0.135754344593329,0.1549436516973301
204,62483,0.2851784295614438,0.1856816324207226,0.2172546030175968
205,62702,0.2487822724195676,0.1733306621016727,0.2780985645537641
206,62781,0.3052777956542047,0.263121852560598,0.3004283511484846
207,62869,0.1914945559659757,0.1756317933871609,0.1724333289103703
208,62900,0.0599080578924369,0.0556746085409953,0.0471416850539827
209,62924,0.1343410451749503,0.1472010555260952,0.1635389678470657
210,63313,0.0945700055273222,0.2079196832012236,0.1273115147409024
211,63661,0.1970042422387581,0.0970298627183367,0.1147938841124347
212,63666,0.0604231322503527,0.056047811331708,0.0701862171725147
213,63925,0.2168442467292524,0.200855681772837,0.1690045500609094
214,64047,0.2001072805766475,0.194534503517594,0.2176898134212764
215,64081,0.0566097045643914,0.1164316425218161,0.108827326340076
216,64262,0.2490373340772904,0.3128269817300333,0.2825359782659822
217,64341,0.0677924188866275,0.105780167022724,0.0769471023754235
218,64477,0.2981985203589978,0.1735849090891186,0.2446578472330547
219,64503,0.1275728061649848,0.089205949447839,0.1598222008826768
220,65036,0.2508934143032122,0.2406503163137201,0.4084979264734454
221,65263,0.1106203302894786,0.0716180218378288,0.1592658410948895
222,65495,0.9530504401673228,0.7686623573454812,0.9166844922273012
223,65935,0.2265738024868961,0.226579841773422,0.1962546155964255
224,66458,0.743719185286025,0.5000544509876552,0.7488168823918203
225,66478,0.3001657480180975,0.1921026295826897,0.2378783358528616
226,66774,0.0774204799385929,0.1044681852078812,0.2278225862368272
227,66826,0.1780244948347395,0.2606077429584266,0.5593179211198893
228,66948,0.1959105694730434,0.2390281416266257,0.2278202789987635
229,67169,0.2429949986020229,0.2001270525067688,0.2532261748104365
230,67461,0.0827407506278752,0.0740976642959412,0.0855406963654401
231,67488,0.1457693420198906,0.0648489301406443,0.0851236658200897
232,67836,0.542063588081727,0.5341970533207565,0.555310701229363
233,67868,1.730070551118455,1.203543916414695,1.0990420762897497
234,67889,2.2670147835114447,1.9077062085298928,2.377205702994019
235,67922,1.342880109453065,1.034185092519558,0.8757786958953542
236,68729,0.1048292042682869,0.0913153809891349,0.0786247632753168
237,68844,0.1028262595810362,0.0783997593115067,0.1403975461889246
238,69117,0.1899537228308258,0.1537750620930627,0.2063777792501534
239,69278,0.0910179774927406,0.0598655273694258,0.074061585657126
240,69399,0.0609845576673656,0.0782038846070868,0.087824180655758
241,69700,0.0535480613226074,0.0687331498804844,0.0917693290808565
242,69879,0.0542514738910166,0.1169694930403124,0.1040537405127864
243,69983,2.9768950463915145,2.279076508604331,1.822215511978624
244,70681,0.0653839517171555,0.0701983249639069,0.0477382627698799
245,70714,0.0853608078513803,0.0948587967836406,0.1090453450407356
246,71006,0.0556772359711805,0.0822438799782203,0.0921018240893408
247,71059,0.0832254047374165,0.0534676093868771,0.0826773897126144
248,71442,0.18538894983446,0.167679718150512,0.2173876641385845
249,71524,0.0762545698895763,0.1835102143626745,0.1621138604487433
250,71801,0.0649433577323909,0.0486483161996544,0.0787668307863131
251,71992,0.1639044747105961,0.1652021619054818,0.1403029825947608
252,72072,0.1035585417180815,0.056579247148699,0.0932411785375098
253,72402,0.2435786512240986,0.2015257805803865,0.1630073941871967
254,73107,0.7637819343097287,0.7441679055679442,0.7430094405118883
255,73174,0.1428516276783683,0.1152478123827078,0.0879623435854881
256,73675,0.1958444167158122,0.1238989139099497,0.270846446650679
257,73730,0.0445511520721547,0.0859298917201363,0.0855374754555895
258,73793,0.1607401746024889,0.0936782065938746,0.2066931749276843
259,74010,0.2850236286568475,0.3389035585895348,0.3296504462800702
260,74137,0.081841002345899,0.0753185933675357,0.0950621189133124
261,74245,0.5397420211982564,0.5758588416991974,0.5493485185798721
262,74465,1.6257626789502264,1.5047098419508802,1.4500305005340743
263,75384,0.194211415460383,0.1216328421275026,0.1853572463057122
264,75712,0.4273269038983717,0.4053192132992489,0.3623546048532418
265,75736,0.3629504401482593,0.4326084915861365,0.7026336753855635
266,76363,0.1138842208546028,0.1289176412818528,0.1089094920293581
267,76962,0.1349965435221589,0.1354365603969129,0.1013477324260668
268,77034,0.0602417890656235,0.0947726363587635,0.1003752288417361
269,77105,0.0792142132582867,0.0511281969533916,0.050607442013004
270,77114,0.2048540730730707,0.1895411707853107,0.1663852462570144
271,77172,0.0907355378292479,0.0820286212378635,0.1186000663176558
272,77192,0.0433479446436373,0.0451444285488682,0.0585462503244176
273,77691,0.1026477672345537,0.080374124225252,0.1055210419668687
274,77716,0.1066519505477647,0.2942723795091257,0.1780741061244546
275,78080,0.1475240996052753,0.1833404261397722,0.1340554005405179
276,78100,0.1966961465242517,0.2376574167876974,0.176466636738044
277,79142,0.05738320900873,0.0667456433448698,0.0758427598457711
278,79561,0.1798074751674421,0.0938685631542197,0.2154942880211798
279,80116,0.0891677555741677,0.0772829914909507,0.2820030845100577
280,80218,0.1556069174108707,0.1304835006157008,0.152217495115941
281,80626,0.0667208097644306,0.0832940964838839,0.0762704322942962
282,80923,0.0793565300444734,0.0633501461797885,0.1035606925784706
283,80984,0.1153231560856911,0.0928967949682848,0.1095112229595383
284,80996,0.1483180321671469,0.0609651481686219,0.1146476308936876
285,81029,0.0475206721146399,0.0726725223352204,0.1770283259094436
286,81109,0.2075711188257889,0.1343707329039999,0.2172978083678058
287,81249,0.3131773675680793,0.2535980419613934,0.3060359184089785
288,81540,0.1259790419139808,0.0542935187311695,0.1257783188678293
289,81895,0.0555603653740103,0.0452617509258402,0.0424726347443445
290,82257,0.0533001726943077,0.0629294130933821,0.0736909690648282
291,82497,0.1471073622833969,0.1026494222189892,0.0884095847015846
292,83164,0.1163173237443873,0.1431516084524843,0.0928988313339739
293,83346,0.2122406633835244,0.1494608350251582,0.1918650786234546
294,85121,0.1599284990629729,0.189598228377819,0.0930464727982391
295,85142,0.1690870936453785,0.2241033935584873,0.1745055396713001
296,85929,0.0556313125207737,0.0423464117240638,0.1064779552938267
297,86199,0.1098277784819101,0.247453626882803,0.2575698664855819
298,86275,0.1025890937840085,0.1100140427647518,0.1057937892719356
299,86699,0.0967286027149343,0.0538520778030909,0.0925154076212082
300,87162,0.093130731334464,0.1165643517844883,0.1270448767808696
301,87373,0.0639546322551098,0.0770986914295448,0.0688406012594202
302,87705,0.2978618354752607,0.2249755918778107,0.2579354466227852
303,87815,0.5847391411655932,0.4555395331448632,0.4950746669775754
304,88173,0.2572677148220643,0.089861185036806,0.208128737531307
305,88372,0.0910999956479527,0.0516161022284267,0.1034557415524251
306,88472,0.0816398887479887,0.0543238224766849,0.1082056306756364
307,90378,0.0456420892711867,0.0514307928003604,0.061299856214159
308,91733,0.0825601672432412,0.0474190659103331,0.1037887616914129
309,92054,0.1517908476749632,0.1064187655812217,0.1389544932358648
310,92123,0.3976736004557183,0.4871940397016731,0.4101316976453998
311,92194,0.2450892429612394,0.2141482166836688,0.2742661625265974
312,92983,0.8058623132851338,0.2811522067226837,0.3608770784829826
313,93077,1.406884886164801,1.215783127434943,1.090543654481036
314,93257,0.9205926455606148,1.1314041650396272,1.038020615204661
315,93405,0.8542086501553207,1.0971711176605718,0.7938026884857324
316,93546,0.5765286157697751,0.4067128714752031,0.4475356786385907
317,93554,0.1191252802329345,0.0691039087463123,0.0788375304293038
318,94239,0.6051178123179606,0.4357167872338456,0.4606344362078709
319,94626,0.0521774560258367,0.0673808988312751,0.0748058087158227
320,94724,0.1164497085037263,0.1469053766877237,0.1372596987494379
321,94784,0.7916222919533523,0.6847545877472525,0.501215203348869
322,94972,0.0795467195694183,0.0443936470068244,0.0475444038308194
323,95172,0.0562359574884604,0.059449737012204,0.0530071982596627
324,95549,0.0567195291531508,0.0819887514818143,0.0892124028197801
325,96097,0.0897377372513337,0.0780302438655153,0.0445152806518907
326,96169,0.1284735331470377,0.2096160464843814,0.2994378184221604
327,96226,0.1040387937468163,0.1825442167436608,0.1492315542297302
328,96483,0.0865667635606737,0.102004074993552,0.1024350831959295
329,96739,0.0487309565875373,0.0498465286108832,0.0748232973871207
330,96840,0.4500864097657806,0.6256126496013308,0.6192781616147729
331,97137,0.2131814235725604,0.188845554473046,0.1941704077311121
332,97206,0.2418377121467296,0.1899164535600987,0.291160332048507
333,97419,0.0942898551635817,0.07709109114296,0.0799864197462945
334,97439,0.1150835363468627,0.0948074235852414,0.1364405046913959
335,97472,0.1383620808105323,0.072001334808871,0.1424639724613825
336,97520,0.1450169096072469,0.1204639255519586,0.1084485528344842
337,98182,0.0990775427728885,0.3542290314837628,0.2827339716156927
338,98473,0.1843704182497978,0.1949580129836919,0.2010310959133239
339,99389,0.6268801582899425,0.6452820961078511,0.5947475502403384
340,99978,0.1065693795716811,0.0720717279567424,0.1424922693729606
341,100107,0.0817917727426036,0.1292245752420369,0.0904046858591556
342,100383,0.5050113748059302,0.5595821173584565,0.6115512141885346
343,100396,0.0726309538658485,0.1840971387332315,0.066471597837924
344,100673,0.2518007333552605,0.2112990406064323,0.2478413333569511
345,101250,0.7702814248465468,0.3609253543146358,0.4511909432889591
346,101355,0.0837129215666176,0.0660094031714448,0.0718543638994182
347,101609,1.4190804870818958,0.8830982006122206,1.5823855625138756
348,101924,0.0756408714873841,0.0856677029738828,0.0883526435070662
349,102027,0.059247898525205,0.0637312851377078,0.0751950613565097
350,103218,0.065128125161342,0.0612443781125841,0.0556635433857165
351,103638,2.4902255576209296,2.168968328991305,3.244690080411296
352,104219,0.0888932049329682,0.0749855191608798,0.1292325615470287
353,104269,0.1196352479387028,0.3189758235344848,0.4700733942160677
354,104388,1.47420015535634,1.2408057244216582,0.8282383448787841
355,104691,0.1704222592396995,0.1993586582133613,0.1810584630577345
356,105367,0.1023701768828779,0.0895428707535255,0.2003656757576566
357,105619,0.4618128854753476,0.6213918028605927,0.5440086763934788
358,106351,0.0817252636730373,0.0555513505492069,0.0454356256438077
359,106681,0.2066183689693315,0.1972759435158979,0.1725040489991328
360,107096,0.0709472520787833,0.0792689370607764,0.057466308124709
361,107114,0.2175336835019248,0.217567865628419,0.1304915094179222
362,107196,0.1589098835670243,0.1158162540057958,0.224985622274299
363,107275,0.0958386450011112,0.0467717451294078,0.0911227089818935
364,107306,0.2531606992665896,0.1230009424139089,0.1564954983697788
365,107377,0.0839320316178882,0.1930183970567769,0.2054678012657096
366,107466,0.2316886944348439,0.5966635179771669,0.5213933539305884
367,107753,0.3741279585655269,0.413716453739416,0.4087443436107791
368,107857,0.040291014158873,0.0788084076513039,0.055459213948888
369,108618,0.078508085400514,0.1025725987480596,0.1319988841759878
370,108649,0.3130888117627822,0.3522527132216758,0.2806127135157326
371,108824,0.0689990608522246,0.0882138220317965,0.047027268003819
372,109255,0.9067168319864284,0.560107843272871,0.7066158828449232
373,109265,0.1416140218815238,0.1100347603054379,0.104800550385893
374,109970,2.10038050888568,1.312973852657947,1.4118245766610658
375,109990,0.1024782400359765,0.1681092048146544,0.2419355630683921
376,110355,0.2028518854573862,0.2119667005644763,0.1777993941439291
377,110445,0.5311392414451792,0.5377855406104795,0.6853733744980475
378,110807,0.7246423090211878,0.8979015458949409,0.5807857460013992
379,111826,0.0650154004255405,0.0887766566277232,0.1012739178521288
380,112107,0.0941456483543358,0.0903891161481433,0.0664254730546002
381,112305,0.7102482273621051,0.5656897891601613,0.673402422746389
382,112688,0.0720732978415921,0.0429631010085482,0.0565370850506238
383,112723,0.0593020961152059,0.0445659816337713,0.0773563538994028
384,113389,0.1693274015984798,0.2264692521314879,0.2470014355294004
385,113482,0.0505317079050045,0.0472222157158692,0.0561905085880503
386,113536,0.5107536167416917,0.53144246446666,0.493827469895914
387,113592,0.652467668363955,0.5054373751921362,0.5616345283990785
388,113604,0.1155879211599368,0.1284137435295749,0.1966396133906465
389,114608,0.4458570781737205,0.3846721039792458,0.4141967333145697
390,114866,0.1997807916438732,0.1804877632459371,0.1735980315557188
391,115015,0.1794563613325244,0.253520734584387,0.3246769104347407
392,115106,0.0551491309077578,0.1169432956474034,0.1152305893117681
393,115517,0.5091953136073699,0.2745080467710807,0.3389528955460386
394,115804,0.5941683823675845,0.3272266261121763,0.4798609698648981
395,115823,0.8254060595629698,0.7371676085551608,0.8850396129500765
396,115882,4.489268793692999,3.139470604636163,4.2718484643748456
397,116088,0.3013865179765975,0.2243421641897471,0.2542451045731466
398,116229,0.3008274516595146,0.138635511473173,0.1780091777581618
399,116497,0.1021009227658655,0.1369603850000675,0.122549996034148
400,116785,0.2094033186960127,0.1124051050480179,0.183429388736557
401,116931,0.4845263123419157,0.3988738317727254,0.4538568810995903
402,116990,0.1650279022309764,0.095176069699979,0.1069528912173525
403,117379,0.142958515017664,0.0988503588781703,0.0876424705350398
404,117393,0.2400353144899236,0.2635666537334404,0.2100649940700334
405,117434,0.172991194053925,0.1354114023978105,0.1272489462594854
406,117883,0.1124849265349672,0.0909966475896253,0.1092603524855416
407,118134,0.5219473327713013,0.3469627608755561,0.4275737214507524
408,118317,0.1493369659396988,0.1520324345096366,0.1668091136543139
409,118392,0.2274439527195596,0.4550103394116014,0.3235950398328646
410,119043,0.1780476035077407,0.1784227388695465,0.1907133161796975
411,119455,0.1664313390867238,0.1788351426078827,0.141441067011161
412,119592,0.2901981409081517,0.2926552698397806,0.2562890878512727
413,119819,0.1210456939836828,0.0873761817318758,0.1895721232217488
414,119850,0.2402702406070993,0.1818212181437903,0.2326636585924411
415,120012,0.0498052368079254,0.1029731838005323,0.0529626028618629
416,120158,0.6776365693331743,0.604332485335769,0.4727252628761211
417,120237,0.5281017612729377,0.5411345535505103,0.4728150623805306
418,120327,0.1527178279335461,0.1153284416209441,0.1320726373239047
419,120626,0.1747326564180719,0.1056842843739764,0.1055649066932258
420,122237,0.1073313883639227,0.0797913382258135,0.1134417790444658
421,122412,0.0758576345710799,0.0752619553497566,0.124373098564503
422,122720,0.1512209525328171,0.0766773190293131,0.1122989048260141
423,123339,1.0225591948793746,0.455047838626943,0.9005808684173795
424,123463,0.2590127621813716,0.3350155994990056,0.3407780254735923
425,124982,0.0934076641287847,0.0754800597689535,0.0765597495610173
426,124997,3.1578403624224407,1.4375705227222633,2.5632215601949824
427,125515,0.0492919990246524,0.056101302401805,0.0577457655731263
428,126778,0.2593965847370005,0.1253756217610678,0.1895302479634594
429,127146,0.5287517373007041,0.2709487586204299,0.4630631335353261
430,127290,0.4399276605927867,0.1622391466532839,0.2798586477082363
431,127434,0.1125992890911364,0.0994415559307504,0.1399975732384688
432,127836,0.7822336491341959,0.2961524098564986,0.4231199509966001
433,128457,0.0857219525922167,0.0682764806376048,0.1485038667213022
434,129098,0.1612963023243017,0.114933517426073,0.0780023626592845
435,129481,0.0455143067624439,0.0802627002323062,0.0938320223046376
436,129766,0.082930893730277,0.0892745499056406,0.0803703148810983
437,130016,0.6334704418486987,0.6822858548794679,0.9028243248951237
438,130085,0.126088209334227,0.0927363591676659,0.0881074377187991
