,pos,LEVO_strength_rep1,LEVO_strength_rep2,LEVO_strength_rep3
30,15215,0.4006153457963695,0.5192105035211565,0.7391644852502233
31,15226,1.2859393759983253,1.0594149971801956,1.021399259978855
32,15587,0.0813741833724086,0.0877490803439746,0.0882662668869742
33,16849,0.4259185369711236,0.2526434657192729,0.1554046703104403
34,17868,0.0821581699440221,0.0465493101857388,0.0480764717559094
35,18018,0.0787417488644687,0.0507556021868946,0.0577057500763902
36,18102,0.1072521653721396,0.0926595165759769,0.0450658961384899
37,18589,0.0707447428096362,0.0733396086642397,0.1303842714049954
38,18716,0.1745603781882627,0.1665247197529942,0.1691106805553054
39,18852,0.1130999848855045,0.0720537252459703,0.1146832802060089
40,19079,0.0710641012008284,0.1015686114846483,0.0965733031829905
41,20082,1.5597868766723408,0.7666132027790145,1.4577382853255862
42,20095,7.844572534313664,3.328682274527865,4.405779636118496
43,20104,7.424423853582095,2.0060212526232792,1.5499954192960637
44,21026,0.0720477907159509,0.0597636483159982,0.084426622078767
45,21130,0.0784366464832556,0.0496609996609619,0.0597980785267295
46,21184,0.0894823101543106,0.0675672639154263,0.1117756299943364
47,21507,0.1115724654390065,0.0652220554022355,0.0998096251357767
48,21540,0.05720285213726,0.0812345608805467,0.0737461272468475
49,21906,0.1218361298187923,0.0661759774864036,0.0753855836306538
50,22514,0.0599529188083309,0.0514707964359113,0.0500029177310044
51,22915,0.219683088577393,0.1538293195160938,0.114157363019406
52,23368,0.1911098551023147,0.2356757081864526,0.2513188216555564
53,23392,0.0790367171588701,0.1035234784767302,0.0644636442719155
54,23718,0.0571864446141416,0.0532692722466228,0.0554052361211085
55,23737,0.1882324768468848,0.1433385549669349,0.086975811173751
56,24450,0.1067968139356936,0.1326580115379672,0.1096817917162131
57,24483,0.1034281340788569,0.0588880490028826,0.0713059136632967
58,24560,0.4864546352570866,0.2644275771338691,0.7707150519187044
59,24586,0.1122620216625001,0.0675582389919122,0.0917741702074499
60,24663,2.890817246141348,1.4920563667388762,1.4455078164203985
61,24684,0.152738090335454,0.0900112072018815,0.0668585799058258
62,24945,0.2709706382383383,0.2700029640940511,0.2026972639211099
63,25322,0.1221850072974608,0.127255511619966,0.0744124872562612
64,25397,0.0736221953782196,0.098010606933415,0.0851100658292782
65,25536,0.7092373404794126,0.3687476868608341,0.4202377281258738
66,25545,0.3907437285348938,0.3471276876226772,0.2136069778664684
67,25926,0.0905056651183959,0.0887994488152472,0.0652468843366869
68,26007,0.1811136979821821,0.1219533835945301,0.1023861109851193
69,26545,0.2778435051267405,0.0897316232076819,0.0631210579286372
70,26566,0.1481026508383092,0.1361568505626347,0.0759028565255972
71,26932,0.1393661545635178,0.1643488123191667,0.1432085476972673
72,26981,0.1216550710195951,0.1068235789294402,0.0930136039413196
73,27158,0.1344141481293753,0.1648833744167024,0.0955376267266903
74,27486,0.0501771872395102,0.0711924322690988,0.0618372383251193
75,27525,0.0929047343725839,0.0590881126041438,0.0608687697076644
76,27582,0.2417467671926557,0.1665583104026433,0.2046670370006278
77,27654,0.3066045570116262,0.4355981372334128,0.4356420298014554
78,27662,0.3231920867561875,0.4454631882911457,0.5461216341315664
79,28019,0.0992381050819994,0.1273468244608717,0.0870523041825239
80,28415,0.0768280915147165,0.093880449380591,0.0975865788176877
81,29003,0.1172244004015222,0.1338180091645691,0.0633203295914625
82,30069,0.455844931729447,0.4172031997002592,0.3447064425076644
83,30146,0.159834963433975,0.0678621557118928,0.1059649388812431
84,30184,0.12726913929758,0.0638310335901799,0.0512260554298626
85,30375,0.077017370629322,0.1049294300236932,0.0847431271335965
86,30384,0.2966092774168538,0.2818747398428638,0.2663202629826489
87,30649,0.1805702744990818,0.1416686633037096,0.1117096136642916
88,30707,0.0796538982694443,0.0796898059957909,0.0570866947846915
89,31060,0.1416668120326247,0.182481322953065,0.0963941283945046
90,31122,0.1280220857974014,0.0862635466616457,0.1155844172497997
91,31130,0.0567690533934727,0.0720263701088794,0.060766892177148
92,31245,1.0434113067627142,1.1153356337880398,0.8350687202692058
93,31535,0.0886399978278278,0.0868074913417158,0.1055189798088782
94,31649,0.1157857985779489,0.04906823864452,0.0518649827115287
95,31839,0.2366883151880741,0.1978027311389476,0.1516762305325831
96,32333,0.0810505105677017,0.0964626360949935,0.0691367584951304
97,32367,0.0668945715821605,0.0477177030580414,0.0770109735982069
98,32514,0.108150478572325,0.066279630531649,0.0549387953363719
99,32858,0.2312740846119556,0.1570502289310646,0.133480627345387
100,32959,0.1342830453383459,0.0898435968309223,0.0890761765243413
101,33108,0.2192284194521385,0.107693390579497,0.2379451618313637
102,33469,0.2426899748191155,0.1000034689804254,0.1114603536377614
103,33571,0.1664533185842467,0.0560329147318219,0.0826107598409651
104,33873,0.2278472670287792,0.1583889414610004,0.0957373119569937
105,35047,0.0870145330179457,0.0917993024278612,0.0808457396117765
106,35400,0.1561569107873532,0.1387359541326402,0.0710877326195775
107,35664,0.0843854641043105,0.0618595024449203,0.0857634977750145
108,37541,0.0971196746241347,0.0788320490677147,0.0438938314015474
109,38247,0.5268017021579796,0.5306172900813175,0.6322560144413374
110,38445,0.3019136761283956,0.2259997980062819,0.1908053621508603
111,38491,0.076771476184102,0.0493945356284934,0.0635405992650428
112,38751,0.2344433673346173,0.1738885838552584,0.1570197918287817
113,39176,0.0426672585768022,0.0659806140752325,0.0668805828779308
114,39209,0.0790129750943831,0.0678031305181365,0.1349351580311351
115,39269,0.1166290815642712,0.0953691670726983,0.0810108603930265
116,39665,0.1231111281887828,0.0780132632613397,0.0642915448966374
117,39699,0.3278112263344743,0.2277601578601784,0.1614824336518461
118,39822,0.1479706363914768,0.1486401815079588,0.1088402640851492
119,41034,0.3807779992958682,0.2923704153896657,0.2764172701113694
120,41124,0.1980912823796092,0.0917155314337015,0.1549227996483111
121,41234,0.4606847465885737,0.3680450995237956,0.3758470858560436
122,43514,0.1142963867814351,0.1407330300199012,0.1233320951755962
123,43537,1.1676926213615395,0.906134144530314,1.080133578353653
124,43571,0.1764941102155122,0.2512800062309019,0.1779547202586791
125,43639,0.6185045342470346,0.5004799989432751,0.4564893764183706
126,43736,0.2974249037755561,0.539405125648468,0.2527324785247544
127,44442,0.2785683471485707,0.2691701971553577,0.4213411523336585
128,44541,0.2872807064925058,0.3835109175002762,0.1756879596401159
129,44577,0.2326773363131327,0.1693117310559073,0.1997177225433468
130,44646,0.0883109918593556,0.0767726627780991,0.0665301711169523
131,45063,0.0552855094619226,0.0641884458856949,0.0706109546586865
132,46050,0.1568795543571464,0.1424648547556839,0.091478742700771
133,46684,0.1372798188831828,0.1063820166486168,0.083397253601122
134,46730,0.103277352193118,0.1269517671539037,0.1005571670723795
135,47760,1.34594508646843,2.3781179692759293,2.216291966082477
136,47990,0.0947584443927309,0.0846075648616957,0.0436596607517598
137,48244,0.2465863359778694,0.417409525295074,0.1964874121432062
138,48303,0.0513849136219395,0.1244791028857695,0.0588420704062575
139,48319,0.1320036547783014,0.0877154326073832,0.0881054810847183
140,48498,0.0517500309046616,0.0963657730993334,0.0658068495316273
141,48511,0.0796067560807112,0.1241095190303369,0.0417082294512205
142,48710,0.1078220987340394,0.1432964221389159,0.1351598705148498
143,48895,0.041527587418221,0.056214617226556,0.0597471414503296
144,49343,0.4837685303766882,0.5330470423014377,0.2652287075472148
145,49374,0.1066638541585391,0.2239281394285357,0.0928622964998138
146,50025,0.0783257129251002,0.0656377959363431,0.0439304224580924
147,50651,0.0970273997478026,0.1618977331304896,0.1277566213590892
148,50853,0.2801542341875684,0.2666471080335411,0.2020156523386489
149,50911,0.3155200695556588,0.3099093282319842,0.3229286759231164
150,50930,0.0506502296823736,0.082013247763464,0.0437383486877871
151,51380,0.1461441022657335,0.2133135464144042,0.104061628471067
152,52767,0.0716064388543108,0.096155842621094,0.0770498093000437
153,53010,0.099739545274378,0.1096348720115623,0.1128763252732249
154,53057,0.4618787491204532,0.2817526110772133,0.285590458013496
155,53169,0.1659270009027864,0.1392300465520493,0.379625004824432
156,54966,0.1890197659044996,0.0976834694314012,0.0534008583132064
157,55467,0.4162098370583982,0.338043093629352,0.2326537242304285
158,55475,0.074636332704717,0.0665299137332131,0.0774847486970706
159,55580,0.0669330726480958,0.0528900233883294,0.0961095618760282
160,56676,0.1006833126825773,0.0705228647299579,0.06573373071842
161,56744,0.2931147730717977,0.2919447714695821,0.2843249193177097
162,56755,0.0642398557873868,0.0565999025625836,0.0759161365303486
163,57051,0.2482734422413568,0.1051734329511049,0.0727721342156886
164,57212,0.1190593784315459,0.088711407598736,0.0834857947952151
165,57615,0.2108732146408358,0.2375914734580816,0.1417531240377155
166,57891,0.0828622804144329,0.0449343681802051,0.0640039774727003
167,57933,0.1554956423994387,0.0767265993051938,0.0722902330866728
168,58559,0.1508692401551729,0.0671133574912927,0.1009112518584757
169,59433,0.0650023246966322,0.0644333889040248,0.0576504480066668
170,59833,0.6573614448353626,0.4149894154502496,0.3927121428733815
171,59864,0.1506713627907596,0.0882401497394038,0.0755995710788717
172,60133,0.1763238227284078,0.0978997171383356,0.1033303494947994
173,60222,0.1563316202089129,0.1811072457343676,0.1143962455428801
174,60256,0.2009609634196871,0.2522663259164988,0.1143870888842908
175,60268,0.0565811785362477,0.1022414769111366,0.0549383481527387
176,61211,0.6673156841552501,0.9287953903857168,0.3945348275941407
177,61364,0.0817663121699112,0.1182173482794155,0.0664016003185934
178,61895,0.086039151150198,0.0897370839203113,0.0537550759908307
179,62133,0.1769205312119188,0.1413083306919187,0.140118264676193
180,62483,0.2717293934516063,0.2811592773241624,0.1922947675990505
181,62702,0.126081829037187,0.2086557614815931,0.1727404073738594
182,62781,0.5516290008229467,0.3287279575708413,0.3251586580140275
183,62924,0.4054698633872617,0.3544901898290362,0.2214511613326213
184,63313,0.175773196913292,0.1201616029074434,0.1380010016713625
185,63624,0.0873016859992221,0.0486704149706778,0.1010328729778803
186,63661,0.1165290035435542,0.1119703595492299,0.0513903919090168
187,63925,0.0830579413087309,0.0838668338948713,0.070295013197599
188,64047,0.0725751346249414,0.0842029809513591,0.1265501887527962
189,64113,0.0708536496735181,0.0989427032644381,0.0804659172495634
190,64139,0.1563092919626221,0.1648839617340145,0.0922509951167265
191,64262,0.5317993906998633,0.4967684531530829,0.2810587929783175
192,64477,0.2914365040633204,0.4499763571367059,0.4052088168632382
193,64678,0.1424099478450928,0.1256541410360243,0.0704015554267742
194,65036,0.2578979894942304,0.2632957281483896,0.2763030909531703
195,65330,0.0421434132762146,0.0613998559457216,0.0454406335894037
196,65495,0.7778112259538508,0.8945518408539053,0.5090891997565378
197,65935,0.1907040582079759,0.0710071341558293,0.0735557343494355
198,66478,0.3999405287778637,0.3878212379521604,0.2687549689350188
199,66536,0.1745633030182687,0.1631894684861532,0.1363608465943881
200,66656,0.4293465199997173,0.8286465398123194,0.5042864981003519
201,66741,0.352584380676747,0.3972971098859537,0.3581873614297783
202,66826,0.2078797208235157,0.1905433645784063,0.1812756437854667
203,66948,0.142002424539829,0.1969758789392512,0.099031199970426
204,67124,0.2193047649866004,0.2031515968526782,0.1160144170984953
205,67169,0.1686916589412248,0.1779592086986172,0.1499201257749374
206,67202,0.084342179304484,0.0822586626670149,0.0624320602719159
207,67868,1.1836086745413397,1.3293286263627158,0.851900787464677
208,67889,3.283197750420104,3.271519794303168,2.5530885749968304
209,68799,0.0872934629375348,0.0914419980074261,0.0436009257393388
210,68844,0.0706840267209567,0.073100291939856,0.0637784765457429
211,69117,0.2389745918439233,0.1907074000318933,0.1972614860153415
212,69983,0.6584479053588592,0.6637508358916389,1.0467251239096047
213,70803,1.3075778524206385,0.8588731371388905,0.6734207482969405
214,71442,0.2376957314455101,0.0705515707026723,0.0472872385658069
215,71992,0.1628635608471577,0.1885727315749709,0.0630431736096128
216,72402,0.1573911574300814,0.13003869890614,0.0935976900663755
217,72539,0.0689808911688332,0.0564533736205584,0.0416201438866887
218,72584,0.0710122022565686,0.0670304810929348,0.0514957633489868
219,73107,0.199835967443531,0.1207695143595648,0.2437197609263874
220,73793,0.0994917542122288,0.1612219498352495,0.0587794254201221
221,74010,0.339048538733244,0.2465109443374508,0.24455615003024
222,74137,0.1282225524918043,0.1145182571767613,0.06441661136267
223,74245,0.6690552906243052,0.4990253943314877,0.4387146220454299
224,74465,0.3312822820394223,0.6009977477345594,0.599858024532057
225,75374,0.0600706208771668,0.0655041847740491,0.0425158018664705
226,75712,0.222316289117614,0.2535018920339376,0.1999367911678086
227,75736,0.2533872246714879,0.1660857916111178,0.275886892940353
228,76134,0.0432647331810847,0.0586121036256558,0.073403113499878
229,76962,0.0632163297858596,0.0737611903565098,0.0510867788477663
230,77034,0.1427252322329989,0.13048658882572,0.0662343178878596
231,77105,0.1142252019513605,0.0968924873828204,0.0455090362596271
232,77161,0.0870180792397856,0.0952812945135073,0.0735537505405239
233,77172,0.1517355910565632,0.095687456222925,0.1212971834330296
234,77691,0.1347812569058972,0.1262657950575683,0.0880967666746993
235,77716,0.1941349421841069,0.2418565137913362,0.1499730645157702
236,78088,0.1298990128594839,0.1643000705220547,0.1905487866723483
237,78100,0.2428091238825211,0.2492616724938671,0.2290777671293602
238,79561,0.0770407682642456,0.1568331732059968,0.0819299981065784
239,79794,0.163339910740195,0.1898444702277089,0.083398979286859
240,79817,0.0531427066430707,0.0517302111578519,0.0923768104706035
241,80218,0.2609959062749787,0.2162262480978161,0.1875661395517582
242,80513,0.158461235455527,0.0555640036731008,0.0803590582372887
243,80984,0.0440070683038489,0.045344433511467,0.0602134661129964
244,81249,0.3505017601154034,0.3864901480269684,0.2273395776070723
245,81364,0.1103209877037698,0.0655132539384211,0.0871062704081804
246,81895,0.1170496522397562,0.1505620186793195,0.1050210378067186
247,82497,0.2244968587603426,0.1536405091785466,0.1372401556870648
248,83346,0.3138708909974752,0.2500778872070435,0.1387163171120001
249,84493,0.0779117055824125,0.2102334925460106,0.1818800107602109
250,85098,0.0772045926111172,0.0736906447652817,0.0569086971525443
251,85142,0.087587768850738,0.0488824399767744,0.0504919677673418
252,85655,0.0566505687959107,0.0571357075572889,0.0835701536501338
253,86199,0.1241515207115658,0.0910716702464924,0.1442989396246496
254,86275,0.0572542224180439,0.0640087716994914,0.0488665875738059
255,86379,0.3064424870270748,0.1141693359633916,0.0478723993757477
256,87162,0.139621745452762,0.1228054830550284,0.1205185056817791
257,87705,0.1116567718397771,0.1031542706818577,0.0923251940477305
258,87815,0.445227806911088,0.3539309151146219,0.399631305313303
259,88173,0.1213322963906328,0.2049821904954845,0.1584345685278276
260,88383,0.48435819174937,0.4739036222066901,0.807782701995597
261,88472,0.0644715212951687,0.1049817654775937,0.1108900372217718
262,90423,0.1203980864949203,0.064992297867128,0.0624416273188272
263,90828,0.0597058707332474,0.0722095675391518,0.0579158909245431
264,91733,0.0979116637293913,0.1038589873215407,0.0999723991448366
265,92054,0.1410325165235246,0.192158022935432,0.0812661815581095
266,92123,0.2796120751535977,0.1691629799550982,0.2040464949059064
267,92194,0.1349297478996521,0.1474986908712308,0.0470384944106875
268,92983,0.1023756311909265,0.2118537933537957,0.0819958449706548
269,93076,0.6914163463130274,0.3801063031897556,0.2884673609135908
270,93257,0.6940060174568989,0.4214598497726289,0.5785377451848039
271,93405,0.3790331873261641,0.2172766669977628,0.1396311722169789
272,93546,0.1663550594890854,0.2138330693296846,0.1969605128620022
273,93554,0.1133702037411131,0.1522842506066624,0.0665135764935604
274,94239,0.2069885229465458,0.3767926851999139,0.2418016747196749
275,94724,0.1073446367872321,0.0924895094775825,0.0661460367998472
276,94784,0.7141420005388648,0.3950716030313152,0.2822532929418413
277,95172,0.0770793132574636,0.0725351901183088,0.0550996099739446
278,95226,0.0656995347469797,0.0648873367306082,0.0744720961822595
279,95549,0.0940975699791568,0.0746305742075815,0.1037164718365653
280,96234,0.1457764044375065,0.0734870041947604,0.0735387698528662
281,96483,0.2148292772707087,0.1957525244162467,0.1964449989409447
282,96806,0.1139029658861376,0.1274046015660666,0.1401319847003035
283,96840,0.34892869666275,0.1600428152818576,0.1623718727054837
284,97137,0.3162922518991395,0.3556323100107625,0.1737850224839505
285,97206,0.132787888495236,0.081692307405244,0.0913954533136478
286,97419,0.5737088248563249,0.3442845434688479,0.2930287999058356
287,97439,0.1318980515600238,0.1767956974898883,0.0661116006665842
288,97520,0.1909912193123604,0.1155094430224707,0.1553716592936946
289,98154,0.0745486489068563,0.0653922381756455,0.0537401625504658
290,98227,0.1058887863438435,0.0787441762413828,0.0578506594530519
291,98473,0.2053175050489808,0.1332174600745411,0.0885596583030045
292,98770,0.0853762091915153,0.0832654855158333,0.0666114398934324
293,99167,0.1587763146734369,0.1286353738356238,0.104843867822653
294,99389,0.2985880024359175,0.1473628643488078,0.2156260433501207
295,99649,0.0615759087026079,0.0834141696562297,0.0578829664996107
296,99901,0.1444298982913601,0.3150272834617746,0.1527028907969365
297,99986,0.0892982213216662,0.0832332314082122,0.0754623521541123
298,100210,0.2484739775700908,0.0837485875964401,0.0916852928767177
299,100222,0.0725431521429602,0.0730795766281324,0.0487717203276427
300,100383,0.2467753687966878,0.3929479051417306,0.2337592313709871
301,101250,0.1891876677142951,0.2353717777866832,0.1391914123908282
302,101355,0.0784162504696168,0.0698782287481445,0.0514236455955536
303,101537,0.2617028770652814,0.3218676906523334,0.2361435210439859
304,101609,0.4339707370454011,0.6760846472815472,0.5346290141009522
305,101625,0.083876405479065,0.0711167470617832,0.0546691549989393
306,101685,0.3941351000159767,0.2436760914844509,0.2068144272459596
307,102550,0.1470811792879138,0.1205338856061195,0.1195276982372444
308,103282,0.0662841535722984,0.0879764171784056,0.0537224622209921
309,103638,1.8996815403603984,2.2926149096803936,1.995664487180203
310,103908,0.1436586917367726,0.0661194907715878,0.120747333689638
311,104370,0.3268816003271282,0.2636899972832176,0.2669431357592629
312,104691,0.2993963897509548,0.1813268673471388,0.1364725262987289
313,105319,0.1553710269106585,0.0869637909054774,0.0805840719827581
314,105619,0.4161650367012448,0.2669755833517904,0.4694313917389172
315,106351,0.0788713073986009,0.071224782723398,0.0661463703849825
316,106681,0.3197226033513273,0.2392650390381733,0.2113291413209332
317,107306,0.1712847517917871,0.1933869183674925,0.1622785974284892
318,107377,0.2784587819159585,0.089089941225688,0.10884811986776
319,107857,0.0743035838171733,0.0584409208053768,0.0513150268227765
320,108649,0.3518924862577827,0.2662158900384255,0.2311460010371974
321,109246,0.0896609282436475,0.0824558620726829,0.0531858663868303
322,109255,0.7388260907587605,0.5842921604617066,0.3280705863815978
323,109265,0.2799816240323238,0.2538113309663963,0.1417976685074216
324,109289,0.0923084811789585,0.0416562371828566,0.0556958752987108
325,109447,0.1196948841394407,0.1345912462273117,0.1335057521229745
326,109795,0.1879462100426174,0.2760448486548519,0.2952245300479852
327,109970,0.9541027600321296,1.0285212841734317,0.6420041831513719
328,110003,0.0950691088160566,0.1199677185306313,0.1006559984430106
329,110355,0.1401128982488177,0.1312867793926226,0.1198617043634784
330,110399,0.1654177985011005,0.1212018090035982,0.1153933867805072
331,110445,0.3081294742522258,0.1860312386700915,0.133178450963562
332,110606,0.0487586395898145,0.0870096403572762,0.061473063926106
333,110807,0.8802680701772755,0.8611809121934295,0.5431548552270273
334,112107,0.0750068575191056,0.0975822933807089,0.0777623294197789
335,113389,0.2055201236738462,0.1885600349348328,0.1951851974996119
336,113536,0.9526850462361922,0.6523836602047285,0.5566581846801961
337,113604,0.0965361803370157,0.0803787678922889,0.0858189414175677
338,114608,0.2823443890799115,0.2132645532987783,0.2515520595522944
339,114866,0.1384646837861591,0.1561312957027065,0.1151820463286976
340,115106,0.2647553567997198,0.4011573617519355,0.3054815193059115
341,115319,0.1232122574015091,0.1045292900692216,0.1113359468353025
342,115517,0.3218176418786354,0.3803153557454801,0.2427528760066763
343,115663,0.0763301284248032,0.0705468551404244,0.0826667714670884
344,115726,0.2609547390332483,0.1353916228375111,0.0985501446660563
345,115814,0.3182630900637506,0.3847219658034966,0.3694272139275276
346,115821,0.4292011203000463,0.3753160548086489,0.2635380220982251
347,115882,2.234482100552339,1.8454934244264567,1.470727731659793
348,115908,0.0566357289189535,0.0697979782604747,0.0491064751069023
349,115978,0.0759627019429856,0.1470424995383363,0.0855470104412523
350,116020,0.043321465260802,0.042137582424969,0.0515592070128909
351,116088,0.3571994479229974,0.2591879253373754,0.3101510878873754
352,116100,0.1383796395964176,0.1682831383634337,0.1203253331608258
353,116229,0.249240216440886,0.30781090938627,0.1591281442802912
354,116639,0.0613234214043252,0.0452175345189638,0.0491213319096985
355,116886,0.0857872134666868,0.0975244777771386,0.060805651414665
356,116931,0.1205261746816446,0.1762825532301406,0.0868036119665095
357,116990,0.0724609604749191,0.0844661531905823,0.0509043992017959
358,118134,0.1879937018921991,0.2014810827165227,0.1145728185228021
359,118170,0.0467156914897266,0.0504692747667224,0.0501072844802745
360,118724,0.0767202776459379,0.1222190289493562,0.0627248276314047
361,119294,0.0859676168972549,0.0815390015898969,0.0692118945167745
362,119455,0.1061737834875822,0.1627566716605932,0.0916024019483501
363,119592,0.1885193459800085,0.3113126438352538,0.138256003072386
364,120158,0.173934523011856,0.2842600115323184,0.1948776944800327
365,120237,0.2662532315756678,0.1370544021025406,0.1664213622155391
366,120306,0.0787398214473249,0.1067602274746444,0.0476504949110114
367,120327,0.1317030926676332,0.133296306332679,0.0956046243325006
368,122720,0.1232960024441994,0.13004511709138,0.0689941834393491
369,123145,0.1107191836388534,0.1448381298603895,0.077185812617869
370,123339,0.2079930349532652,0.2002608444166753,0.3266936285774786
371,123375,0.0591948600974447,0.0476966078607685,0.0742513639455724
372,123463,0.4144785258865818,0.3889217736688817,0.2331607890412286
373,123496,0.0615712439183183,0.0545161128351106,0.0696542297889686
374,124997,1.5443556964009362,2.121784431719916,0.9610654651492488
375,125273,0.1842184179725494,0.2682257092709568,0.4225467683062982
376,125414,0.0676690669888278,0.0763311877275081,0.1376760979201587
377,127146,0.2960438547713835,0.3223230898129763,0.2884703927301126
378,127290,0.1915361557597246,0.2890642550341951,0.1127987235042509
379,127401,0.1719915197371464,0.14659318024445,0.2139057980164267
380,127434,0.046153893141434,0.0693406917538437,0.1350656609399001
381,127836,0.4495330403903135,0.5358799335980984,0.2709444277155124
382,127880,0.1570001670387546,0.1784314972796719,0.1015887563862323
383,128724,0.0967768174838696,0.050375253946069,0.0547689582258275
384,129098,0.1134670958950059,0.1524433125152386,0.1281822707103346
385,129766,0.0453087466341806,0.0855837144810017,0.0427997001757216
386,130016,0.5149376446933926,0.3590311661758467,0.620930944382079
387,130085,0.0491375853422347,0.0925106220451899,0.0604784230051103
388,130386,0.0810502687556939,0.0505390891433078,0.0426798591909862
389,130618,0.2094418730532001,0.2510855200090334,0.1888144940544933
390,130762,0.0605020336979515,0.0405809201579046,0.0868359671717655
391,130807,0.108655502245111,0.1101412637849705,0.1104576848589722
392,130852,0.1366574686278463,0.0785750238740816,0.0576106563463127
393,130865,0.144398159813166,0.1890092326231893,0.0983583143920223
394,130922,0.2766549825357451,0.287506888511879,0.3166941267115097
395,132056,0.0919164421731448,0.0555733664190047,0.0838374648644374
396,132179,0.1191130866413864,0.2250420278976933,0.1738558517292351
397,132250,0.1019776494221098,0.1162450427599375,0.0589135046595493
398,132480,0.1096211705237812,0.1239155818586537,0.0928540713956864
399,132640,0.0610710885591287,0.153468487914228,0.1486174991800364
400,132781,0.4806391240695864,0.8074934192227821,0.3892195738320632
401,132873,0.2818055240526977,0.364388215136219,0.3773966532258068
402,133086,0.2739296833917091,0.2288861421168382,0.1444818896705078
403,133096,0.1638383238390801,0.1974739546756077,0.1073246722836285
404,133239,0.4068297399018448,0.6404104724336155,0.5274793727831233
405,133789,0.249821739017432,0.5889133420868204,0.3074729931365199
406,133813,0.0885967330271486,0.1576635862039594,0.1319208128014044
407,133890,0.1300789098854124,0.0508615011125579,0.0548836190446206
408,133897,0.6407562521285137,0.8232281357350832,0.5507336200362924
409,134807,0.3669673453630837,1.2618941091235496,0.3408732239443326
410,135779,0.1688643962417785,0.2202028516096104,0.0827913080224758
411,135811,0.0628801981644804,0.101261350425519,0.0760151060183529
412,135980,0.4573073676088237,0.6535963077690168,0.3681243613443303
413,136199,0.2573753601900785,0.3144284508826123,0.1687337675350493
414,136821,0.0972431269162741,0.2409447005232394,0.204051997832551
415,136872,0.1826589404949974,0.2990844485927451,0.2172014074759034
416,137204,0.5644681603190436,0.6833838621552661,0.3175344282022136
417,137802,0.0885935637833156,0.1486944450986023,0.0869705658077981
418,137891,0.166326874292841,0.2715632667591912,0.1045757186941567
419,137969,0.1040695930020916,0.1185661688711163,0.0915549522028553
420,138237,0.212907135594395,0.3449852818299133,0.3513333562059068
421,138983,0.2484170230546514,0.3518050815719072,0.1700379922924224
422,139082,0.1553700930220527,0.2388645117304568,0.1013087387286126
423,139343,0.0590287375956759,0.081866595248503,0.0945347436702386
424,139559,0.0779952738697107,0.1087323859168369,0.1171948944002489
425,139725,0.191289189602432,0.3631373308205308,0.162272857672278
426,139803,0.2028847831429916,0.1811781092889319,0.1585915408641442
427,139880,0.1267616679069061,0.0720521658712147,0.0465725635197939
428,140001,0.040632698560604,0.0403200396914653,0.0738897689690303
429,140045,0.0821934467607423,0.1064053700895324,0.0887321482623313
430,140471,0.0768489112473381,0.1077010431613809,0.0654739792117422
431,140847,0.0848714873473772,0.1408099530771305,0.1252198783996976
432,141152,0.5110836616074899,0.5153918094514127,0.3923378117255267
433,141175,0.0518862684409525,0.0619715878400946,0.0673151997726075
434,141768,0.1639787736957149,0.1753252388461863,0.0967020991455795
435,142192,0.067077582018177,0.0758988864224941,0.052933412750814
436,142507,0.8946382395432907,1.0380139198635696,0.5618925801208993
437,142780,0.0769577474184829,0.078272384140585,0.0668212020674337
438,143441,0.1094122893388371,0.2139960075739544,0.1711590611105105
