,pos,NOR_strength_rep1,NOR_strength_rep2,NOR_strength_rep3
45,135980,0.5752849190885658,0.4750871601012377,0.2825753586101029
46,138983,0.2345681887114186,0.1930339247420471,0.1162628142687272
47,140471,0.0680395760944096,0.059680370758511,0.0452250155994348
48,142507,0.1121142315748833,0.089688895267872,0.0428858860944389
49,144758,0.1710042798590114,0.2972627750224812,0.0770745207867511
50,157919,0.3597047777300433,0.4216201428843285,0.281770182749236
51,160381,0.0655293782314418,0.1399408895030545,0.0404588130154615
52,161414,0.134804430204146,0.6474174666057482,0.0884069636901967
53,161594,0.2099851293745054,0.2921670947187627,0.1045793622717468
54,162463,0.0692828087517136,0.0550112233642545,0.072853361292603
55,165573,0.0506897023083858,0.0965376609488527,0.0474395594261376
56,170362,0.4383671197861891,0.2642481538791388,0.2431911380522036
57,171374,0.1315706840452595,0.1618228775163293,0.0750196473894324
58,173724,0.0714486435805221,0.098439185832384,0.0747899097820092
59,188535,0.1013909812272078,0.0478826679838832,0.0640956846378182
60,191956,0.5026882046300671,0.61399348540723,0.2692849052617534
61,196091,0.7211496051906021,0.7830758813952232,0.4286473157839179
62,196447,0.1161347746122771,0.1376390659999795,0.0423671268899457
63,198842,0.1725454582826004,0.1243821911520156,0.0782708756087993
64,199520,0.086818248853556,0.1629454315796925,0.0585463487446995
65,200419,0.2527601167918494,0.2114113020691139,0.067887612340789
66,201997,0.2155136326716942,0.2425466817195709,0.0766919150506224
67,204749,0.454140066194183,0.5774501789242081,0.3308879930605852
68,205347,0.2105539059562273,0.1334847274983275,0.1419665821112596
69,205803,0.3938953740563662,0.3861711977488689,0.2817750539693751
70,207017,0.1767193811418779,0.1591827789245194,0.1065861723507866
71,207093,0.204953897932963,0.1806453284936866,0.1204536596455372
72,207789,0.3481395216091059,0.128430533410601,0.1644858659414976
73,208980,0.1035862542130081,0.1779150442925837,0.0867027941267648
74,210136,0.316447178569204,0.2217308255884571,0.1342211067052319
75,213481,0.2969899413720922,0.2663616877395591,0.2230763755022584
76,214927,0.3426806118051062,0.1707443491714963,0.2526421981001638
77,217380,0.0949039187773583,0.0840196881941415,0.0472975459082969
78,218174,0.0624341255884304,0.0423143569791594,0.0666896267573227
79,222006,0.2214927130594863,0.1877186987800156,0.1078299196458945
80,231796,0.1729195896233457,0.0817505218324197,0.0631039939196738
81,235632,0.4433392458985934,0.520456496545552,0.3297927907463089
82,240075,0.1626627061611052,0.2100935991865515,0.0905744144768643
83,248746,0.545330210127891,0.4417340219420622,0.3949243343675862
84,249566,0.3229518539732969,0.3371569283801099,0.2423233105397539
85,251746,0.0919517250269132,0.0983421012568679,0.0536207286380268
86,253654,0.0556231866168048,0.0402697903627735,0.0553879200729239
87,256002,0.1542585817802466,0.2141895357527123,0.0961269203412422
88,258207,0.5424818655844525,0.7186356104079579,0.1662706060002718
89,265813,0.5683267747968626,0.7386743021873041,0.34248765523607
90,270871,0.3589278600928467,0.2059308518566857,0.1029402633831528
91,273901,0.0904087753312619,0.1158850734994043,0.0474091986599944
92,276281,0.1211701779024108,0.1525979004783249,0.0556595193956956
93,279059,0.1518174792974884,0.0620070158912284,0.0968792891657228
94,279449,1.3098101791908745,0.7534790105817057,0.2469708168881039
95,279462,0.5945356679435818,0.8065381560271918,0.2835863820606921
96,285805,0.1004135392485552,0.143627471900035,0.0920047506668186
97,285814,0.982004356461834,1.243289728972398,0.7438570100362227
98,286048,0.0807591881211524,0.0631473811260701,0.0709669712054457
99,287726,0.1658185604427975,0.0849044277810556,0.0880309847739762
100,288865,0.0531612093413735,0.0973546442752792,0.0483524482118653
101,300388,0.2261140839585439,0.1934470182488255,0.1198624788731157
102,304750,0.341631371835172,0.2827428508619074,0.1618749333611446
103,309130,0.1069715099778041,0.0796195836306086,0.0601565690183605
104,309372,0.1573223384495505,0.1486879084508325,0.0627825381478173
105,323163,0.0528591279821681,0.0586432112414743,0.0559442958109506
106,323189,0.1940203099642303,0.1845309821600254,0.1932470683695202
107,328622,0.1162477543556821,0.119423682545193,0.156980464766014
108,337729,0.0698290718102964,0.0499563925745097,0.0469973289423226
109,342663,0.13861916329336,0.0789321879420401,0.0589186413046109
110,347786,0.1646375305974363,0.2658803673794541,0.1817776895210165
111,354035,0.3451001826329243,0.238390072444445,0.1436135875974065
112,358036,0.3108615708597049,0.2504458786768797,0.1191343564958252
113,363597,0.541334641934136,0.2865811569914096,0.3127671593331103
114,364507,0.2801488956979387,0.2482408431105189,0.126885529683258
115,372734,0.1273881322627792,0.1239063375511544,0.0577666969581667
116,377088,0.255966989251799,0.1663770763726377,0.1704589093761788
117,378796,0.138704667756172,0.2006123399948931,0.0947959592898444
118,387928,0.0931385116210745,0.0780431732561011,0.0460419648552083
119,389073,0.0973711833603543,0.050061066828291,0.0890084802369404
120,393170,0.268015063460423,0.1735398988666225,0.1134800147441283
121,393803,0.1539450723740865,0.1317599721005409,0.0706277691987182
122,395326,0.2150317689257537,0.2167883689600247,0.1512403015801113
123,399146,0.0824711491301485,0.0639234785495008,0.0597350412748611
124,400182,0.1021095122569525,0.0966083291534283,0.0628711013436814
125,408761,0.1676497928541908,0.327229759408544,0.1317572875234818
126,411352,0.0813213253820548,0.1040581067809742,0.0529614787903891
127,413087,0.0494969434220957,0.0531995078750864,0.0539635979476926
128,413446,0.0849826280082952,0.1151549991230118,0.0739177575656808
129,416391,0.2942065007129371,0.3663065110059242,0.1884443863059943
130,417446,0.1497391362974642,0.1700794710120658,0.07402792513604
131,417718,0.3016380640361706,0.2838200157893427,0.1473797550478865
132,417729,0.1040984941120627,0.0974857106805364,0.0725241492863479
133,419063,0.0750990955832057,0.0633514199582199,0.0668552143389883
134,422332,0.4635313893503202,0.3637072437296622,0.12634041512975
135,425413,0.972068921352492,0.441045347405965,0.4897985450146529
136,429911,0.2717518192675681,0.1750993882975604,0.1462046851957468
137,432523,0.0937120828053752,0.1199279092080001,0.084099270802912
138,433651,0.298498174649296,0.1448407533427735,0.1377383832969503
139,433688,0.1967476688039293,0.1784595656493914,0.183860547244278
140,436103,0.5783217410619499,0.3884676095409853,0.2397144426076446
141,436590,0.2120179110587876,0.0893829758144175,0.0735397197829765
142,436843,0.1396037578586444,0.0849841090342575,0.1006310319602913
143,438104,0.2792845883144563,0.1732902448613134,0.146342225723663
144,440932,0.3380499615564987,0.1552330261137671,0.2033084416865191
145,446287,0.0964605219855347,0.1110982363601579,0.0500067875631895
146,446609,0.0532519312200965,0.0963916927402974,0.0670352830360565
147,448222,0.1548320032414267,0.0614337523800163,0.077893912196886
148,449274,0.7096166107538977,0.4752369176890081,0.4152055590991224
149,456924,0.0701193458859852,0.0476799104792071,0.0609665666207185
150,459178,0.1936431813516133,0.0588208276279451,0.0661649208656538
151,462226,0.4445283912215758,0.3073591876370551,0.2240538898349826
152,465962,0.0802808138536694,0.1994730322428342,0.1254369536034296
153,469712,0.1044516080612786,0.0673615129075817,0.0533359382399201
154,470627,0.2661577503096235,0.1302192276668599,0.1524367670307755
155,471968,0.1485560083863575,0.0861179962644628,0.085873518768998
156,477785,0.1113397943384108,0.1367662194874277,0.0605050823193837
157,478182,0.2234009398786382,0.1792253822253149,0.0725792999517394
158,481364,0.2916970585125271,0.2338121745954404,0.1386193817281547
159,482029,0.4170808321595629,0.281156984093653,0.2112608840957912
160,482104,0.338665799636535,0.2988836560104511,0.2075334552210475
161,488291,0.6597971526601563,0.6251436745673535,0.4422185495896753
162,494021,0.6705086343841513,0.5828183609282573,0.4473881041374949
163,494541,0.6500383851568552,1.2182741844915803,0.4433295448785959
164,498335,0.2632706766328989,0.1314614437312646,0.1309832765873217
165,501420,0.395938283170421,0.1914944762989234,0.1707805669145858
166,501913,0.1472269887152779,0.0780190668076414,0.0473549955357234
167,502647,0.2522601705514073,0.2560273406310407,0.1513712176660859
168,502890,0.1606911591810436,0.0653671758880851,0.0457526620444719
169,502959,0.1585382097769341,0.100985789911973,0.0653392181925371
170,504421,0.0788060058975704,0.054930529999337,0.0796748208744573
171,506143,0.1379071434746004,0.1376153725390496,0.078487174596568
172,512233,0.1412292169852662,0.1157178653951287,0.0789746722855535
173,517860,0.0749909349076367,0.0457355852028602,0.0546647626909664
174,520523,0.1638184200244123,0.0750959547456401,0.0402237410505981
175,521140,0.1127510845802401,0.1004446444148685,0.0963336374817855
176,521335,0.2375049025583946,0.3324007510209887,0.1539238583284921
177,521475,0.6017573875493005,0.9229257144509672,0.6382019378008216
178,523713,0.0993993897468656,0.0800610324513324,0.0739438211333693
179,524934,0.0918308291285878,0.0729214344464221,0.0605110013729679
180,534143,0.0716346208809828,0.0599777584992565,0.0465934824209062
181,546017,0.2105079757334047,0.3070426862504738,0.1470972278635742
182,549843,0.2649659493285448,0.2634988349138756,0.1381607867366829
183,566599,0.1128044414885211,0.0623308796290746,0.0485928819425152
184,589150,0.1206395821676871,0.1444868148706481,0.099801899211642
185,594014,0.3949395126671804,0.2699712406608543,0.1484001725087433
186,601643,0.1185124051113482,0.080759649143117,0.0486617665872262
187,605890,0.0723807039978824,0.1025678438381874,0.0546599488772907
188,607385,0.2385933940224979,0.5610783137176969,0.0889714977941886
189,613652,0.071110331875551,0.1212903506258857,0.0964704444190482
190,615709,0.216675778509906,0.145261631399763,0.121118641665789
191,617543,0.1092557872680499,0.0571844068805815,0.0699369643255258
192,626665,0.0965234789041575,0.0649309981928962,0.0520790719542704
193,630855,0.141544714079322,0.1673347432144698,0.1094739363124962
194,631390,0.1650485919202001,0.1644778829902655,0.103426489208366
195,631503,0.1203529629916011,0.1007830981431554,0.0990904475536682
196,634224,0.0580856183475368,0.096724017148803,0.0781975605273124
197,634304,0.2107732617418212,0.1704953598512841,0.1159503594180339
198,640301,0.1205822905747806,0.0776101755133051,0.1033532562509977
199,640390,0.4429650376547949,0.4511544607145534,0.272433986109297
200,641662,0.1617682633227029,0.1414687850471152,0.0815553989926487
201,646027,0.0864165741864064,0.0756857672239146,0.0439080476029956
202,646295,0.2000536936291153,0.2643840738911178,0.0938999989153075
203,650629,0.0603872816564081,0.0789408730123399,0.0503223176793656
204,656911,0.0445975127622361,0.0740096261724269,0.0407871853095411
205,659897,0.0923510559397289,0.1008356346523624,0.0753085973531646
206,664760,0.0496750905994725,0.0443014485578041,0.0433424637507191
207,664781,0.1017675576080061,0.0692227341535207,0.0505583185628792
208,666506,0.1070664581576401,0.0677726369750553,0.0402984200831004
209,667997,0.119089087662688,0.1092215020047029,0.0645276871955846
210,668922,0.0763724521797961,0.0980851950515347,0.0680425803785258
211,671523,0.1354658123196443,0.1613205430646085,0.0556544786716382
212,671738,0.2918960625772719,0.3119968803313,0.1508437047424462
213,678195,0.1084692134144303,0.1102873477921408,0.0726844040791964
214,684792,0.5037662202129192,0.4448829429500949,0.2291580211747197
215,692613,0.1751342389826935,0.1339196398903666,0.0960633014674693
216,692684,0.0700005038901728,0.0682599423521219,0.0432898403074362
217,692797,0.0733124648959608,0.0715213724187344,0.0553155575373223
218,705842,0.2048041294819775,0.3022347826606206,0.125554229992872
219,713745,0.1473700066528553,0.0941344337040828,0.0842463094282117
220,714420,0.0927163456987227,0.0769153824897614,0.0714654629471616
221,722436,0.1764615102190305,0.2659082896421567,0.1296521643001611
222,724634,0.156426566885564,0.0887406725409361,0.1666551200869466
223,725974,0.1109340272802561,0.079064350876814,0.0819025017006511
224,727721,0.2721595976040518,0.3470445397804,0.1891686981665996
225,731493,0.1588621488199215,0.1268638072482063,0.0649130116209155
226,743044,0.0409123200348853,0.0743617290169913,0.0476251232386728
227,745293,0.0851526082748486,0.094454646808479,0.0743615477147003
228,745455,0.1953490415681564,0.108180439400018,0.1112549584860795
229,750227,0.1678337982825177,0.0832508697099319,0.0770320095079106
230,751529,0.1851600563315829,0.2440447948998958,0.0857450614512493
231,757229,0.2282789602457446,0.2086413974625798,0.1953277883350146
232,757245,0.067792341674417,0.050686646641014,0.0501495492786756
233,758801,1.259108583777068,1.460329893965921,0.5123041609664978
234,759943,0.343406737409047,0.5284736296256138,0.2042724537934042
235,761149,0.0909935666215241,0.0409004196725015,0.0622714646236008
236,761349,0.0856702638194764,0.1311713142493311,0.0455733633312994
237,761935,0.0644193864468936,0.068831055900481,0.0487525386325216
238,762863,0.3088990127188942,0.6832175371472005,0.1866188332075502
239,766279,0.1245835370261594,0.0852698674634798,0.0726378989434368
240,768862,0.0981501447635443,0.0802513574046033,0.0525340058577376
241,771577,0.1706226809846913,0.1425893964580775,0.0523862382886632
242,772795,0.3465635633858648,0.2875489876663892,0.1860459817452675
243,776794,0.0886097268790429,0.0410395957349636,0.0633549543347753
244,778402,0.6342363942942861,0.6322029322146706,0.522551400935529
245,780820,0.1532343857216473,0.1268126320647422,0.1608699946361846
246,780862,0.1923667004406863,0.1214047653843326,0.0732429176229081
247,781007,0.5711975080830691,0.7379291099440638,0.4147907738759961
248,781123,0.1886224845048522,0.0629064700516441,0.0930293248082905
249,781311,0.4891992523479564,0.5961491467610724,0.4039061886048971
250,781360,0.0474448059770826,0.1020798089004653,0.0696068129814373
251,781534,0.3121610574892342,0.2615298061176045,0.1664053191412617
252,783037,0.5025184755515406,0.3222855368984811,0.1289536858194231
253,785188,0.0994918916437599,0.0835002441557444,0.0649951240396202
254,795613,0.304759123168776,0.1885730243331289,0.1063494279566803
255,799029,0.1792155080155899,0.1256999309564366,0.1152603498552664
256,799323,0.1556993367832919,0.1035779737015729,0.0650980772290972
257,807017,0.0982111578856783,0.0664252036144288,0.0881927050584769
258,811209,0.1817845283842754,0.0703275503960474,0.069742382531901
259,818707,0.1691290017327591,0.1099155288605579,0.0594341421162913
260,819693,0.4149353134249443,0.2191301467035531,0.207188752154295
261,822672,0.2852031795728318,0.1720061765176528,0.1891096587587792
262,827237,0.818343788939877,0.5529584258810694,0.5086722079707946
263,831540,0.1945100503749943,0.1601705211621332,0.1107375712011594
264,832062,0.1677899936236264,0.0857099138264363,0.1506204631464598
265,837061,0.375390005104518,0.1813977427156883,0.2557805881341766
266,846078,0.6405679334527887,0.6922837526989043,0.5544516428243464
267,847053,0.1629525147023975,0.1418130595289439,0.0540353660927279
268,856592,0.3312539055211745,0.2693831551675241,0.1710716744386258
269,860377,0.2534391688635931,0.2033777744695641,0.1299816536576421
270,862111,0.0595266475355431,0.1050730996836548,0.059330671483833
271,863381,0.1971644442814354,0.1321575040832516,0.1786044309309451
272,866860,0.1615417541146573,0.1177299716358142,0.0782413359316798
273,870228,0.2408239214040568,0.2458490648277538,0.1545015917857588
274,870397,0.5143564947058461,0.5409992070667842,0.382316118908709
275,872288,0.2525746595347089,0.2051331621864538,0.1764963570361144
276,880912,0.0714066260951538,0.0444841735006491,0.1013846238585474
277,883075,0.070862133995761,0.0573959987851495,0.0602850088616221
278,901120,0.7327855008454937,0.5527098276773188,0.3310457237613753
279,903146,0.6791779278838954,0.4869564604897394,0.2347231188096273
280,909194,0.4643163254324314,0.3230267565493914,0.30318709851304
281,910638,0.114230499744717,0.118977598858213,0.0672901255855926
282,919837,0.0623184811025032,0.0550907256870579,0.0502025304859976
283,920751,0.1811198355565431,0.2861788079620382,0.234118755699237
284,920919,0.1102716830465839,0.0658299701866742,0.0529658561869135
285,921167,0.2459230893515958,0.2383645817595716,0.1347704962800291
286,921534,0.1040403479924632,0.0559343995960159,0.0664548519287602
287,921954,0.0831314207616031,0.0994165191895408,0.0599648964061638
288,924102,0.3750502184226192,0.7008853277629008,0.2396622686123364
289,924691,0.0857832796696749,0.082614279845431,0.0648343450133048
290,924712,0.1246900652117164,0.0606383784167684,0.0842250829591197
291,926621,0.153156616121012,0.152064315667205,0.052124867291345
292,927174,0.1416208774018035,0.147836213549197,0.1178414274141246
293,927986,0.0938098972255174,0.05011117175107,0.0516934436544127
294,928395,0.1152870943178818,0.121266469928462,0.0529282927297538
295,928463,1.0088499057288915,0.7587477061932226,0.5179166386284
296,931659,0.2089727328563038,0.1591908411587987,0.0928340046371141
297,936934,0.2122455923711288,0.1172801222054862,0.069321827965372
298,938151,0.0709555399849395,0.0645329965115433,0.096831270950538
299,938274,0.2280365025405017,0.1070759745545189,0.0463181500931433
300,939090,0.1299069472008007,0.0860928175332298,0.0694765808420379
301,940249,0.2406384312076823,0.1850408109211888,0.1139283764422831
302,940579,0.1212803384428862,0.1106921311791504,0.0800148239347178
303,942808,0.4404749021422918,0.2842857600857777,0.1982303400207217
304,943803,0.5445874828534181,0.417557716298705,0.326324257330242
305,951636,0.1746414901153783,0.1024992741956225,0.1117570277462567
306,952005,0.6109470551247544,0.4105376450635851,0.270589726066236
307,952791,0.056440836244622,0.1374780089584666,0.0584708397873332
308,955749,0.0540825664982664,0.0627172920776026,0.0781223369422159
309,964591,0.1560287837449079,0.1921940637711701,0.0971229126377397
310,972671,0.2675519346040391,0.1178688407770776,0.0811960209059707
311,978873,0.1433755034126722,0.1113926113529195,0.0886629733386115
312,981466,0.4539351649613865,0.1745780168643422,0.1424887301517317
313,983817,0.1618607297993968,0.1656955197750604,0.1121965292953932
314,987842,0.0999030071885353,0.1012748617712318,0.0549680035650076
315,990756,0.1045887075983369,0.1911435749594823,0.0644173483173029
316,991373,0.0989479576483245,0.1111674913193583,0.0672064217517995
317,993722,0.1316674748553978,0.1046298738637372,0.0681922748471064
318,993731,0.1715071403819215,0.0767113920443831,0.0810756784648818
319,993831,0.0849633046164537,0.0468064768694877,0.0548030425811028
320,995052,0.090696842442985,0.0787689316120221,0.1025934466905815
321,995060,0.1285307432068099,0.1051351173357046,0.1625136233556379
322,995208,1.3336602301569491,0.9399672551335232,0.9324653621024024
323,1001261,0.1455693680581247,0.0597771860785816,0.079186303900911
324,1004845,0.6250812432625747,0.492358506075871,0.1875494976584624
325,1009795,0.1254509324114459,0.0827160430349433,0.0444009536971228
326,1010134,0.1189749266527334,0.065737255343133,0.0837728720433936
327,1016192,0.3030951169220861,0.2903100577076272,0.1938636312840975
328,1016905,0.3375133544118627,0.3088572339475732,0.0809210850017487
329,1017257,0.1246563524524111,0.0625587175020581,0.1096405838027544
330,1017423,0.2655001721765613,0.2204097177700001,0.130022503012255
331,1018085,0.369382564241869,0.2921734180936919,0.1707294758051496
332,1020571,0.4428134534528365,0.4411119943625927,0.1095000957285263
333,1023825,0.4579762140759167,0.1856727804537024,0.2305731317817253
334,1023886,0.0639346525441388,0.0525063140187107,0.0651625650062992
335,1024229,0.606227890786804,0.8163313804748326,0.3319777385590048
336,1025151,0.167556976767891,0.1691808595093937,0.1520861695429645
337,1026838,0.0971427790010923,0.1254240119186063,0.0815227239759819
338,1031411,0.2208636773863363,0.395582072774955,0.2102623665311429
339,1034484,0.1841079746341312,0.0822818511841341,0.1652434893870389
340,1034494,0.2000857283521946,0.2117527831759456,0.1035005981690049
341,1041389,0.1695858562937684,0.1176651589967918,0.0931911966234322
342,1043682,1.0485232878612765,1.7708977270251474,0.4545252504671984
343,1044972,0.0623319079703494,0.0436590959374075,0.0492190556044807
344,1050241,0.4480974436152571,1.29158605416586,0.4354539254613896
345,1050254,1.2970022394388652,1.2858318742913577,0.6239009782163452
346,1054563,0.1504713363965566,0.1813444783400839,0.1287743209460812
347,1062713,0.2277508818468561,0.2001101050373503,0.1434285750810793
348,1066475,0.059346014107694,0.061878608453906,0.0405484201152762
349,1070039,0.2085532928117768,0.1979727416356943,0.1539680847740809
350,1071510,0.0986595816046866,0.0712481209042474,0.060121799492137
351,1072525,0.0791689637514763,0.0654645416086272,0.078625962862652
352,1076853,0.3145455958687146,0.3563209150575936,0.2529454137223519
353,1080137,0.3540103983150116,0.4536336887172145,0.2058340593977115
354,1082938,0.1225503737211028,0.1389234432772796,0.0407997914619847
355,1100095,0.2658288362362579,0.2334801084884703,0.1599331285901295
356,1106032,0.1645554232679469,0.1367781171526905,0.0706589819041709
357,1112050,0.4513369391997637,0.4819768896229641,0.2384542011890151
358,1112739,0.1728978673378516,0.0527171939179557,0.1011697521915967
359,1113133,0.3664777954968583,0.3000039780380092,0.2723848732780864
360,1113177,0.4982717795299693,0.2174320621633612,0.240416998037821
361,1114701,0.3394034508811485,0.247370212231821,0.2106990846320671
362,1115675,0.250724425400294,0.1808553476093277,0.1205387641102238
363,1118557,0.2306064979856348,0.1986891414821594,0.1006670534805331
364,1120486,0.3797882030400279,0.2689148709956166,0.1983982693381922
365,1122117,0.0799674374481207,0.1125369277490688,0.0836723680314368
366,1126293,0.2974550733411578,0.1376108349921239,0.1293431627662493
367,1129778,0.0788913468861138,0.0698262045677649,0.0472619740935862
368,1130350,0.1616677226025697,0.0943756420312533,0.0870125419550928
369,1137774,0.0984606781886351,0.0614652303980041,0.0784237014592468
370,1142545,0.5703296753017435,0.3804795838131671,0.2663923154643126
371,1145236,0.1570445344509337,0.169686942842151,0.1279025329894083
372,1145548,2.722337029721171,4.310404836491543,1.565175711747132
373,1147368,0.1161868386908713,0.0847403544500853,0.070923909442133
374,1149994,0.3240565699414242,0.2045384924381865,0.1676011534077319
375,1151059,0.2786741815578333,0.2426655041085533,0.1923860140372386
376,1151278,0.0749614270818854,0.0490586381569277,0.0692458059018634
377,1152955,0.1898625081159854,0.0965407861229734,0.0488688002118438
378,1153675,0.0807908827836736,0.1135174990670594,0.088101877301034
379,1154464,0.0747077543582286,0.0647121255358824,0.0531388184699395
380,1155417,0.1761976479041089,0.0622400779782476,0.109526823838016
381,1155859,0.0908190352818687,0.0461372941846458,0.0698459292315052
382,1156462,0.1174777824263888,0.0750687824183202,0.0454824912951642
383,1159205,0.0894509990509815,0.112530436914112,0.1251199437960728
384,1160842,0.1345808104939418,0.0808960649806949,0.0527228259532224
385,1166735,0.1291655243710565,0.0917414068243807,0.0955004333675846
386,1169762,0.433550362857273,0.2948573865452626,0.097735703884527
387,1171247,0.1958075264625447,0.0632314827895696,0.0613795986194595
388,1172094,0.0974576849905585,0.1253194087375203,0.0672335424324184
389,1176176,0.4865784456800717,0.7315621322786838,0.3032450879708073
390,1177666,0.0778683518982237,0.0524920066272581,0.0670385545213529
391,1184642,0.0627920910277481,0.0832280060802979,0.061285795271427
392,1185443,0.0502801454787428,0.0668088084582498,0.0446738512817183
393,1190747,0.2696780908133904,0.1975937301226524,0.1864200891784657
394,1196027,0.1348677074807576,0.2225484790493899,0.1240147654822683
395,1207689,0.1796855994249289,0.1755362100723572,0.0892636792845698
396,1215270,0.0559147343885253,0.1221125269425407,0.043851687609455
397,1221340,1.7507647196204723,1.212506842761372,0.8639572065616248
398,1225647,0.0521600459613036,0.0739526414075395,0.059919192269314
399,1232213,0.3101021971495117,0.1135931421675158,0.0756380456632868
400,1232369,0.0968975519713442,0.1337332506629587,0.0722890407835239
401,1235420,0.3931320228558359,0.3345501358721006,0.198128225228817
402,1237636,0.1008172354586811,0.055792828853447,0.0442533679979624
403,1238235,0.2238238065575071,0.121658996535902,0.0561105729344495
404,1240645,0.109430227394919,0.0460993005318672,0.0616786723624871
405,1249384,0.1385935042992675,0.095140420672414,0.0789801503253571
406,1249752,0.100195000107778,0.0568433704508017,0.0735035285095753
407,1252262,0.1145175447948878,0.0948713610836138,0.1132053126034497
408,1259510,0.1495677696208641,0.1619551117297046,0.1013315031018984
409,1259757,0.1032342700721597,0.123840812094936,0.1126574272999039
410,1261589,0.0978893227324393,0.1324873557998365,0.0722058795108011
411,1263793,0.0971091947943376,0.1126086126465665,0.1110929723071931
412,1265590,0.1193212395485348,0.0857117883041648,0.0601023078351921
413,1276631,0.0892230054678204,0.1413493587856251,0.0641721493877023
414,1278892,0.1111580712599185,0.1133313817858669,0.0475993850003992
415,1280271,0.1290107640422886,0.3628495198375607,0.0931828744680522
416,1280739,0.2892396512210708,0.3477574420253368,0.2745114336271772
417,1281465,0.1683797308976742,0.130196227153641,0.0826948619118792
418,1281804,0.1914563947271046,0.1103921882588613,0.0472265474595765
419,1291145,0.0686874177026736,0.0825671789151641,0.0705303410158519
420,1294279,0.2616204976818184,0.3686248200456867,0.1480362455230226
421,1295190,0.1269008927922048,0.0887673637137722,0.0573020254198739
422,1295371,0.9230851798341,1.6512351149256983,0.4154674256084858
423,1304531,0.1703073160405306,0.1307864024439036,0.0765048032729884
424,1304555,0.1691649151143901,0.1422490387754758,0.0541441357180874
425,1304733,0.122677905363512,0.0530231250999311,0.0572616002902992
426,1305997,0.1477203482989362,0.1683727239651351,0.0784729160979781
427,1308306,0.1911903715195047,0.0890753139148678,0.0858371112629559
428,1308392,0.1537925300079499,0.1331798152715171,0.1270336948637687
429,1308418,0.2751070373905451,0.2271807260027465,0.1648092000755834
430,1311318,0.0853326929299096,0.0777760868123227,0.0418686144472333
431,1311542,0.0878431030823725,0.086321053284246,0.1180689283915026
432,1311643,0.2557303253949208,0.2132473009253599,0.070146329192809
433,1312421,0.1472003582053662,0.053595506456463,0.0621977751796645
434,1314113,0.1420953760980932,0.113510669707969,0.0807269172310403
435,1316711,0.2315857353239767,0.2559579874300284,0.1043407389773845
