,pos,MOXI_strength_rep1,MOXI_strength_rep2,MOXI_strength_rep3,LEVO_strength_rep1,LEVO_strength_rep2,LEVO_strength_rep3,GEMI_strength_rep1,GEMI_strength_rep2,GEMI_strength_rep3,CIP_strength_rep1,CIP_strength_rep2,CIP_strength_rep3,NOR_strength_rep1,NOR_strength_rep2,NOR_strength_rep3
234,67889,2.2670147835114447,1.9077062085298928,2.377205702994019,3.283197750420104,3.271519794303168,2.5530885749968304,1.9948809873469595,2.0092151689776485,1.860200529748932,1.6001922983138772,1.409537832634998,1.6943207192340042,1.148519837026619,1.3850943493825254,0.6734210497112105
265,75736,0.3629504401482593,0.4326084915861365,0.7026336753855635,0.2533872246714879,0.1660857916111178,0.275886892940353,0.5071515534368771,0.5651053277571378,0.753921861721726,0.1458146603723409,0.2473350708576407,0.1578182265007768,0.1723367734079155,0.3320814233281206,0.0442136016128469
280,80218,0.1556069174108707,0.1304835006157008,0.152217495115941,0.2609959062749787,0.2162262480978161,0.1875661395517582,0.0858613045832944,0.0762035013153085,0.0538196771695873,0.1780609950192517,0.1806647718695424,0.1457840902493832,0.0741549428155903,0.066622694110188,0.0759359360912361
287,81249,0.3131773675680793,0.2535980419613934,0.3060359184089785,0.3505017601154034,0.3864901480269684,0.2273395776070723,0.0489292319721398,0.0652288534651963,0.1399345058952018,0.0687435909457389,0.0624738134048594,0.0995697057373279,0.1450194654598691,0.08556474890604,0.0932173986844815
310,92123,0.3976736004557183,0.4871940397016731,0.4101316976453998,0.2796120751535977,0.1691629799550982,0.2040464949059064,0.4996126019836949,0.4349830670393835,0.6176129204602995,0.2047532792617296,0.2915131821941092,0.2467382589598958,0.0999700891279273,0.148242172770352,0.0714496035061156
321,94784,0.7916222919533523,0.6847545877472525,0.501215203348869,0.7141420005388648,0.3950716030313152,0.2822532929418413,0.3617189384515684,0.3554061903924129,0.4458407062385883,0.5609569778152288,0.5549647043560901,0.6234156370933148,0.6719421124454392,0.6799499144248597,0.2537212790883063
333,97419,0.0942898551635817,0.07709109114296,0.0799864197462945,0.5737088248563249,0.3442845434688479,0.2930287999058356,0.158355682003203,0.1241572785886626,0.1243785652393565,0.233185906181959,0.2239590449846669,0.2295393121910164,0.2179599686302822,0.1397348936397588,0.0529078001466263
334,97439,0.1150835363468627,0.0948074235852414,0.1364405046913959,0.1318980515600238,0.1767956974898883,0.0661116006665842,0.097344254877604,0.0947207438725356,0.1600244493294691,0.1087555286197721,0.097035446701135,0.0780284055930256,0.1031483166206017,0.115954329573118,0.0495179075435094
389,114608,0.4458570781737205,0.3846721039792458,0.4141967333145697,0.2823443890799115,0.2132645532987783,0.2515520595522944,0.3611194311591261,0.4431380646933145,0.3192997674710645,0.1403806861247062,0.0691560741277037,0.1135930321927273,0.1511420327008705,0.0835351359307996,0.0528170066980588
417,120237,0.5281017612729377,0.5411345535505103,0.4728150623805306,0.2662532315756678,0.1370544021025406,0.1664213622155391,0.3014996053482881,0.2351974189305195,0.3471250095230018,0.1761580092773544,0.2474171363540779,0.1612661126089195,0.2752515136523166,0.2193823320014765,0.0401391712823857
424,123463,0.2590127621813716,0.3350155994990056,0.3407780254735923,0.4144785258865818,0.3889217736688817,0.2331607890412286,0.1003603886530184,0.1047370672849802,0.1503378815321816,0.1893965480872235,0.2701479101624213,0.206837678150112,0.0926878807515523,0.0940918746615562,0.0530134604507239
432,127836,0.7822336491341959,0.2961524098564986,0.4231199509966001,0.4495330403903135,0.5358799335980984,0.2709444277155124,0.2346511522330745,0.2860551314220219,0.1812745876158396,0.6939675898270827,0.4314311883253041,0.5588927727717861,0.138440330034846,0.059032520383403,0.063543476580292
437,130016,0.6334704418486987,0.6822858548794679,0.9028243248951237,0.5149376446933926,0.3590311661758467,0.620930944382079,1.2487469244547171,1.3498796658423828,1.3557192692740954,0.6001881547467556,0.4448211041227388,1.128257035094082,0.3630013739827484,0.232888675402189,0.1130625708970156
454,132781,2.162023637700109,1.1229381721435054,1.0799400877593874,0.4806391240695864,0.8074934192227821,0.3892195738320632,0.5541637813199742,0.6320363072523543,0.437426148418981,0.7650371858537941,0.3263983967346555,0.9829427680644552,0.1628924801541642,0.0913324493956582,0.0509078045895605
467,135980,0.2437139831983196,0.2157484633660087,0.4246690914080087,0.4573073676088237,0.6535963077690168,0.3681243613443303,0.2076953884201116,0.200527803408901,0.2358577628513981,0.3986526758169955,0.3660372783273282,0.5389752966107382,0.5752849190885658,0.4750871601012377,0.2825753586101029
502,142507,1.1388367177238712,0.7716237914112317,0.8064157835185879,0.8946382395432907,1.0380139198635696,0.5618925801208993,0.6494214765321629,0.6735283751381699,0.4507679521464329,0.6805723863180897,0.4494119005345259,0.5537425068603617,0.1121142315748833,0.089688895267872,0.0428858860944389
508,144758,0.3018902861275787,0.3442707239728617,0.3591128379819096,0.2453186115176167,0.0507318637478984,0.1057841752017147,0.1331591273905215,0.1357147571986935,0.3697485103049109,0.0818397033271314,0.1916752018058556,0.0543322451688264,0.1710042798590114,0.2972627750224812,0.0770745207867511
530,157919,0.5943085354698532,0.6342248660864216,0.6094010078167595,1.1419041647913986,1.02396240602339,0.8751180491470065,0.2741948989194904,0.2914349946629797,0.4012354239195843,0.4651608212548137,0.7011567203328943,0.8805961940628131,0.3597047777300433,0.4216201428843285,0.281770182749236
539,160381,0.41127982624353,0.3956454647838063,0.3567325041782356,0.4951238928818162,0.5669719254827836,0.4562133477743716,0.1125518238062953,0.0861858607857409,0.1571525294053938,0.1863693039488121,0.3136183309625904,0.3717095342372498,0.0655293782314418,0.1399408895030545,0.0404588130154615
542,161414,3.5358999618894007,2.96886046611467,2.836772166793091,3.200935139642505,3.353858590582273,2.926948640956061,2.6409517406930627,2.6124900760195136,3.626586815334554,2.5493894979841607,2.898246945744469,4.267024884874663,0.134804430204146,0.6474174666057482,0.0884069636901967
544,161594,0.3838669358746363,0.5492854930400988,0.5826142455380421,0.3658127423248514,0.2628945829473066,0.3155821725682162,0.1704008413406024,0.1322436483487097,0.2437145589983576,0.1182146302907112,0.2023864983254273,0.2766611441474214,0.2099851293745054,0.2921670947187627,0.1045793622717468
556,165573,0.2261753409091549,0.1328401034121892,0.1673989099039775,0.2697355129823875,0.1585387204783841,0.1929655742394553,0.0716375852193909,0.0988107092762039,0.1502099351011805,0.1573578640640014,0.2144357843615008,0.3217925524075435,0.0506897023083858,0.0965376609488527,0.0474395594261376
575,170362,0.5900390002860076,0.452368815690487,0.3918036501206048,0.7093990195611759,0.8305240481261702,0.3950754182519163,0.2249358729533767,0.2215100472357207,0.2551793704595442,0.4995820912832833,0.4733356344824755,0.8819174550514006,0.4383671197861891,0.2642481538791388,0.2431911380522036
579,171374,5.928057026243112,3.606489345671986,4.065596042795248,1.6644979785283456,2.591625324384091,1.4977076106247975,1.7319689503310638,1.642788905856701,1.228621199030362,2.563285292681386,1.66304837115146,3.607784886480217,0.1315706840452595,0.1618228775163293,0.0750196473894324
640,188535,0.3415425058194991,0.2725254807690636,0.203467408497845,0.3088850068599444,0.3865777231943207,0.2427745241160985,0.1680446742841068,0.1633142470811868,0.1347028930907821,0.2748447904308244,0.2419107773777264,0.5041858215157311,0.1013909812272078,0.0478826679838832,0.0640956846378182
651,191956,0.6481951880984198,0.5425568928959619,0.4089554708743297,0.7818417311533148,0.7569898023676784,0.4163953223076619,0.0510105680696162,0.0912630923732531,0.143844801437754,0.25534842200136,0.3463423239970451,0.3200422451421123,0.5026882046300671,0.61399348540723,0.2692849052617534
665,196091,3.0697099892207613,2.4034856000346343,2.074034133454466,4.513814902236607,4.511554358288838,2.572698058818242,1.2809647266172517,0.9624849139995793,1.693963887330453,2.466996313238605,3.608615467728913,3.1491988755890565,0.7211496051906021,0.7830758813952232,0.4286473157839179
666,196447,0.616121454121036,1.0186804148905642,0.7942596475959317,0.6492468553534114,0.504994278835964,0.2619504993193478,0.2639359434380832,0.3014839084146157,0.2473907882908066,0.2430972489566563,0.285368687026358,0.1893095333777226,0.1161347746122771,0.1376390659999795,0.0423671268899457
681,199520,0.050546754387309,0.1669883451427128,0.1775907185899166,0.1900130571169584,0.102058159037661,0.1981537288970909,0.5912808217738228,0.6640212454301,0.9815312466804392,0.1409809914950242,0.1581641601837613,0.081416556658583,0.086818248853556,0.1629454315796925,0.0585463487446995
684,200419,1.0211110148754177,0.7539031109767709,0.7596356058804989,1.2012286893605642,1.3085506279882075,0.7978270004490287,0.321351176274523,0.2611430694402807,0.3794444870039836,0.4871250093924605,0.6699107840712331,0.6581873749908281,0.2527601167918494,0.2114113020691139,0.067887612340789
689,201997,0.2650906360739196,0.3478184769791688,0.4382902786724817,0.5753878935595715,0.4108220295157494,0.3944080511165654,0.1055343500505024,0.1868809803230933,0.2442291072177256,0.2762651294075804,0.3966765789650626,0.3907445117282712,0.2155136326716942,0.2425466817195709,0.0766919150506224
699,204749,2.337018916226967,1.9342945315970816,1.5737072632744846,1.3495132381989714,1.3118930452158497,1.2622305792576278,0.7347214102690893,0.7606114421457559,1.171029309043581,0.8639605840942233,0.7828023762695283,1.084542168206588,0.454140066194183,0.5774501789242081,0.3308879930605852
706,205803,0.2822173326974033,0.2257206276017057,0.2509371942702125,0.5436748760612333,0.5400394250419862,0.3927150683922058,0.1279246359593324,0.1757026422966237,0.1817173655208943,0.3401248583284624,0.2628852063622053,0.4862490849722922,0.3938953740563662,0.3861711977488689,0.2817750539693751
715,207017,0.3784446500551972,0.3598892594198679,0.3857879612186325,0.368174857959948,0.4917993038727843,0.3178841173428601,0.138082337596278,0.1682343919833919,0.185901869120122,0.1725467827149793,0.2513226919660385,0.3172717109891173,0.1767193811418779,0.1591827789245194,0.1065861723507866
716,207093,0.3081179917929559,0.3574206100865476,0.2726455042006563,0.3461419260640546,0.4742500178112669,0.3401581275343408,0.1021606227982482,0.1241651688166232,0.163577252370058,0.1274048080976304,0.2115307391207914,0.229865446190125,0.204953897932963,0.1806453284936866,0.1204536596455372
721,207789,1.5781508086441245,0.79405888406219,0.8261063111895184,0.4357672763701548,0.7056580833535282,0.4340118499827838,0.6140111406651763,0.5593156781124691,0.6407384060644652,0.439056871430703,0.242945112017147,0.3022117897375889,0.3481395216091059,0.128430533410601,0.1644858659414976
726,208980,0.1278387287796272,0.1075311861019066,0.0795643863935124,0.172105349597243,0.1779067490715806,0.1094878478840962,0.0669285272361476,0.0860845487590502,0.0450125918438866,0.1036439985945645,0.1159067982812933,0.2147718063553257,0.1035862542130081,0.1779150442925837,0.0867027941267648
728,210136,7.333280467064655,5.269668436565951,6.603496681397495,2.716004736153244,3.968306773641115,2.360461329925682,3.940312877123088,4.223046029259727,3.06950593669841,2.4337016289925906,1.873702035362368,3.031795881733145,0.316447178569204,0.2217308255884571,0.1342211067052319
741,213481,4.0919681024677566,2.728375741362981,3.1294135644420504,0.6944575925523836,1.0508990478904807,0.8158059464486669,1.6223053616890395,1.7557567080629295,1.4738695073343624,0.6732882507809199,0.9625299426167668,0.9555401101806852,0.2969899413720922,0.2663616877395591,0.2230763755022584
747,214927,0.3199151070351403,0.5420199092627656,0.4884176088860441,0.0842582549378115,0.4102179750584444,0.2760414797219007,0.116912974066758,0.1281932486419678,0.1640684252314161,0.5074708891663252,0.6035538640941509,0.4210395272615987,0.3426806118051062,0.1707443491714963,0.2526421981001638
769,222006,0.4119506255276766,0.3703713576950327,0.3451586907003161,0.6057149734812424,0.8121678649478663,0.3913362969504542,0.2156716329571613,0.2763003173584737,0.2159568313872617,0.1835788641944919,0.1370974203949844,0.367086350998385,0.2214927130594863,0.1877186987800156,0.1078299196458945
784,231796,0.7821555562459814,0.5350543607733504,0.3928169079927655,0.3107320878349424,0.3856242318215443,0.3145367610122677,0.3656490850770695,0.3758462427849944,0.2489703086508188,0.1206313623887753,0.1838079506876353,0.2001011454869481,0.1729195896233457,0.0817505218324197,0.0631039939196738
793,235632,1.547160343467877,1.511031243139887,1.3481142405066668,1.2142685103906807,1.811475077067767,1.088324906346239,0.9022216770080982,0.8351581780291004,0.957950050334714,0.9548005832043532,1.068318046939893,1.3607056059100855,0.4433392458985934,0.520456496545552,0.3297927907463089
804,240075,0.2676769287752378,0.2364357391771603,0.2061584331664232,0.3519005325295574,0.4143357987740483,0.3013319835720471,0.1101350925830431,0.1292323627296701,0.1386150800955847,0.1315114832209027,0.1737599279238,0.1940173093735864,0.1626627061611052,0.2100935991865515,0.0905744144768643
831,248746,1.5552774746476137,0.742039145546645,0.9787048458288816,0.8470468807430245,1.262098517278321,0.7534852737131097,0.6043619172081711,0.5418109578925929,0.5672821759299751,0.8082136416698529,0.3688943635632649,0.9051975489982168,0.545330210127891,0.4417340219420622,0.3949243343675862
836,249566,1.016633249941325,0.8604436431201876,0.6602217688776668,0.7123523898172104,0.8186319573958456,0.7732610843733567,0.4936136786165847,0.4538672873841904,0.7035812972146627,0.5819290403968138,0.539397518741098,0.7477863840805563,0.3229518539732969,0.3371569283801099,0.2423233105397539
847,251746,0.5417530592464779,0.4921518172423927,0.3245590469743558,0.3125874152548784,0.236548863572641,0.3897186768865096,0.310199922552995,0.2828890193618324,0.3402017326620387,0.2803300941827431,0.4242660781310875,0.4534074249923177,0.0919517250269132,0.0983421012568679,0.0536207286380268
853,256002,0.3189335516461516,0.3725658173344019,0.3450978863686477,0.6165518813056643,0.5725442556120536,0.524846200605928,0.3750213209933511,0.403577190742743,0.542278025375747,0.2627664356261974,0.3246934911465824,0.3258949243956421,0.1542585817802466,0.2141895357527123,0.0961269203412422
862,258207,9.80166207197801,7.707198435244937,6.559276456087416,5.429874225707382,3.015486655304992,3.4495694669633936,3.608098376114448,4.649696728301132,4.561343611667782,4.893588281355347,3.884517782849017,4.098600566989962,0.5424818655844525,0.7186356104079579,0.1662706060002718
889,265813,2.3825194631320943,1.829505242267352,1.7449416964782802,3.038973151331967,3.497377494676533,2.272261742098368,0.5570072951873701,0.5762414094248359,0.9369684844915956,0.6939416666480769,0.5476487716021106,1.0548605045195727,0.5683267747968626,0.7386743021873041,0.34248765523607
898,270871,1.5650074013811708,0.3383563381403294,0.7984825053004463,1.0640943687013833,0.6629440365662198,0.4859447357749454,0.2752314640904805,0.2701322768542795,0.2161755508307742,0.4015965891310644,0.3260822895001684,0.3755609950678924,0.3589278600928467,0.2059308518566857,0.1029402633831528
919,279462,12.315086172971649,11.422520020648012,10.972330826094485,6.349621028898681,3.6437414772301313,3.8625653404028952,6.305802989169088,5.252552959903913,5.694506255786676,5.882689159453298,5.102311450484345,5.223766877868794,0.5945356679435818,0.8065381560271918,0.2835863820606921
936,285814,3.909365847655226,2.732380666366552,2.220879006744682,3.561237241923094,2.849502193591536,2.051976305027074,1.1526042190649488,1.0773887028040068,1.46301086497516,2.009704726919345,2.8692676210361743,3.0459169787930205,0.982004356461834,1.243289728972398,0.7438570100362227
947,287726,0.5238290302828905,0.3442429823328279,0.3592563165558948,0.2538668436741322,0.3594559743362893,0.23836539535298,0.1809714147670056,0.1461537432919328,0.1769915372723196,0.1530588506205774,0.1888298451170587,0.145664152604598,0.1658185604427975,0.0849044277810556,0.0880309847739762
951,288865,0.3592844182354566,0.2965870261403784,0.2298678505943794,0.1853599240015087,0.3482776426477594,0.2855321960456316,0.173705907030675,0.1831823051386059,0.189733781577551,0.2041586949476435,0.1595126761897685,0.2991449167723301,0.0531612093413735,0.0973546442752792,0.0483524482118653
981,300388,0.6952289068316155,0.6132416400800902,0.8308841010935749,1.5435345462486092,1.5862602488237458,1.072503866055189,0.0812449907458938,0.0812624836492124,0.1683532386407691,0.2394306909957455,0.1693074091319282,0.2489923328127368,0.2261140839585439,0.1934470182488255,0.1198624788731157
998,304750,0.85323911286513,0.7526462995179832,0.6501692496736842,0.8068925468186201,0.98865695500194,0.6607014558431072,0.3804232392508746,0.3142794766285292,0.2512999770628445,0.5323880462055677,0.4396882121582988,0.640796974020629,0.341631371835172,0.2827428508619074,0.1618749333611446
1014,309372,0.6292238372948697,0.6464849030499131,0.470566727382638,0.3964947440386532,0.4807681485678684,0.4678966010792906,0.2738487045127995,0.3283288023754607,0.4103246565038847,0.3866619701336307,0.3842777128952925,0.5435896618947487,0.1573223384495505,0.1486879084508325,0.0627825381478173
1030,323189,0.6681601888968237,0.4596699972050034,0.5565368073650505,0.9848374141210164,1.1099862842518182,0.709071370917574,0.4193267950586521,0.5150601256105101,0.6131187340978543,0.7547997324988698,0.6643900407132652,1.0730864784689804,0.1940203099642303,0.1845309821600254,0.1932470683695202
1045,328622,0.1647657601024299,0.1180701488479734,0.1716034795589089,0.2216658726533706,0.2234119591041351,0.1096218915416535,0.0820943230451787,0.0729773026636058,0.0876867422827765,0.0885074276272808,0.1253809136768406,0.1405910098939726,0.1162477543556821,0.119423682545193,0.156980464766014
1089,347786,0.9583470045223516,0.9117468130204652,0.8029434886654305,1.3541284890604703,1.3898079325664945,0.9704827601608772,0.4345532463063789,0.4637196246679951,0.5593308275978173,0.7458823776807562,0.949459576194613,1.102235444859294,0.1646375305974363,0.2658803673794541,0.1817776895210165
1134,358036,1.0951063427517402,0.7485161146759522,1.0292741704654291,0.8043291585301577,1.3791341783918436,0.8802391729595689,1.1366460215021417,1.1791901760468708,1.143993265980117,0.8666039014802802,0.3986788573159272,0.838014718033957,0.3108615708597049,0.2504458786768797,0.1191343564958252
1152,363597,6.068990132435877,3.951009485838467,3.7923351059483,1.813022833792905,2.2308209483153463,1.7547571777492372,1.573391101823469,1.6790073110387609,2.6866248336169902,2.1152578515948024,1.5281019060548915,2.725342271909184,0.541334641934136,0.2865811569914096,0.3127671593331103
1155,364507,0.4094871603010601,0.2604386525897466,0.3101470157624086,0.3110254282754103,0.2779322798491075,0.2037036516459278,0.1060519258596716,0.1532350769340799,0.1228883901777615,0.1185326249406668,0.0889129433154927,0.1372499644324072,0.2801488956979387,0.2482408431105189,0.126885529683258
1181,372734,1.4343026536743555,0.933723430869071,1.0467400961957958,0.543786856676505,0.5500063267598573,0.3874863982847516,0.4461145221462828,0.440394582585764,0.5820296138642447,0.3674099546978313,0.3884778403197746,0.4099880778935088,0.1273881322627792,0.1239063375511544,0.0577666969581667
1195,377088,0.9687890316753088,1.124848360926325,0.8713297992334654,1.056604932275306,1.085609807290596,0.7938920172971091,0.3806788660107415,0.3258602275615205,0.470137815887687,1.0488501322618775,1.3475612626230944,1.3553513479535002,0.255966989251799,0.1663770763726377,0.1704589093761788
1201,378796,0.5426103274600546,0.5376244225012596,0.5258662010518674,0.9709518920890292,0.927586750436462,0.784526244725235,0.3498681677780954,0.4331470124479692,0.5311056414279663,0.3416295223087512,0.2891612241646855,0.4063912923665095,0.138704667756172,0.2006123399948931,0.0947959592898444
1236,393170,0.2797254916205563,0.246267662649088,0.2039963829825953,0.4471604662223225,0.3808138168725529,0.2099105003860025,0.1077742854726474,0.1054180164141673,0.1084458009590135,0.1638118777127617,0.206379284533546,0.1407107233965228,0.268015063460423,0.1735398988666225,0.1134800147441283
1238,393803,0.4739377776239943,0.3950707675502864,0.3272838083811261,0.482317087483406,0.5386120738467932,0.4176270374200553,0.2531392662504506,0.2148065842558065,0.3097107768239131,0.1390618833864416,0.1618254755171804,0.2091229589188483,0.1539450723740865,0.1317599721005409,0.0706277691987182
1240,395326,0.1961854955349944,0.185556409069368,0.3547212429924128,0.2739199540672529,0.5969003343308135,0.3249430242332709,0.1438060794873028,0.2367105988743751,0.0978351520295066,0.284032906596553,0.2206477060160485,0.4967632294366568,0.2150317689257537,0.2167883689600247,0.1512403015801113
1259,399146,0.2150554024572224,0.2086772726369921,0.2148921442524471,0.3532918746607749,0.2143080088564852,0.2215231995628801,0.0619911312465446,0.1021045875201154,0.0922000721382563,0.1520112671563473,0.2034635987474933,0.2546854946869973,0.0824711491301485,0.0639234785495008,0.0597350412748611
1291,408761,0.0417180383275595,0.0727560087200917,0.0872333887843512,0.3628242834681539,0.2865656201131825,0.2438378833490989,0.0630883486068045,0.0508426695566547,0.0760070362512296,0.0966509824324037,0.2732058482600672,0.1362620156158297,0.1676497928541908,0.327229759408544,0.1317572875234818
1301,411352,0.2464797725553305,0.1619866939969851,0.2070356826937105,0.2546213862222686,0.2551893760290529,0.1766581283579983,0.15293727257193,0.1388805669387736,0.090433410748208,0.1158973089392145,0.1612370947292278,0.1574500751351708,0.0813213253820548,0.1040581067809742,0.0529614787903891
1319,416391,0.2122305437924231,0.1602804877099433,0.2209997525694578,0.4162964888107971,0.3869870032660467,0.2375682894599081,0.0962467347458594,0.0817065757984172,0.1063442794485256,0.2024084062919697,0.2701648782177812,0.2265734374673026,0.2942065007129371,0.3663065110059242,0.1884443863059943
1323,417718,4.939547806085675,3.938681996227556,4.47943790413406,3.7858896940611744,4.075102465478623,3.2927295133805763,3.0307684431062945,3.1913364335450227,3.221969422550368,2.55045129788924,2.2584435599501944,3.204626998385655,0.3016380640361706,0.2838200157893427,0.1473797550478865
1340,422332,0.4365120440433297,0.3178835370495075,0.471012038064571,0.5243667764800972,0.620300104263547,0.3608275301493495,0.1704406820041027,0.2295294336255284,0.1828915458516324,0.2500766005293313,0.2082172261047236,0.2566434585344526,0.4635313893503202,0.3637072437296622,0.12634041512975
1352,425413,1.964954312178488,0.9529174520010072,1.5400922988161323,1.6997968957791287,2.2045462865007908,1.054665131606002,0.9184210202127896,1.050184171969896,0.9226372652597634,1.2464160342821846,1.0472300360546405,1.6299168031255582,0.972068921352492,0.441045347405965,0.4897985450146529
1372,429911,1.001056045915537,0.6828820275002174,0.792625220068315,0.9231299966974752,1.5754478297640762,0.6349172577580318,0.5884345461493772,0.632308481402222,0.4553278931851878,0.582168817034801,0.6147561013279041,0.9646079868104138,0.2717518192675681,0.1750993882975604,0.1462046851957468
1382,433651,0.867239958053121,0.7081158384249491,0.705321111473156,0.6757751165623636,0.9951771513796142,0.4085637865950924,0.3060649733931539,0.2895209890362733,0.2344409279164112,0.4228506854616063,0.401753021040933,0.8419529452815017,0.298498174649296,0.1448407533427735,0.1377383832969503
1395,436103,1.812574772273972,1.5119367902328793,1.2168522448616226,1.624509971848447,1.9905260305707844,1.565893484551994,0.8233072302104467,0.7622542147038116,1.1644527439751189,0.8554134399415987,0.8431065781891489,1.155511514923382,0.5783217410619499,0.3884676095409853,0.2397144426076446
1396,436590,0.3830797231435231,0.3316572775953628,0.3863937610245385,0.3638307965075078,0.4181555230766121,0.3823615894343223,0.2906031727686685,0.3565343464913342,0.2580499994592182,0.2393759776961161,0.1641347342370493,0.3427065924911743,0.2120179110587876,0.0893829758144175,0.0735397197829765
1397,436843,0.1840876183721357,0.0823333971064529,0.0923881295879661,0.1458918124859101,0.1663705323285274,0.0864524460853611,0.0679421732453249,0.0549566649614656,0.0624138594471708,0.0917300039909122,0.0845910111870766,0.1264707389294788,0.1396037578586444,0.0849841090342575,0.1006310319602913
1403,438104,0.3260466627670932,0.2899739923593771,0.2365079240981087,0.5247767386560217,0.539731012736319,0.2966236696134199,0.2184451916760192,0.2517057832552138,0.1782576458041292,0.2423287673862774,0.247724351602354,0.3713325759741066,0.2792845883144563,0.1732902448613134,0.146342225723663
1436,446287,1.140046600834361,0.8356226693707818,0.7561346490705222,0.9492382850355972,1.2578344142984954,0.8816878990082161,0.4390911557913795,0.5533311956390388,0.4109723901395123,0.412629356491649,0.4412559984173001,0.6621290582970856,0.0964605219855347,0.1110982363601579,0.0500067875631895
1445,448222,0.5049184152949864,0.4147334349134537,0.5192950531615839,0.2096110928305459,0.2883348594574038,0.1456200219036243,0.2583971606299342,0.3445475926251298,0.2163484268766728,0.2818684360862469,0.1934724358874557,0.3697630872973261,0.1548320032414267,0.0614337523800163,0.077893912196886
1450,449274,7.803937195131246,4.432160052210916,4.614598843144233,1.508203699650251,1.8411329745432656,1.1973703952558363,2.635551538463856,2.339395961524429,1.775369832566091,2.319691132608467,1.969960292015908,2.8116076546449458,0.7096166107538977,0.4752369176890081,0.4152055590991224
