pos,LEVO
3483474,0.680546708434905
2049040,0.679186925073933
870397,0.676899249468807
1474823,0.676670819844829
983817,0.674935184566909
1763612,0.673097509509368
2122256,0.670100259146362
3580240,0.669672324383707
4195162,0.669060308286993
2126647,0.66792964260443
61211,0.663548634045036
1748306,0.660268947085166
4365365,0.657519151717531
1462677,0.656341749748091
4247386,0.656172165856144
1398079,0.656096329294673
4117313,0.65471077675632
1118557,0.654146417596586
4393026,0.653507435393286
191956,0.651742285276218
4470769,0.650141905947135
199015,0.648700408646262
3040304,0.648594707994694
1766302,0.647569853689248
2166389,0.647537691130171
630855,0.647365196939617
170362,0.644999495313087
4398708,0.644364803370811
2634542,0.643320504845275
1017423,0.64158558333186
2404064,0.641457627744648
4436912,0.637266931228531
1151059,0.637178167870859
4207585,0.635708770126023
2864546,0.634329274252594
1595439,0.631217621034892
1944638,0.628949325793229
1493295,0.627527387734456
4174862,0.627486653920613
2118524,0.624053418841197
3049868,0.620002126082553
2134440,0.618539017197628
3921837,0.617505754203838
927986,0.617075558446797
615709,0.616876775531171
2695194,0.615258221493621
3137952,0.612938302444776
481364,0.604352557886349
4495108,0.603339862508474
222006,0.603073045126521
1957255,0.602939020090231
3482904,0.601195811365222
3345504,0.599896709260713
990768,0.598036874493818
4050833,0.595222009042895
2471992,0.594420815967736
2718344,0.594314054783043
4104568,0.591945828693788
2724366,0.589793114208149
2158171,0.588061306803552
4379946,0.587170267515899
4274640,0.586057117774262
847053,0.585111827959989
3040817,0.58427263212331
363895,0.583001198571593
1294279,0.581979664544766
1286514,0.581685035311162
3036901,0.580733188203078
2765530,0.579134060472902
1720006,0.578127269876389
4627116,0.577570534866435
2561152,0.574657189528695
2452337,0.573316380022817
995060,0.571958227567908
256002,0.571314112507882
3245543,0.569386246446017
646262,0.568736929435872
4446548,0.568359657209366
2223765,0.567856365080664
4516903,0.565773778840975
3317873,0.563630859620068
1595872,0.562887657963896
810764,0.562406565210682
510215,0.560077341073736
2640358,0.560003884503332
4534764,0.5596901587721
3309989,0.558698476053067
2639683,0.558041298070977
4163202,0.557634778120552
3170717,0.557472031001208
207257,0.555217728779049
589150,0.55500419107499
261804,0.55476768453192
2173371,0.552492120106162
501420,0.552249037867268
3472712,0.550074552568447
861238,0.547965459765341
3259699,0.547893378372711
1436289,0.54670830529489
4105529,0.54648013430675
3101572,0.545961919323901
1797727,0.54569033064242
3294995,0.545029591507548
1172809,0.543162986229627
909194,0.541213806196591
1081707,0.541067503169015
3043623,0.539745388892772
1356121,0.538740685265382
3351516,0.535228639377574
2802744,0.533295982559577
4249095,0.532018292100174
2165918,0.531835818153571
3264642,0.530097058633994
863381,0.527798387014315
4103039,0.526488778812251
1947701,0.526457794999304
4319981,0.525937165223495
2139248,0.525900774601885
43639,0.52515796986956
2529105,0.523699044580611
880912,0.522999636103662
964591,0.522807992218255
3031848,0.521274258230308
860377,0.520808302415525
2644563,0.520501836992997
2102337,0.520410379650554
727721,0.520168042288544
4389676,0.520140102482755
3258781,0.519094946539887
743341,0.518281090348942
4256807,0.515333544849282
3120835,0.515127548751919
2448144,0.513829182216066
3216334,0.513528477617
856592,0.513353103971587
3335860,0.511865613027802
626675,0.511728081609784
3306101,0.511446464108384
983219,0.511364285393009
906065,0.51095788331646
3595662,0.510529777481282
1259636,0.509898900291887
3542207,0.509597362830185
2542277,0.508910408365031
160381,0.506103055379657
3788483,0.506006634209055
566599,0.505986803553327
2797276,0.505480082543207
4518513,0.505408185366679
2159588,0.504900844861171
3660287,0.504627513699126
1465,0.504120408829954
2835990,0.503360994807902
2823400,0.503161189305454
2162279,0.502770999857822
671738,0.502298249704266
422332,0.501831470297665
2268290,0.501664354821213
952005,0.499174148833116
3568037,0.49888424437755
4090550,0.498793318504893
1020571,0.498483716963019
1542761,0.497996585237786
2121692,0.497383021129908
2639390,0.496785515177265
1736369,0.496400162013845
3975588,0.495573444853335
135980,0.493009345574057
205803,0.492143123165142
2670637,0.491029045442274
3314982,0.489357103766487
2159164,0.487499492800884
3395139,0.486391805734796
2158975,0.486369520513885
589070,0.485951244623392
4601919,0.483463913186359
2603541,0.480431765989585
1028209,0.48033827887311
393803,0.479518732916752
3720961,0.478988553147261
2205491,0.478056891154856
2047987,0.476539689102759
2819799,0.474380838603784
1722136,0.474244620435296
2449063,0.474049782097099
765127,0.474024946984381
4125459,0.473899152387019
3432217,0.473539994517704
3170861,0.473279128793538
2094936,0.473103337605593
1943141,0.472602398301397
3588694,0.472136192470884
2812091,0.471478053970779
3561717,0.470953207945021
2606275,0.470782878714485
2161609,0.468276271723587
1682438,0.466479067812303
1341507,0.4663841769681
3091559,0.465453694012534
2480044,0.463519029773152
1130910,0.46268914048681
4044288,0.462492813250847
4263809,0.462150481400877
3501613,0.460864910665274
1507489,0.460632711615107
201997,0.460205991397296
1331890,0.458128311319004
3728849,0.457588102864782
2514190,0.457561174518285
3697833,0.456000029095957
3628238,0.455590673369438
4142342,0.454116291773513
3563263,0.454102662127081
438104,0.453710473668587
2581742,0.453603649453139
482104,0.453277064451621
4250952,0.452649453577112
3169430,0.45235116379053
3084408,0.451166987513984
2122636,0.451071521310765
1444816,0.450988494545262
3045461,0.450210041991562
217448,0.449528528982949
2135123,0.449379581596308
4383016,0.448658928165453
3824427,0.448332927953736
168167,0.447610421890252
1264754,0.447034307179795
2500595,0.446898739313207
1054579,0.446422102907353
2161045,0.445991848380431
1308392,0.445895341113334
922378,0.445304908321128
3087503,0.444902446684484
1868758,0.444391298811157
4408089,0.443724116248575
2131432,0.442350455148768
3825997,0.442020983672108
2274046,0.44157306743255
1343203,0.441295084103178
1614084,0.437349644660744
3808787,0.436954574092499
2615790,0.43656142094185
64262,0.436542212277088
2123374,0.435882735715009
2941889,0.433944377429303
742165,0.433128129936067
3850019,0.43266378411983
1142545,0.432449012050777
2824817,0.432137928602529
1585252,0.431142695769392
2001689,0.430252444047009
2599162,0.43001315918941
2220332,0.429732479831358
2223191,0.429080861077747
2519969,0.428535593349444
892650,0.428214622753783
359137,0.427498939933685
49343,0.427348093408447
4109633,0.426164713145037
2610049,0.425330631493278
1142503,0.424475515831976
440932,0.424413352199902
2529024,0.424197361500656
4179187,0.424129282223896
3467332,0.423887370558916
2721345,0.423832686368037
951621,0.422579653751167
1452255,0.422195422970877
2114055,0.420199659032941
4600391,0.420197758423497
2610624,0.419129745302797
4034030,0.418648930010909
2154444,0.417803799081662
165795,0.417691956218165
2001318,0.417273697991185
2372870,0.416161431866228
2497378,0.415773053063618
3313835,0.415640189266851
863715,0.415035608450526
2644315,0.414514250576301
2156252,0.414284141883608
1494465,0.413888328558361
1351239,0.412925378893079
4457019,0.412764518720171
4117931,0.412261514841525
4206821,0.412182914342011
506226,0.4120345886984
4364211,0.410915876593449
1761508,0.409243963988056
1228572,0.408438179073911
2612724,0.408417618926452
2122067,0.407938963812706
433688,0.406408515407884
1851734,0.40620429248939
208854,0.405467208959832
2675034,0.405362323623834
1366382,0.404803040146967
4367536,0.404586300560539
3325614,0.404239118065695
3280128,0.403977385514757
1062713,0.403935052376315
97419,0.403674056077003
3521539,0.403197314459233
3319605,0.402768430669243
846738,0.402624466560091
744618,0.402372628751258
1284226,0.401842079670969
62781,0.401838538802605
827258,0.401216836917672
2530412,0.400756730186534
3795171,0.399943773709213
4125654,0.399672212540578
1809565,0.399485025086115
273901,0.3991096160406
1332853,0.398774495015515
2847620,0.398708348842361
395326,0.398587770877112
2200220,0.397520738745755
4033100,0.397067288193579
3606805,0.396456940933071
3629262,0.396358790209231
2894901,0.396231954033192
1373119,0.396049677121432
2619173,0.395865307152714
786277,0.395560894075927
2432488,0.395404643770245
2016693,0.395252352959549
2410607,0.394684855261964
4528780,0.394536575866015
3697646,0.393382345758193
207017,0.392619426391864
1278892,0.391667471918537
1231265,0.391571895869654
4051816,0.391467446905789
3463559,0.390362673708088
3871609,0.389850909350158
3996519,0.389835445901997
1645220,0.389449855366531
2673005,0.389348365233729
1311231,0.388423074817228
436590,0.388115969672814
2026994,0.387674693501795
2693320,0.387211666037133
207093,0.386850023803221
1106032,0.386763205008111
2981875,0.38660698226294
1554381,0.386606712562696
4469767,0.386294736445895
2173585,0.385468068429275
743044,0.383155100961215
2607041,0.382505224624212
3571234,0.382435564627684
64477,0.382207226021088
209313,0.382031659397121
4108909,0.381538159097461
975899,0.38148275007895
3929774,0.381126305261166
2218923,0.380312307212578
2576333,0.380220152945392
378724,0.380186425623561
3064824,0.379722328815641
3886112,0.379643295306248
2117552,0.379342044304072
3929917,0.37873809784074
1669983,0.378718790851589
1997478,0.378462225590156
245180,0.378024202208764
3203294,0.377478015679612
3907810,0.376715775746557
2720893,0.376688928679387
1339812,0.375933767667827
4516833,0.375224992749918
757229,0.374683577159964
2087636,0.374654902332075
992419,0.373351055723394
1148619,0.372873393899871
3883352,0.372186685935551
3347125,0.371871536467396
1259757,0.371778001045166
3549459,0.371673621441789
3316496,0.371492435650774
2715109,0.370244393833705
2732705,0.369508201174032
2055946,0.369125650012782
3259682,0.368920998450602
790190,0.368684980921028
2606267,0.367081822678481
799323,0.366903544354996
2882575,0.366849470856955
3532196,0.366800269144256
3595405,0.366413881265539
2565720,0.3662007924531
8327,0.366082091086955
1726951,0.364918223683965
961293,0.364500066638056
2097105,0.364307168703933
1622355,0.364286100712394
2443870,0.36401578783178
2657759,0.363760631421026
2574148,0.36372592986689
4615385,0.3635989809592
3884027,0.363163485414497
1837255,0.362471342509138
1375469,0.362442255418884
940249,0.362307828533576
3445317,0.361528602307668
388160,0.36125973171884
3297527,0.361159531212541
4586188,0.361067319943411
587801,0.359701406307244
3112530,0.359261843208318
2027716,0.359146065502008
1402601,0.358877833120227
788716,0.358487844761405
943781,0.358119189195784
2708978,0.358108454667988
2926071,0.358070712319147
512233,0.357981298376608
3475530,0.357913289086993
2472143,0.357623571043749
2850885,0.356663922842003
115821,0.356018399068973
240075,0.355856104958551
3222241,0.355737953393963
1384999,0.355510264460363
3607526,0.355470062901955
2659534,0.353815471506427
1431036,0.35370888677092
3972177,0.353394564112074
910638,0.353339185466047
2431831,0.352551683833966
66478,0.352172245221681
4029698,0.352063074559028
2360839,0.352041859532905
474998,0.350915064921504
1489425,0.350363581595705
2543447,0.350045221493906
1112739,0.349939822097317
3840712,0.349841039883597
1305997,0.349410003182512
2704493,0.349362667513015
3200868,0.348660997162816
3215920,0.348010990897684
3086977,0.347926965016238
4444504,0.34708493788575
416391,0.346950593845584
3201679,0.346548470179747
1595158,0.346547742957364
393170,0.345961594493626
123463,0.345520362865564
2296215,0.34503012619337
929000,0.345004721965548
1449617,0.34438503902283
2121941,0.344274432099516
771577,0.34410665510296
2722942,0.343716263320491
270903,0.343266923221328
53057,0.343073939403721
4627250,0.342947138386604
2113624,0.34294186254246
4083041,0.341585960264012
1329670,0.341515704281019
132873,0.341196797471575
2746558,0.340870816934027
1114785,0.340166846556995
1474632,0.339970001184705
1146165,0.339947245930302
944186,0.33993133482884
3994766,0.339413123089708
1988217,0.339300817438804
3160672,0.339023136923512
4109596,0.338777875586757
2319452,0.338775018907531
2136682,0.338433691655952
3686049,0.338355783183846
4008846,0.33819773310637
3607377,0.337970132406798
4033379,0.337591430481094
2232339,0.337178449137578
4376133,0.336973481695721
2148845,0.336601626217098
217380,0.335171285338933
2410235,0.335024802933483
2296032,0.334208723982749
2123730,0.334032759237886
3302170,0.333961288911172
3468379,0.33375448310215
2441203,0.333507649898289
1991367,0.333388329617423
2214391,0.332992345177975
672745,0.332624277556679
2585134,0.33215413989407
161924,0.330984971265855
690784,0.33081688679903
3306113,0.330809537468123
1152955,0.330749575471507
289863,0.330698168090042
2601785,0.330329882058058
1029495,0.329924394845373
3487983,0.329875466229466
2232230,0.329713912570942
1208753,0.329518274582934
2302087,0.328803205504838
917250,0.328521719253441
2711230,0.328070282041183
4357273,0.327462877991479
62924,0.327137071516306
3999770,0.327077695570265
1869833,0.326915450584934
631863,0.326798164673517
2051056,0.325957023587307
931341,0.325843605710617
1162489,0.325588490864424
3224171,0.325495931579966
3449051,0.325325721841982
1548323,0.325309007090429
2441398,0.325175519662045
418076,0.325029321820155
631390,0.324897461002926
2445272,0.324876332373097
2164557,0.324744912771507
3686200,0.324655724894207
115106,0.323798079285856
2206108,0.323647815556709
2186379,0.323301238631683
1892842,0.323136568734596
4113588,0.322889316675872
4352008,0.322877326215238
725974,0.32267385659835
1083789,0.322110850342326
2208290,0.321962934569094
3027195,0.321852366815236
2046245,0.321737268958608
165149,0.321698666607132
81249,0.321443828583148
2158624,0.32108336184439
978015,0.320852679589014
2264329,0.320136769782076
212590,0.319832101448344
2039981,0.319799729490809
393233,0.319786668880031
1535122,0.3197362995723
2717815,0.319715774554935
835334,0.31961342910888
3780044,0.319599555516637
3237342,0.31946304499349
1316711,0.319392150983456
791251,0.319252230086006
2391637,0.318943676984293
1017236,0.31818405239256
1012798,0.317201422281437
25545,0.31715946467468
1311542,0.316846939947178
192078,0.315977935065554
2072506,0.315860711733809
3171690,0.315512708944209
10217,0.315244682254067
2510655,0.314780672048898
2140094,0.31455917389602
3434968,0.314331435135456
3616724,0.313563798863198
3910940,0.313061752717145
3600680,0.313041006812341
2324265,0.312968833305905
4070135,0.312898771036323
2328614,0.312341779631547
3706639,0.312161369815882
4513325,0.312013076986347
1130350,0.311696732407616
4593511,0.311654014252267
4597796,0.311286044509307
4460343,0.31046822902331
2141389,0.310076897199752
2073145,0.309460799234853
4536337,0.30924174247503
116088,0.308846153715916
3940312,0.308422242092775
1594183,0.308327368438775
302015,0.308073880840134
3255670,0.308048382631283
821925,0.307679806230597
2127673,0.307480697409509
3498132,0.307426857618866
4255421,0.307387735956592
2138354,0.307323972389024
731493,0.307265668240037
2458543,0.30710173944526
3539571,0.306889998959669
4309958,0.306799278913259
4340555,0.306517054945769
3481721,0.306078447103097
2358029,0.305813506215353
2080377,0.305712536327168
3963233,0.305182365702661
2636149,0.305176570301862
3194050,0.305040285062282
628972,0.304743902837988
4118000,0.304681675051363
4106598,0.30385166122897
1707464,0.302811415164708
3887877,0.302739948943508
3037001,0.302032769288809
3930498,0.301982255282933
3450707,0.301869867576584
3555027,0.301623081250738
2149343,0.301609878852015
2658080,0.301305682601803
4634154,0.300869832650875
1841831,0.300591364908308
1793929,0.300371391308427
857228,0.300218541920111
4274739,0.300054888559701
1071498,0.299855982725528
3290063,0.299855656326989
4106180,0.299836806076928
3591098,0.299329514376191
3146086,0.299054803864133
2337278,0.298659117975778
3084824,0.298658420143659
4396981,0.298330294205919
408761,0.297742595643478
2892306,0.296609313583617
885004,0.296243385915689
1156161,0.296231220566744
2431014,0.29599500472402
525183,0.295956491300282
1259510,0.295720374797863
4486475,0.295565391937696
205269,0.294807658437832
3219571,0.2941919862459
648833,0.294113523056053
2360221,0.29389184518437
284777,0.292972462384866
4460164,0.292792568333004
1539781,0.292662986472047
4308544,0.292543359293893
2346591,0.292311375499278
1984410,0.29193934046421
4155501,0.291720709901428
125273,0.291663631849935
3704030,0.290752983927249
1156453,0.290672362740443
2118508,0.290502987273868
3215328,0.29042239886749
2297733,0.290321174717362
938966,0.290124017203117
1523678,0.289939687958231
215708,0.289913069680789
2460627,0.289805878451895
56744,0.289794821286363
640649,0.289260525710514
326581,0.289158213087443
2131140,0.288274210280996
3462504,0.288026964956979
2926772,0.288022419986302
2793424,0.287898130817117
2551106,0.28730006584258
1553139,0.287296655345089
2167388,0.287183715265379
2332842,0.286957932595678
48244,0.286827757805383
3443130,0.286181065944094
3481549,0.28603359361711
2021635,0.285947025262763
104370,0.285838244456536
2701146,0.285444490004205
258228,0.285277126642141
4486200,0.285125737129286
4319022,0.284764334412792
3580867,0.284501218000179
2863119,0.284415630000218
2392566,0.284376267925859
867347,0.284257939520473
472683,0.284034190746816
1174081,0.284002722129235
359913,0.283732602307205
981466,0.283658408669333
2657497,0.28352659997989
1257121,0.283478984264407
4399041,0.283106081973542
3216266,0.282632226990961
97137,0.281903194797951
30384,0.281601426747456
101685,0.281541872915463
2064994,0.281502675340264
465962,0.281339749153955
1039067,0.28128367635724
556940,0.281239934081008
3474296,0.281194433245866
3682871,0.281168526292798
4492883,0.280959613569002
1250666,0.280929860960731
3168826,0.280539374983191
2530823,0.280527134398756
1278165,0.280511195696021
3573140,0.280317867921814
4431479,0.280196382794321
4489015,0.279924173555208
4382379,0.279712185105975
856871,0.279642738990627
2486938,0.279588151459891
3568316,0.279204649634445
4561061,0.279191656160757
3569617,0.279174754151594
1253335,0.279047975410776
1783227,0.278774381114232
2332589,0.278727875721324
2655446,0.27864843558624
192157,0.278628533185558
2769014,0.278611530888699
16849,0.277988891000279
1016192,0.277873340345092
534143,0.277539111265938
1766379,0.277065204651962
4144235,0.276930719075602
1441799,0.276574954468777
2088551,0.276477648737781
3882667,0.276399892616044
2646627,0.276355154750567
775669,0.276185271639419
2637940,0.27596067087392
3120676,0.275301019258106
3048200,0.274879200755304
456826,0.274209334012289
4136593,0.273758552188928
953083,0.273130973108282
253943,0.273125373693155
3314694,0.271613446265955
680180,0.271587738068039
1448738,0.271475326839798
1082938,0.271344647336358
1833903,0.271123418786501
4319196,0.270806571556776
2634395,0.270242413709787
4344263,0.270037882058656
492652,0.269734084562343
2480276,0.269501956030406
4433985,0.269496521170781
2260796,0.26895822288648
2284587,0.268836039555716
1812165,0.268725030806161
951567,0.268281776348485
3181747,0.268274081059565
2394365,0.268003378551532
1033458,0.267922447819453
3111514,0.267402901043631
3314862,0.267336357648259
1941745,0.266631506762243
617543,0.266582080358745
822638,0.266110139565573
3020088,0.26601840070629
3578344,0.265672881852366
2142743,0.265616051977323
2593392,0.265393905908257
514841,0.265376841420663
1071510,0.265203197964345
3595743,0.264831928233488
3636427,0.264672633371233
886544,0.264585252629182
4251306,0.264344196325604
4577762,0.264219937413151
3794950,0.264168797014519
4443245,0.264141677145672
3617616,0.263956350512441
517522,0.263776827675731
1672983,0.263227154972277
1907074,0.26309929991686
288631,0.263069331563063
399146,0.26304102769338
2639707,0.262796457369503
4118315,0.262375208108695
2173358,0.262179596836829
2122042,0.261625509975322
4196142,0.26057933795634
477785,0.260394761298485
3897010,0.260292019544091
2159699,0.260156023545361
2658407,0.259969005420143
660159,0.259797964637393
2338744,0.259747348677007
2406463,0.2596643140781
2223378,0.25947811507398
921133,0.259278279246199
1496388,0.259247806116888
6656,0.259245226741869
3411414,0.259092393138523
4610170,0.259021615376739
626665,0.258986222644454
1134945,0.258875247618954
1997253,0.25878323514145
759676,0.258646618089628
2461947,0.25852249403083
2173416,0.258278802196557
190775,0.258273489449881
1205695,0.25810689164134
3369911,0.257198611165859
1332255,0.257167862998529
2637238,0.257108725441243
106681,0.256772261236811
138983,0.25675336563966
444445,0.256411459923938
1592828,0.256320878606481
1194441,0.25627542589582
3626107,0.256210848789072
402237,0.256132299531611
1249384,0.255851524184716
2558514,0.255721850874916
185570,0.255434399167988
3788920,0.255381329598143
3590594,0.255218979945824
2732022,0.255141998100381
1357398,0.254999040298266
3450391,0.254398183445358
3366144,0.254370233984238
1543043,0.254227232896612
1015312,0.253949354658823
3322337,0.253708149407164
742049,0.253493782568233
3127016,0.253315179940013
2734746,0.25315118808159
2570446,0.252848302739019
3006687,0.252557672681746
2370013,0.252550916297305
2430471,0.25243051462811
4544432,0.25242912159558
1019150,0.2523198407933
281147,0.252068063775892
3415778,0.252009672087844
1948905,0.251793646292662
4272307,0.25142190353274
3521123,0.251273341189221
1374224,0.251262450308705
1377706,0.251185355029284
2329474,0.251098168645006
186994,0.250733555341292
615700,0.250657165934726
3629917,0.250619148543693
3486298,0.250498370755661
861208,0.250470728131146
1142422,0.250240225621546
2215954,0.250140587822465
4017755,0.249806746657131
1328754,0.249693131506388
3126947,0.249607599051425
50853,0.249605664853253
2705961,0.249095994086593
3232852,0.24875588804485
2160389,0.24872206939925
62483,0.248394479458273
4320775,0.248216370992479
400397,0.24813742274132
3205088,0.248106031537797
3884633,0.248075879491407
3918504,0.2480252440083
1265590,0.247287648454637
2625780,0.247113804919929
523607,0.246866741223695
136199,0.246845859535913
673552,0.246631624261903
2581210,0.246476988364147
2660828,0.24615791351337
2242281,0.246138569830829
2640321,0.245940474306339
4121281,0.245872552295242
2164752,0.245785693446984
776794,0.245646250892881
3514184,0.245631659325044
3829025,0.245602201382735
4193684,0.245453572331772
3647291,0.2453932246324
1553633,0.245381496805084
2406058,0.245027972814892
1591245,0.245015493728
2677104,0.244868007278361
2294076,0.244553179761694
353811,0.244052567057322
1951469,0.243832852716226
1404174,0.243817073492279
3572908,0.243666479246165
1398261,0.243620679859305
4517248,0.243393471496479
2337800,0.243327136597639
3957102,0.243238878135607
3229993,0.243168734409945
1429186,0.243076557939936
3198832,0.243061778585565
3829780,0.242744723910919
2849278,0.242727787208176
4144245,0.242695824567789
2498915,0.242647358931416
1384913,0.242544131508832
370566,0.241434543679786
649192,0.241038773586633
2156922,0.240916389857021
708433,0.240681356759518
387928,0.240585451760308
78100,0.240382854501916
3038254,0.240316470125111
773201,0.240302710940361
4189920,0.240267043151635
4116084,0.23977758033469
443266,0.239464536339735
4029184,0.239204045589694
4113557,0.239183381167089
39699,0.239017939282166
2510034,0.238951832138063
3338262,0.238940331818086
4025159,0.238889311087376
2819506,0.238791740828256
116229,0.238726423369149
4520704,0.238555829054003
880141,0.238420065346848
2055230,0.238345963795592
886808,0.238322724492573
