pos,GEMI
2399740,0.823370733501766
2173471,0.822058666153895
673529,0.809996649886469
3826006,0.807633289833768
2638553,0.806936600682922
4337599,0.806497130684739
2064103,0.799108353387785
1166681,0.795153327732922
470918,0.786580975734827
4256387,0.786543679187599
4091214,0.786524362650372
27654,0.785813845838776
2152633,0.782962100936477
4629212,0.772151881146434
1798767,0.770562802422938
3381573,0.766380638406515
115814,0.756726322165113
4055969,0.74663300326512
199520,0.745611104628121
133899,0.741272593718276
3277059,0.740238555742258
2928886,0.739657092745899
744698,0.736972266930278
974277,0.724934387495578
1234090,0.723007775859631
1074599,0.71052907435372
3650094,0.707058373023731
2148767,0.695047198000049
2161231,0.69475715055546
1124937,0.689814953591133
1701166,0.68811645096524
2496147,0.686905555382068
2840729,0.680925291016148
1516290,0.680670443908947
4094918,0.679891722479814
4392722,0.677852057310649
4456597,0.67172065756837
3573085,0.668993360053651
2142569,0.668147868307297
3786462,0.667258259802845
422670,0.66495334804069
2430980,0.664883639696183
2627635,0.661081726464631
4273521,0.658089716511503
2671578,0.657203887820693
4450001,0.653647700470373
2890167,0.651977750493933
437506,0.641164337895076
1594159,0.640228303600355
4322371,0.63999514429121
4458102,0.63729941277657
2164829,0.631738776092481
2791499,0.628140492188703
1534845,0.62173550968931
1570113,0.617724053689192
2687041,0.612643670440344
948201,0.612300091770701
2498234,0.610716073945888
75736,0.60872624763858
4583508,0.604344420044724
3687378,0.603328743907383
100128,0.599585973608807
3151624,0.595356414611138
1233214,0.593329492972535
1654981,0.591255495814137
135237,0.58647589582763
2543894,0.586359904572375
2253356,0.583509343979652
3211901,0.583119693846519
3996298,0.58203590396823
4583442,0.571515637234677
759223,0.571315228606172
1934318,0.570051073176479
2148139,0.569185624605306
3127784,0.568556752494606
1326380,0.56485991600236
886699,0.564122987552261
1152810,0.55985263563416
2473233,0.557661886462263
133239,0.556792863160307
1241045,0.5556861891014
4372475,0.5519040145638
2317056,0.551068573459312
405610,0.550269889841986
3449833,0.550087820607788
3151386,0.546660296402332
2932013,0.545570234298088
4520176,0.541750796048792
4498967,0.540602866849105
4249498,0.539095199716396
3312356,0.539087205107105
840793,0.538572522699744
3410333,0.538232794145808
601764,0.530275883443193
4244307,0.530155022899236
3896170,0.529612183850606
1734497,0.527908562720574
4201401,0.527815660392631
1234170,0.527317330364513
3409485,0.526450130508309
495042,0.52612287181622
1124847,0.523429894911752
1812007,0.521265714991517
2865159,0.521153860639656
2064687,0.519062296051042
309888,0.518622071624185
92123,0.517402863161126
3338253,0.516736650545395
1595755,0.515788692947551
1308865,0.513782522630106
4424643,0.51290056683265
57051,0.509027421326363
4516030,0.507612817241996
1758086,0.504083017416789
2589238,0.503636856777685
302163,0.503492374071493
3126562,0.501575803752425
2167435,0.501302725165258
4616751,0.497607678084441
1887430,0.496967208122434
1910505,0.494833189378626
3496053,0.492926597132807
2068804,0.492849130224159
104269,0.489578372030277
2554389,0.489545993966346
4105463,0.487769112495506
3458155,0.485443039270664
3961215,0.484306058007426
21071,0.48375420549807
299659,0.477603396532741
470250,0.476894464445983
2704435,0.475533891250755
790227,0.474557744830571
3679996,0.472944958431846
1595394,0.472466196464505
1012591,0.472261995775776
1953054,0.468831618836672
2424719,0.463954471634729
2055159,0.462586924685676
33571,0.461124893810685
4524855,0.458763280299495
535388,0.458738535446635
1358287,0.458710024632993
2653956,0.458043504697827
4627262,0.45789044973734
4365748,0.45652879091201
1175705,0.456525377223425
4001199,0.456070826832027
4081953,0.455705143647941
641335,0.455074438074291
938647,0.454059972409542
1967825,0.452128584633373
3976291,0.452103682391845
4563466,0.451785190573272
2854251,0.449609235145054
1326541,0.448973746571235
4204634,0.448705557682343
2330094,0.447580681016006
2442154,0.446960950135109
1568994,0.446384154130345
2913389,0.446358044708503
2517481,0.445137917528129
2864648,0.443787000712462
424082,0.442190326516832
3158905,0.441629214947568
3414738,0.439467953107623
4474920,0.438824565728156
2632036,0.437922474029123
2244935,0.437480871411921
3009885,0.437421722806924
2633583,0.435317096527367
4256760,0.435133118742281
4365515,0.433207650836052
900852,0.431914526077436
667614,0.428742340887913
2134253,0.427649505573211
2063040,0.426847296514855
204612,0.424886269280807
3411158,0.422596577960953
2423363,0.421528903908164
3279903,0.421391373854176
2559369,0.420696205318347
2019593,0.420608837274222
3442418,0.420583518387708
2086473,0.419144139535594
3869134,0.418478381835566
3487028,0.416426021876052
53169,0.416057836072226
386371,0.414783704400952
633927,0.414277455164967
1267064,0.413070792089736
3580273,0.411223195563914
2161603,0.411077029105646
3260710,0.41097345666367
2568818,0.409669303696131
1338749,0.409064644617318
273560,0.408288278834213
1566104,0.408235348488785
4115290,0.40669272688434
2858936,0.406567783072624
2461776,0.405918462540911
1623292,0.405347459672985
4219411,0.404352914846654
946635,0.403854897001129
457859,0.403235549002913
2133981,0.401135278150736
3894720,0.400635420467289
4216129,0.399980013442456
1136889,0.397882968401783
509450,0.396911665044114
2648143,0.396678533609339
1549494,0.39634421869676
2373920,0.39614231908118
4200820,0.393229588623889
116158,0.393015263301631
4502012,0.39277855575286
33503,0.392669072349989
3114120,0.392573298310334
2871740,0.390889978780059
2158537,0.390665311519972
2123741,0.389595990695229
3339940,0.38939076354406
3438779,0.38919159083535
3710042,0.388555259508447
2492862,0.388184929448396
3224817,0.387927913763516
978016,0.387744562048548
2823955,0.38623709384405
4511190,0.385985693468667
2536943,0.385573325980977
4237901,0.384750210849881
2242598,0.384351825478628
2510048,0.382983528542572
2141626,0.382420619133786
1429538,0.380321737293854
1832551,0.378458120221352
3419837,0.377041356588672
2357689,0.376679428452558
1717713,0.375751774526464
4200494,0.375028494785439
3459277,0.374985139429986
830228,0.374486351734497
2423974,0.37412196565702
4447482,0.373596949982095
4254312,0.372550926725368
2226840,0.372243197450841
979761,0.372081678493988
2632244,0.371753481343986
4552077,0.370876065991055
444545,0.370758122377195
3580249,0.370534577572974
2161693,0.368550821492396
1004626,0.366211062521214
4520200,0.366089755926514
1564163,0.365544939916821
2577912,0.365191602772943
2079702,0.364572119053472
3969621,0.364441351832084
1923767,0.364382481396793
2719776,0.362844654784188
430606,0.362420511599938
739356,0.360765886481105
2508999,0.360484184613596
4419436,0.360337517920986
3392129,0.359823525494066
3058055,0.359785404570524
3460128,0.359290381484369
3643264,0.359237070602258
3221333,0.359148091991826
1278333,0.358757177550937
4559375,0.357890460278713
1372622,0.357748785172379
2708349,0.353499709100985
2127559,0.353421226835747
1430112,0.353372461521002
4494455,0.353203031536905
2507701,0.353019065270652
1001216,0.352984501563212
3578876,0.352664086268446
1667687,0.352059101923173
3792094,0.351088135678142
1895079,0.350306399866988
301471,0.349977975848826
1018077,0.349734357488758
4638446,0.349276983113416
4023821,0.349024763746186
3912581,0.348994168790713
3241016,0.348473452095965
3912948,0.348006611866589
505108,0.346756598786596
66663,0.346048253076516
1340823,0.345935016046654
3750664,0.344916018547784
3257132,0.341995614595182
483688,0.341295238372785
1656332,0.339414134302601
4308200,0.339012439247845
3586708,0.337851107500276
1535130,0.337838373805818
2894306,0.33767210349839
503198,0.337406499538579
1360058,0.337305489389524
2823430,0.337104181008527
2356781,0.336694559614704
3960644,0.336483784114838
783037,0.335924585016375
69160,0.335030492403207
2141617,0.334032971722312
951981,0.333238978277047
1134615,0.333215432626753
1154040,0.332765467229822
357544,0.33150191707056
65036,0.330281078655786
4458536,0.329710048368532
1966328,0.329625333950684
1808720,0.329419402893205
745546,0.32894549427524
3198125,0.328437804681401
3848806,0.328295370923698
1329713,0.328177552857372
2250920,0.328139043267302
4116258,0.327946917105487
3068993,0.327745903930375
1242980,0.326655033613419
1608415,0.326650073875381
853275,0.326306868854528
2398745,0.326039459116661
1361807,0.325619456744089
4454554,0.325259802647084
1241636,0.325184749581654
4077494,0.325064219733058
3079838,0.32399467566052
1564681,0.323760976890705
287892,0.323128244966833
4458006,0.323005113171038
3255714,0.322847542849609
194726,0.322805925531752
2434818,0.322796331279703
3646313,0.322405961645585
463298,0.322027554277585
2578860,0.321783100581906
4278955,0.321383035286432
834679,0.319067329684064
173206,0.3190396491492
269891,0.318511183702342
4207447,0.318305632900213
763280,0.318060968253953
113604,0.317446261492964
3512554,0.317283983208049
2922295,0.317145559676899
1083439,0.316919869158075
1033162,0.316887063606065
1559345,0.316810464961602
4073299,0.316496205504159
665848,0.316407004911577
3670307,0.315461055424452
1850328,0.315195202090775
4273590,0.314722435036631
1137592,0.314579872017967
2672673,0.314093213046323
4565243,0.313263898101781
4430292,0.312953275370081
3121876,0.312714440020434
2467592,0.31264426438313
3903952,0.31143677837892
4259891,0.311173863616621
3023783,0.311132406407962
23368,0.310869781242397
1823044,0.31050324437795
3440986,0.31031480060602
2302186,0.310075396805959
3316602,0.309663668996612
3385002,0.309565593006204
97497,0.309487601673282
855452,0.309046944093923
3661988,0.308711810096776
1457164,0.307721689749403
2681223,0.306352949891224
652957,0.306127439693527
3520683,0.305962762974749
3308971,0.305701504074826
831108,0.305515650566219
898130,0.305377364131706
2667194,0.305073543683759
3908788,0.304659813215422
2320369,0.304229618649978
2719888,0.304106446726876
2039836,0.30301220429754
1344197,0.302423744666667
556315,0.302234491088636
3566575,0.302210952053304
1262458,0.302166621834471
1427908,0.301195407260399
4650,0.300726848092408
2027863,0.299904401643601
1766874,0.298650764461821
2827126,0.298548082290617
1677492,0.29801930961493
3319691,0.297826707641337
433847,0.297613420058302
3595413,0.296814220880741
2526260,0.296600339299821
423808,0.295941977885728
2165609,0.295924437480898
1750046,0.295893760904177
4494113,0.295120964401273
1717106,0.295088060958309
401571,0.295019315119872
1048954,0.294613727981346
276281,0.294518075896167
1140386,0.29433079012857
1811188,0.294185876572077
2478859,0.294147868207793
549960,0.29392466427203
3508343,0.293788696264094
962671,0.293514021293108
3431688,0.293243480458425
3048707,0.292727428949284
1570182,0.292624585351552
2866843,0.29234115249095
1296440,0.292299618229324
1001835,0.292285965299154
796731,0.290922413004219
4106995,0.290910738480682
3407810,0.289172834577424
1107336,0.289080261623318
3596804,0.288865668749877
1655534,0.288578224612127
1789952,0.287963971720099
1479709,0.287677505253337
1308375,0.287173967302413
1069763,0.286859839299242
1157876,0.286826195503616
3150193,0.286808179748737
3524878,0.286384185949207
1285193,0.286203360419413
1141183,0.285902257498429
1239433,0.285864640256616
4235418,0.285665274401672
1383,0.285375977736223
2589582,0.285332283256433
1749157,0.285061028709397
1235453,0.283686756284851
3892052,0.283557604911455
1975681,0.283007354380467
751529,0.282844782093678
1308609,0.282818971418186
3278474,0.282527818915512
3208906,0.282525229199718
2250013,0.281118947384504
4486535,0.280966712711638
951372,0.280865036595653
3240480,0.280664849753018
4093664,0.280513851556801
1432324,0.279545674333192
3922883,0.279264047046539
3036077,0.27799467628538
1760378,0.277940516958046
671602,0.277858629593659
425260,0.277667914549908
2444628,0.277603566755057
114945,0.277529836639879
2541085,0.277496798658226
821890,0.27696414325183
620400,0.276152117550128
2110609,0.274992909618708
4064600,0.274950180612574
2217647,0.274725179203982
2360829,0.274324855205593
3375798,0.274235187476322
3928639,0.274083783382689
485540,0.274063998468125
3197417,0.273932052550926
1550790,0.273850270569801
3218655,0.272874207148392
2116190,0.272820472024493
3858561,0.272762815743786
3995343,0.271984533812132
69081,0.271351281012014
1083747,0.271058511218051
2510012,0.271052280108019
1642034,0.270825119688577
2511435,0.270498593208521
994988,0.270081901832722
3176038,0.269753806146335
3644231,0.269568737337388
130516,0.269522342996973
4220549,0.269299980516444
4027769,0.26928592933375
501951,0.269100821456184
1749055,0.268923288347151
2017043,0.268648042631306
962572,0.268193063601806
296278,0.268159160371968
2724820,0.268101111386461
1565148,0.267864145627707
2659253,0.266776024379369
188582,0.266681613288593
1712855,0.266611359434364
1377388,0.266247919977575
3876469,0.2660715819836
1159125,0.265713734791019
3977118,0.265608987542118
3431802,0.265488455943435
813896,0.265251310180396
3995750,0.264766317569275
3021972,0.264728966317855
1327263,0.264681528659453
4432255,0.264623551320835
2649383,0.264519963039046
3862219,0.263395292778791
2635235,0.263218442136599
1943096,0.26294949970596
1884888,0.262523270811452
3420915,0.262297835396238
42756,0.261849009247112
4220321,0.261345748901264
2544377,0.261259185997673
1890765,0.260326262051674
1738557,0.259292440866629
2162387,0.259234819973414
3814706,0.259196831456419
2492851,0.25915404050377
2126720,0.258921451401589
1594483,0.258543251634621
3749655,0.258058668040324
1779021,0.257871020251303
762853,0.257674565965733
793046,0.257458774468133
1832652,0.257439943149788
2146652,0.256921007434552
4187662,0.256718751896351
2710569,0.256625713590275
621121,0.256273136992699
2160382,0.255767890616918
4185271,0.255622474968543
4220754,0.254762657076349
4093003,0.254484512346435
1930867,0.254260143493557
3865265,0.254085936467214
1953010,0.253667264614892
3958232,0.253484381353825
2148336,0.253277480281865
1681733,0.252992871992057
2496300,0.252895968860171
2508978,0.252142615335972
3232576,0.251348990489569
2254576,0.251198235283398
4403556,0.251042022815543
2796126,0.250773350712932
1427524,0.250715626097041
3787133,0.249792324233905
2897164,0.249623749297546
3568883,0.249565988200879
3991285,0.249312376913606
2503281,0.248774479476654
4249490,0.248740253438438
1541304,0.248649056128363
1868857,0.248577939536078
2503992,0.248508142525465
127401,0.248205182764695
2622851,0.248076560005918
2733212,0.247727558538161
667977,0.247486690772498
1562045,0.247464360293273
3407321,0.247250657188752
380246,0.247015344243348
3075623,0.246754680009991
3932408,0.246743590872506
2793130,0.246617429773349
1505880,0.24654792328929
4461773,0.246071562068899
1761579,0.244896026123304
4116040,0.244868301630023
2960774,0.244433732715144
3041546,0.244312548464653
2712608,0.244244567009123
1111561,0.244210468245551
3565156,0.243723527918788
3483562,0.243703983048922
1620662,0.243663724767002
1215196,0.243554628821583
1163766,0.24345848483961
3654399,0.24332563370317
2275332,0.243230203038819
345799,0.2429979699716
434408,0.242886977671615
389220,0.242550291256347
836946,0.241995155926152
776446,0.24159732001888
2200614,0.241575686915681
4280531,0.241533938455102
430010,0.241466296112803
1402926,0.24119594270102
2478792,0.241178212212354
4577743,0.241101746762824
2615691,0.240137592242826
1015799,0.239765800340118
2163087,0.239617191457052
2048872,0.239477505346513
4418865,0.23892546275892
2664672,0.238856250324736
4580877,0.238746149460648
3659443,0.238436905723186
2648071,0.238169742849771
4024420,0.238128088551561
3069083,0.238033511706527
1497092,0.23769900175685
2381188,0.237542857755836
4203670,0.237149764865229
4432473,0.237122415253641
3975931,0.237092701482748
2704374,0.23696563697741
69879,0.236924716528718
2700854,0.236752833711791
1724785,0.236682238695719
3825663,0.236608511579642
4345688,0.236591273477212
4013753,0.236534400035544
3778215,0.236330116116149
2125997,0.235071193857193
3997933,0.234877227543473
1089993,0.23445444276311
3441422,0.234318917555118
2150109,0.233793099411527
3863019,0.233398286466497
136263,0.232935780398428
2162381,0.232300208316657
452546,0.232298430401758
1836754,0.232025020503922
3346162,0.231576886671512
4225960,0.231565934530821
3494441,0.231251044884141
4529684,0.231034277644751
919869,0.230910083969151
2083806,0.230559415124156
2510998,0.230554615550683
1611488,0.230524615274301
1917170,0.230396898340623
4206398,0.230345839084043
4462601,0.230162144068463
4072211,0.230031562828635
2862487,0.229671836634538
3590987,0.229645844627494
4250699,0.229009745862878
427045,0.228723281720466
3396217,0.228574420976797
712458,0.228404313917627
3459343,0.228141617557091
3246552,0.227774885702177
1346614,0.227708051620171
1296686,0.227410778561322
2405992,0.227394531741395
3230285,0.227207288735204
808354,0.227006901322252
2490621,0.226820576128168
304417,0.226814313649211
116297,0.226665318119637
765124,0.226419719999797
2598159,0.226397156098015
1905621,0.226321632549628
2592933,0.225944723882831
99901,0.225885508452794
4192051,0.225659617850728
3315153,0.225262050149138
4025226,0.224901019701606
3074837,0.224828130147262
4632529,0.224078465351671
3464798,0.223966529818502
349370,0.223856734416957
809721,0.223765750516339
2089052,0.223659378284196
548546,0.223415063661086
2694136,0.223356669210209
1048303,0.223281308455696
1466345,0.223144613036342
2619553,0.223124370773817
2354119,0.22297886785635
147440,0.222478785350561
1584908,0.222465429683156
1728652,0.221898330700128
438034,0.221240026313482
2547992,0.22091408798712
157666,0.220634991058337
3738356,0.220583492437668
4220731,0.220549486240069
4238278,0.220333267803119
4400351,0.220199777900422
3320079,0.220110094109756
2796516,0.219810987679841
1191838,0.219752447693095
2886369,0.219685274749109
3376725,0.219572232006058
960605,0.219470104908907
2511692,0.21933204644403
2475202,0.218926344596573
2791335,0.21879231179729
1691796,0.218406790804756
2229877,0.218203712786396
24493,0.217923064364311
3174561,0.217630356219468
80116,0.217486088263195
3673571,0.217383352750234
2022674,0.217353810918903
1169994,0.217188745949189
4458740,0.217051700733197
2585045,0.216718540594615
2511896,0.216702269393178
1278747,0.216611293611607
2544290,0.21619753550523
3394598,0.215964776397082
3323343,0.215634824803382
1913162,0.215618699005402
523528,0.215055676721224
3638270,0.215016629574591
1533649,0.215011159839375
865854,0.214672269197339
1744430,0.214638084018199
3938732,0.213896204750028
2294065,0.213787771922649
175954,0.213726126094845
4106502,0.213721330118939
466957,0.213677753548897
3034513,0.213567634803642
4240473,0.213504011515691
2009684,0.213330747544429
2158457,0.213127900003708
2655533,0.213105683850835
3779900,0.213039685006011
2770995,0.213033036382619
3232850,0.212994826787557
3260608,0.212910736585603
30059,0.212858292277627
1204413,0.212688210240145
2861225,0.212667604457225
3659468,0.212265648044512
2713987,0.212246000048685
4115473,0.212201464946297
430411,0.212135566920927
2539555,0.211882829486303
4203694,0.211846438101373
4632668,0.210922991142791
918120,0.210819180417533
4626750,0.210730868354433
4116959,0.210454919257021
3894755,0.210328557354862
3650355,0.210074268424518
4340797,0.209882721026746
2062508,0.209868302742928
519564,0.209600015730777
3594518,0.209555061815542
3780299,0.209066656872754
3674262,0.20904328790798
1528106,0.20893927906983
1557644,0.208402360012529
4104850,0.208312881130626
2161252,0.208016184692125
4457029,0.207597101473285
2573041,0.207501698310288
4183058,0.207484797488947
415038,0.207331898072763
829596,0.206503765810037
1766002,0.206499408409671
763879,0.20628935185679
322993,0.20600892061639
3527471,0.205741187922482
4577709,0.205616167154488
3449439,0.205603849523057
4204596,0.205527975480539
1281354,0.205394366666108
1374165,0.205054232531427
452881,0.204983823612029
1245985,0.204932454467633
2148745,0.204917451177424
2869502,0.20485819431029
1727432,0.204506564508857
498105,0.204266432127164
1012004,0.20373676278173
4220466,0.203511916004804
3748668,0.203369241560744
1756980,0.202815285805144
2317116,0.202793097939224
3832925,0.202707126460663
2650991,0.202624030184686
903657,0.202341286637585
365645,0.202278336103554
2414874,0.202131498099768
3884720,0.201867553959718
4110916,0.201858162280006
4187184,0.201712403807442
280443,0.201585232017261
107377,0.201305864461595
1906127,0.201290389548828
4254060,0.201256010388736
772426,0.201146632019821
2630086,0.201094797677949
2913254,0.200961902900763
2622661,0.200767816955817
441556,0.200489807170766
3369992,0.200473608261801
2329409,0.20037430623433
900983,0.200363696706403
4531001,0.199825860469044
2658494,0.199770268666506
4562278,0.199749048193591
393839,0.199584953977447
3135654,0.199429360773507
1783380,0.199365057071524
4090273,0.199332522730257
3281472,0.199163185106999
2661586,0.199136691409214
596262,0.19909540421054
3716024,0.199043273961612
2155370,0.198910265417201
3784545,0.198719179247131
1792991,0.198686332298996
2431717,0.198684739903822
1266950,0.198510124883512
2454271,0.198419549093516
2666707,0.198214681110712
2617473,0.198151938002412
1939776,0.198066976892025
522558,0.198017558794193
2065397,0.197908432612097
1568330,0.197742079417483
725689,0.197538920655715
4491238,0.197262765836984
518741,0.197249376999215
2638285,0.197074028779418
4479230,0.196964375046661
2800374,0.19687442439737
4454440,0.196668540116291
3330174,0.196602850086854
3151395,0.196515058853977
4389316,0.196507654717353
3588537,0.196454101534399
1635841,0.196346208333796
2132407,0.195950266345658
2157470,0.195890661115756
3468449,0.19587449410344
1318409,0.195811679566401
4114641,0.195697006575081
1497694,0.195634297225117
1573801,0.195572827274713
4555185,0.195525442057663
4091914,0.195497451752238
765102,0.195267073902597
2708122,0.195127390623589
3110898,0.194789408534898
243667,0.19466375472057
1707560,0.194513988817737
4499049,0.194000144823401
3816289,0.193999960211632
323312,0.193818235228229
2113135,0.193801501012782
1708364,0.193578302638832
1513328,0.193556260425164
175625,0.193446420639093
1346195,0.193247386644223
1976722,0.193230040412385
1757635,0.193212675728377
1432264,0.193060903937028
204670,0.192983780418435
871210,0.192508029447198
3792254,0.191953762432888
482849,0.191899422094393
2686051,0.191792201322003
1053578,0.191059383511844
1722421,0.190582032274161
3673278,0.190538652279466
4071365,0.190493099990302
2506766,0.190463310356684
3332575,0.190303363483624
4455391,0.190061525612906
3226928,0.189765312296126
1869445,0.189457058262774
2045439,0.18931840299263
1092145,0.189284284685906
647303,0.189105213071322
723138,0.188594140745176
2734754,0.188592409034719
1035797,0.188493918875538
2151896,0.188415380247831
2581433,0.188369722709564
2048291,0.188211559326633
3315932,0.187955393908767
3704445,0.187640953857888
191883,0.187532455524931
2892298,0.187416294116304
4427905,0.187363109743979
4007863,0.187361604992273
3968527,0.187308716047362
2847630,0.187267111614638
1927023,0.187143033432253
3337428,0.187080536510163
878834,0.187069590642605
1314292,0.187044568187445
888465,0.186901861267728
3596998,0.18687542954802
120328,0.186486525393755
2209901,0.186474701528898
439515,0.186247499147405
672508,0.186113687335031
3332596,0.186072923523975
3102530,0.185872387192482
4117669,0.185829589253895
3308952,0.185826796417175
2842188,0.185698658610524
2175030,0.185679999981886
358046,0.185651083412481
4413795,0.185617243758312
4260851,0.185295613667217
2085095,0.184769741790058
2632708,0.184750833499823
341481,0.184732563271372
3285820,0.184553984326512
1394075,0.184530076909927
4280234,0.184436694170238
2631762,0.18429345636129
2210529,0.184279240122365
4528825,0.184243332577973
2700222,0.184201783924535
1623603,0.184112611920708
1585028,0.184100205402873
2158600,0.183971431300539
3356781,0.183939962528758
945983,0.183767436592984
3170729,0.183574529153684
4278802,0.183446577837209
2645352,0.183338026230374
4254706,0.182901903123586
4485593,0.182832499514728
3810411,0.182794915264434
2639728,0.182661983883242
3237758,0.182637036137501
1277270,0.182623027664952
1819993,0.182406261993478
3357934,0.182383024181126
2498721,0.182319231104053
3089471,0.182311723556124
187571,0.18210597824121
2528993,0.182019012219445
2424159,0.181997945463571
4226725,0.181799217268332
1759448,0.1817827771367
2117690,0.181667373407584
1512492,0.181511258797695
2713471,0.181506792349441
4116133,0.181417741425504
3461828,0.181387490889545
1060795,0.18132555494357
2923252,0.181312627341143
3034949,0.181223674563006
2199768,0.181215014557205
2510345,0.181200342618419
3009024,0.181176439276158
2282168,0.181170693985742
4071254,0.181003729624283
3708915,0.180963521213543
3982425,0.180798446893405
1559646,0.180650602056145
4235339,0.180579933823146
2638091,0.180540559535176
3929486,0.180346254794881
2668512,0.180310361272944
1062282,0.180275609199602
2291509,0.179937006960873
3287806,0.179792693739255
2471238,0.179653445445842
3317252,0.179623358175241
660050,0.179608111283915
2154554,0.179229836314472
2701932,0.179061006625386
1328249,0.178735916680847
804097,0.178715031633318
3645621,0.17870586773927
2025952,0.178572859970486
3503535,0.178468426241654
3567612,0.178138455503925
4623384,0.17786407928398
749098,0.177855083536309
1496557,0.177832789314253
1132690,0.177709300203232
1764380,0.177677245293802
1661208,0.177627110402949
1492885,0.177585855260559
3259669,0.177486144262661
2699006,0.177454269678452
3497958,0.177329848650118
2637699,0.177317947292899
2821894,0.177089600576373
4615610,0.177074126601864
3571098,0.176889042414296
200974,0.176799716636413
3287815,0.17669517018149
2838500,0.176686924287687
4455347,0.176669705487087
936730,0.176380834196685
1539898,0.176337367831695
3429977,0.176226120736563
661095,0.176195720983543
1645991,0.17615860039594
3381581,0.175892098411793
4310361,0.175645932510869
3334267,0.175336654442748
1822250,0.175310178828431
697932,0.175293187199154
3070371,0.175187200770218
741575,0.174902473176349
2437765,0.174874388906397
3288099,0.174735263651141
2430223,0.17473265311273
1325956,0.174640046667801
1116192,0.174579332578192
1403030,0.174570345529586
1331989,0.174536500667718
3089546,0.17416833627254
1697976,0.174159831042934
1362296,0.17404410009087
951155,0.173840317018729
4243947,0.173828277034432
499492,0.173673592434806
2778613,0.17359392893497
2004543,0.173519862906486
219730,0.173517373810729
3745374,0.173501911716971
1421127,0.173217968331744
2236990,0.173004152783963
3784876,0.172762043459506
1447976,0.172505303419499
315040,0.172424139046019
2715823,0.172413529514948
417446,0.172351938695579
4438332,0.172094894135274
994126,0.171931184986882
7137,0.17173792874096
4485346,0.171636966741663
1834641,0.171549659062112
3383571,0.171399234375182
4433140,0.171395886956678
4250630,0.171330294344153
941218,0.171318880756468
3462712,0.171196005738666
1997624,0.171078383935708
482860,0.170874323447393
2547227,0.170779995067417
492842,0.170731208505203
437295,0.170431647914506
2008627,0.170417852505371
3778274,0.170123819466115
1056515,0.170001375985917
1614149,0.169994519474275
2478679,0.169817379277546
3660085,0.169800368168152
1604893,0.16963365778125
3173627,0.169600030426419
1374670,0.169439989111194
1704268,0.169366645995844
1708435,0.169213602348444
4193484,0.169134786939355
3512005,0.169101837945949
2498314,0.168965233199053
3873869,0.168802527305872
2254807,0.16879738212704
3430521,0.168558857135634
2169178,0.168546240263604
3402702,0.168543255651375
2427307,0.168367715305717
935019,0.168190866130696
4273356,0.168098365583855
3297158,0.168037241700213
902408,0.167893881233795
2063522,0.167836350335406
1090801,0.167827484312866
4464269,0.167671513852365
2488573,0.167565541844851
4484993,0.167519056388337
4437317,0.167440171873405
1558820,0.167057753285234
4244286,0.167052961635318
3462326,0.166954906161276
2248024,0.166851759586197
2265045,0.166684401438764
3396673,0.166684353805093
2074454,0.166496881476892
3569232,0.166466351752017
1559192,0.166463924586604
1016884,0.166242894877605
530890,0.16612265728069
1615074,0.165977154235968
