pos,MOXI
2230419,1.7591767684767
2659557,1.75548572025957
1380634,1.75119460046953
3912840,1.74929992841707
2836308,1.74881173902175
2361542,1.74211293698108
2547880,1.74157944822686
349668,1.71896309130136
1484826,1.71750990624354
386530,1.71537442233568
3048768,1.70968925109631
3854134,1.70781465151385
2642106,1.70521644989128
549969,1.70422826594129
3203207,1.69516480687872
1925685,1.68161500040282
2913506,1.67966427667074
4319012,1.67703910930695
3198799,1.67310085132013
1358101,1.67186886187956
184421,1.66738746139061
766088,1.66023862116248
4438433,1.658029554701
3830560,1.65230130575467
1400079,1.65225821446091
4259291,1.64396614709061
2835683,1.63852668915462
2424114,1.63608414136347
611791,1.6344244453767
3129965,1.63312150476704
424460,1.62733378012701
2282214,1.62314674625944
4488517,1.61968985173004
1846526,1.6167356863433
1845346,1.61220302384691
3868521,1.61086410660664
109970,1.60839297940156
1950357,1.60706681450682
3283054,1.60517387289479
2691698,1.60154371409497
2649371,1.60046773076073
2791868,1.59687116770123
3353845,1.59354468849975
4263249,1.59093510291222
790179,1.59081621775507
4094011,1.59049014892651
2973991,1.58725374246545
481273,1.58359644129814
2159555,1.57834191850031
2834498,1.576281200011
3524461,1.57163209350392
511154,1.5704747449288
4438344,1.5663301505807
1368762,1.56338156477657
3467874,1.55883594131687
3774831,1.5532344998714
3974868,1.54987524390383
257054,1.547534595397
4461891,1.54327747961485
74465,1.52683434047839
514619,1.52104419654761
3557748,1.51610603778421
2502084,1.51483074050463
1168761,1.50900393832737
2124513,1.50848074001607
3310435,1.50193160315619
2341772,1.49877749059111
2442617,1.49474237904674
4513834,1.49311083669366
745455,1.48315363680363
2657323,1.48012754711941
1897375,1.47828482836996
3065542,1.47529977887817
807017,1.4743978149049
1113133,1.47093076852091
235632,1.46876860903814
1496044,1.46482520793418
2394796,1.45842987265845
132781,1.454967299201
3904769,1.44834145165488
1374349,1.44780667813579
1525341,1.4467569639085
1113167,1.44645945797006
699888,1.44609187583428
3701485,1.44464766115062
2853130,1.44453755944879
2723053,1.44325905892784
3523515,1.43927468500665
3606547,1.43627615153149
4113770,1.43486000121205
2658149,1.4327707368164
2508179,1.43205126550802
537184,1.43181063125653
2252590,1.4314478553287
4187670,1.43024421708656
631503,1.42975891802855
3489818,1.4270734052763
1965688,1.40229963358911
182552,1.40131307982533
2285352,1.39659228535717
471224,1.39638053650224
3927934,1.39615928879376
2251208,1.39453089738395
1766754,1.39345504946756
2918694,1.390396818778
2173460,1.38884213267927
1409470,1.38817884759837
3125308,1.38666462187349
230038,1.38514662185733
1252645,1.37987079607647
2502787,1.37820151990522
3108334,1.37436377238625
2534437,1.37369353482248
1355160,1.37330981949975
2498105,1.37096203110506
2609740,1.3702451826163
885024,1.36897142454926
3678854,1.36692716037525
2706296,1.3570386740681
2539960,1.3550453239459
67868,1.34421884794097
936934,1.34226535735614
2735113,1.34022058021608
2559617,1.33942484170673
2974387,1.33634273680838
791161,1.33564567942661
2824685,1.33173639415967
1702426,1.3287940025567
2308813,1.32746158315475
2824100,1.32613811699761
307431,1.31796501518143
1311643,1.30806583125812
1836831,1.30757969949531
2225897,1.3025057300962
2162799,1.30020449785287
772795,1.29985559111601
4321388,1.29932661845864
3210268,1.29685347882361
101609,1.29485475006933
2541125,1.29464629466381
1932018,1.29230347031902
482498,1.29136367323498
743164,1.29085408311602
337776,1.28701765024724
2911662,1.28301687375856
3852570,1.28227459190294
2549785,1.27968304761854
1896440,1.27831557604238
3795040,1.27366855100323
1459738,1.27236345072343
3019760,1.26954333495464
3193,1.26941204029978
3509132,1.26833484957082
2061230,1.26695660854972
1474619,1.26395545595658
4272940,1.25999291518609
1156486,1.25751672794966
1730545,1.2564209512794
33089,1.25300085662659
3981032,1.25197540020621
4598876,1.24733669289485
2770110,1.24655263572948
1768435,1.2454263862669
2401948,1.2439052110114
4208174,1.24381484365363
2932058,1.24302788580655
187719,1.23983245691174
2030588,1.23880304256953
704708,1.2380329304903
93077,1.23773722269359
1177432,1.23620553724883
3568049,1.23505262667826
1885711,1.23426964321322
993731,1.23220081767491
4092647,1.2281417178419
3999330,1.22175406881329
2346091,1.22172672009328
211044,1.2161052152622
2149114,1.21515001422191
1612863,1.21407876102786
4109631,1.21025582594085
2871624,1.20799248097892
2592692,1.20592619107455
2367560,1.19834048708545
4120910,1.19687227664596
927321,1.19209473128183
3389623,1.18705655708792
2161571,1.18277523823826
928363,1.18273787341191
4525264,1.18229242993679
104388,1.18108140821893
4002426,1.17924717374668
3491511,1.17466439761463
3949931,1.17388542920906
2148891,1.17179596389139
3879923,1.16978102053863
4421537,1.16829220123136
2723305,1.16754638674366
1029028,1.16362046500518
434004,1.16341997314228
993911,1.16161436022131
2265331,1.1607672473378
1644298,1.15853022400458
1115015,1.15794538191745
846078,1.15771481354265
2705455,1.15562081006883
3250185,1.15482659080616
2453779,1.15255118872968
2631787,1.15011221476765
2080419,1.14975287933019
2091460,1.14931767097358
2181089,1.14929250598709
4469235,1.14808945664523
3920782,1.14778962069587
600874,1.14767672901282
654741,1.1473490416203
828915,1.14647885392223
573311,1.14480243929482
628982,1.14283942426082
841365,1.14238396719532
3640557,1.14192717970793
2479153,1.13954910228655
3148016,1.13924037190633
372734,1.13825539357974
594014,1.13531849602384
2805850,1.13216712951589
2952344,1.13185160085209
473434,1.1313144301007
2824966,1.13038429977103
4617528,1.13021292995128
3780113,1.12902185972858
3988914,1.1274320147229
4284570,1.12446514439429
3405625,1.12250090256484
2328936,1.12049153253267
2347281,1.11783164044878
2681773,1.11758004578501
3047841,1.11739091146061
2721693,1.1169174945674
1330584,1.11673278090778
1763875,1.11545750601844
756773,1.11515677239452
4513016,1.11461241279595
3473507,1.11281055467253
4048712,1.11009582843122
3564832,1.10876069531614
1841216,1.10810098346418
3209937,1.10733948817872
162657,1.10725631036743
351839,1.10652118950629
1944235,1.10165128361754
399613,1.09985292338024
2342936,1.09976845951403
1783092,1.09966954247539
4565652,1.09759062154643
3782935,1.09712851886257
741529,1.09705000279478
3301598,1.09605656003596
248746,1.09200715534105
1550078,1.09113684443938
3379834,1.0888838391987
2910540,1.08754177067862
667966,1.08712106858466
3791429,1.08615010398188
3700066,1.08435376320702
67922,1.08428129928933
505961,1.08253532336857
2243571,1.08098121918558
3442429,1.08001078406677
2676443,1.07876993639178
147221,1.0773086962806
3753279,1.07367435339171
4517756,1.07271020766458
2206687,1.0722397042564
4015569,1.07171627977932
632340,1.07150434359465
1974579,1.07062864413267
3024493,1.07014914291033
2633052,1.06965975564374
2918154,1.0692750276
3220107,1.06705275793301
207789,1.06610533463194
498335,1.06597982493947
3598765,1.0645176528119
1124742,1.06213465163576
1238235,1.06000756798133
3528425,1.05959990070972
2306564,1.05954326146505
1337164,1.0595406088448
3489205,1.0567816021526
840904,1.0552423866461
1707164,1.05380611452034
2539269,1.05318262646251
3389726,1.05248815757738
2720668,1.05211527307309
2064066,1.05089187472349
1933670,1.04631219637105
20216,1.04489635117105
1341597,1.04442797792448
2199117,1.04431729951242
3675612,1.04415284996791
281104,1.0437625878749
978271,1.04375082933537
235932,1.04344492918015
4113391,1.04324949730109
3027713,1.0423521826279
766415,1.04093344530834
1701319,1.04088551846688
4118778,1.04011827588746
3198230,1.040087960178
27662,1.03947043422735
3087573,1.03869466418717
2330582,1.0357301187696
2795914,1.03542562013233
4512802,1.03050331317061
93257,1.03000580860163
2241506,1.02951649833601
1348529,1.02930354729122
2214161,1.02875108978453
2657127,1.02749949367274
479493,1.02553035392456
3576875,1.02482400401698
1798722,1.02468551935107
2507933,1.02440015768767
4013082,1.02421777129104
3501168,1.02278633340053
4116703,1.02263421075668
2712979,1.02171741787834
3659582,1.02041843688083
1142223,1.02002263592032
1318010,1.01693944497636
4377520,1.01635404398962
1040791,1.01502755802673
4624037,1.01419943262631
1865517,1.01413226600606
4057171,1.01407677042854
2120350,1.01382015881383
3039133,1.00980936397018
4285531,1.00649660482195
1079206,1.00471480063299
1611196,1.00387796407032
1143862,1.00328998474228
2924073,1.00131987208394
3382244,0.997973500046808
472365,0.997686374968703
3505870,0.996722908075145
1242990,0.996531140247139
2193123,0.996313759983644
4151107,0.992887893353324
2086980,0.990590365234425
4157455,0.988169582282126
1017257,0.987346854501929
4563463,0.982382742673064
995720,0.979510404010204
2081058,0.97876130789226
2603864,0.977905713987049
4029680,0.97632317886928
3891796,0.975979603879514
3820971,0.974809474773546
1308418,0.974649163766814
437669,0.974642722085339
745293,0.973738611949577
4153309,0.973247387816556
4572031,0.972019145116647
3791851,0.969608271918889
4100856,0.969511807576599
502538,0.969208250820106
2621465,0.96598631113314
682522,0.964152455570952
934226,0.96352150326738
4488295,0.96255435851592
1817312,0.962371078699517
1956915,0.959385358549372
2945724,0.957382523423114
924498,0.956456856101317
747516,0.956403878887583
2688122,0.954253084003656
2506116,0.953395748974799
2395174,0.953285941568279
3314853,0.953170173533262
822337,0.952533339104999
1757445,0.950901566442079
3460472,0.948133484482603
1644363,0.947664913287559
503219,0.946830318744512
4520257,0.945835187771678
1781279,0.945640370295167
4174541,0.944165449362025
4634162,0.942577164550869
2126536,0.941324862578896
415641,0.939895765093934
1772870,0.93935947765382
2941530,0.938395078127652
925375,0.937955834687914
2031736,0.937809551219253
1115036,0.936934354662449
1810409,0.934118290429044
4632215,0.930179511324974
811425,0.93004834182942
4151075,0.9296996197033
2509968,0.9254126746271
2358063,0.925394342610838
3571882,0.923814307903754
2215719,0.921180153570812
3554380,0.920452341763024
4494114,0.920366258054479
2874012,0.919839547419863
487116,0.918975087039673
1153675,0.917201467717977
4456506,0.916422639034845
633774,0.916150404201208
93405,0.915060818767208
2323854,0.913579909532866
1518710,0.913574454198954
3295250,0.910882781154881
4033211,0.910679422307602
1148585,0.909690783881809
4627263,0.909445460420741
556632,0.909279646796547
3859403,0.908872526868159
1780252,0.90806508271455
943803,0.907803925898581
3286683,0.905986627523756
142507,0.905625430884564
1698984,0.904636875863561
633688,0.902838359030071
270871,0.900615414940649
1536917,0.899955108410754
1487723,0.897213799546243
1617428,0.895955922391484
2382378,0.89526265138117
2125785,0.895206514694732
38247,0.893965646233106
1555308,0.892693507883202
3883155,0.89242748310424
4334245,0.889791849439423
207723,0.889238312525724
1124566,0.888849654301953
3753129,0.888831839457414
3683137,0.887900136575571
4174607,0.885437298000962
4606179,0.885258554788852
2631445,0.885243419330189
326733,0.884158008369657
3493444,0.881795866393481
3101235,0.881400131517484
773909,0.879692458877609
65495,0.879465763246702
4190751,0.876873753475248
3710752,0.876759251813851
1812210,0.876561188378055
3214702,0.876438468080549
141152,0.87584146511827
1347159,0.87236416755396
492302,0.871036257345862
2948209,0.86875871302817
1172042,0.867838442633005
1689718,0.865968197862613
1592816,0.86357857630143
1978923,0.863571576387342
3887493,0.862979122218095
3511986,0.862154047359673
277278,0.8617900092958
3437038,0.861612092828085
1840661,0.861209157840458
4282000,0.860477965157504
4534740,0.860109563963196
640391,0.860038210312392
946592,0.858790821673006
4101525,0.857275376349062
4075391,0.857016823062035
3908869,0.85681089150202
3810099,0.855712938932527
3357303,0.854355799139419
251093,0.854267150949411
3747779,0.854236484381418
1192756,0.853850222435248
1114701,0.853530191765225
2724507,0.852705999305297
525081,0.85054037776767
3530274,0.850171436613429
1766735,0.849706438392669
4583078,0.849015904446952
3160174,0.848615812371176
1826798,0.848346782304157
3076885,0.848205546067125
25536,0.847791937900114
654305,0.847164170103578
2214973,0.846358875351581
1184212,0.846278231903753
249566,0.845766220646393
3642084,0.844870921519329
4340591,0.844237281444022
406762,0.8439251021238
2391948,0.843331742092231
1611727,0.842645399767015
2581798,0.842122970166652
686117,0.841931229499463
654081,0.841595589026959
3528483,0.841477408614133
1955194,0.840194915386764
1152524,0.839088614231899
3693254,0.838706780461569
1241736,0.838594186002569
2362950,0.83855073469518
1495598,0.837665756672123
3145378,0.836313721039107
2663065,0.836166014234191
1008779,0.835889773141274
693308,0.835833192016942
1190738,0.835754956358906
2016771,0.835536715009199
4114395,0.835119605952886
2198612,0.834295487594166
3312794,0.834214307769818
2619781,0.831347242979764
2064146,0.83007515562152
3242783,0.829842552317741
2617413,0.829513825025782
4437190,0.826405124214886
2199147,0.825810317732778
4116346,0.825780346329893
473846,0.824693335837615
3199207,0.823713801525192
1430322,0.82148681122538
3183153,0.820989565135555
443343,0.82081089817143
15215,0.818303692229189
356436,0.817161314171054
3371160,0.816823553863911
115823,0.815871093689402
1307858,0.814630978865102
1582167,0.814465282915763
4608989,0.813538929791698
1963799,0.813143817532772
1106605,0.812367473167712
1829347,0.811396675538326
196447,0.809687172202511
650993,0.808677951110225
3084743,0.808207917774498
2334441,0.805872922787055
844422,0.805456709570984
2073112,0.803259484660042
1891387,0.801185156855673
2381439,0.800851280475722
1944697,0.80026435993337
2494260,0.799712876111829
658760,0.799444123493197
4122196,0.79914059167593
3889698,0.798964851450283
3816300,0.797986263516874
3850390,0.796521667985964
1289710,0.796519075387067
4487635,0.796254207892228
589717,0.796195424984839
1364034,0.795719115144794
2229208,0.794185887936194
536862,0.794169425836529
3573097,0.794087728445583
178572,0.79390866198775
4232712,0.793352430726301
123339,0.792729300641232
2715541,0.791225275319038
3368314,0.790546432759709
4278233,0.789348421939552
3750696,0.787267432856767
1347258,0.786361899654609
3400894,0.785044281941025
1798900,0.783088171142118
4053248,0.782888097836966
2554320,0.782369865592373
1736361,0.782280067531736
3543123,0.781770368939664
3810997,0.781691259068058
4335847,0.781228087275448
979520,0.779479874477935
4434706,0.779407022917412
722656,0.776835551995226
3717280,0.775342051591773
2892895,0.774809975095578
3163373,0.774671387593003
133789,0.774405986053632
2896337,0.774301069537029
3985204,0.773926975456468
642973,0.773626170544492
462226,0.773584996278499
1779820,0.773376927047487
4219039,0.772896467864097
206186,0.772714560899913
1688223,0.772092860375239
4305106,0.768867249664989
3576988,0.767397371384306
4512928,0.76737771234157
3219993,0.7672353318769
2836035,0.766582583669919
482029,0.76593406200374
3349530,0.76586042510793
4244151,0.765461232620481
1592106,0.764502152819528
3410786,0.764399603597468
1169762,0.76435455189241
1401289,0.764029400045868
3571847,0.762620746227875
4561084,0.762206245192185
3576759,0.760341809431287
433651,0.760225635983742
3583770,0.759966219647944
3001244,0.758768957188966
489067,0.757230409179673
2537084,0.757043596897158
1534298,0.756159031208032
2030486,0.756034711485694
4117379,0.755842636315526
3156762,0.755841878769767
145774,0.755197986495161
3868090,0.753516229324513
4364600,0.753114523363736
3502093,0.751713401711395
1593557,0.750360597179428
73107,0.750319760129854
2872004,0.749888709430764
4474921,0.749725189514872
2431793,0.74968439595035
3149955,0.74797041211857
1128077,0.747611913711339
3479539,0.74748475422029
3093805,0.745511074589502
4251673,0.743704920159143
1152424,0.743313862542704
2164907,0.74292159773325
1778232,0.7428789462914
1640076,0.742606463767399
3996426,0.742022385532018
4033030,0.74130576905386
4615407,0.74076025857496
1307702,0.740759661788594
2315448,0.740125470609822
4513179,0.73820838382485
1385879,0.737830793551964
3683303,0.736370514481025
38445,0.736274258321966
3306068,0.735282828689734
1745826,0.735137908219711
1340422,0.735064368004464
1460334,0.734949142611942
1534209,0.734652868759966
1184665,0.732406556360225
1490349,0.731567988994637
1647482,0.730738065026746
806193,0.730690085808634
4132679,0.730102983737915
1420971,0.729822187694752
4408273,0.728951249381294
4279140,0.728012443602896
4110085,0.726560655230237
2658699,0.725277056693998
3569697,0.725090958360542
109255,0.724480186034741
1239084,0.724021472440161
3744836,0.72376718919209
550370,0.723264488766086
442384,0.72200665671167
2703222,0.721124275069148
880206,0.721123961061216
1665766,0.720805313609963
2692632,0.720224083995727
897101,0.72020325194382
3859168,0.71993215092166
1059590,0.719879667945046
2801234,0.719373555844662
1614408,0.718125225075442
2534287,0.71777644205555
3832591,0.716545361084849
2081515,0.71593789340241
2248740,0.715742846743811
1568441,0.715252566330693
4154407,0.713465593467296
2090440,0.712838668683357
2649949,0.712658106799254
842333,0.711943790809351
399216,0.711499646613216
1168358,0.711469988886003
4626461,0.710659502621452
3406716,0.710607547029764
2944490,0.709925093071917
232452,0.708697760082084
829240,0.708520266605009
55467,0.707804981501339
2242143,0.706573277033402
2951722,0.706372190268152
3709667,0.706280216572781
3385734,0.705757650931136
1612126,0.704524342971446
2965574,0.704264025110289
665735,0.704193652151457
3602236,0.70396244006976
429564,0.703674108814349
2351807,0.702754082733479
3119938,0.702536708606378
2811759,0.702170663869588
4638673,0.700244527539673
1263839,0.699716650733345
4194326,0.698514518247479
1604680,0.69834313999626
2097367,0.697677810739032
1159603,0.697633098921309
4256717,0.697452538700199
981599,0.697390907906
1451695,0.696730646629001
3596146,0.696206961180079
2150668,0.695143445179179
1346231,0.694407357319848
50911,0.694022217155518
2720612,0.692515935168873
4624492,0.692130185079259
3539716,0.691819650905146
44442,0.688158057268488
921167,0.687620798324661
2975245,0.687185193504898
1567644,0.685685392566458
1710274,0.685645187590291
4076344,0.68415813214782
4149066,0.683915439921824
468702,0.683608331391186
1708354,0.682657745579314
4078958,0.682416447207279
4224254,0.682031772161449
587791,0.681922909843437
2982124,0.681627894351413
2539093,0.681376144429957
4503921,0.681299745696317
1847302,0.680344812282385
4340787,0.679888840447234
3353926,0.679189448790458
3165221,0.678767224304187
3363289,0.678699395056014
1362257,0.678675852870215
743831,0.677641395400788
2658173,0.677617628613849
3275618,0.677231370276277
1560007,0.676791718034213
442978,0.676234999542244
1432061,0.675714387244745
1635269,0.675488308417182
3872292,0.675338186779566
2692913,0.675047156880035
818137,0.674302434010924
4129511,0.673913970426426
2440899,0.673826697771216
3887976,0.673632438205481
883144,0.673231211548118
363608,0.672773814691673
2058435,0.672465680067251
2405933,0.67182256275551
2812640,0.67115199009213
146469,0.670449722176968
2227474,0.670317217773704
3163707,0.670168419134076
740660,0.669725629044384
3877755,0.669350259033754
2520395,0.669187969603829
3641288,0.669151165978338
4633805,0.668587225003444
3961214,0.667625995256079
3627967,0.666321424900033
2271985,0.665509347510498
1897014,0.66507825984777
66458,0.664196839555167
4423555,0.663429858610419
1794297,0.662638595684826
171233,0.662499115332129
3414610,0.662276010066146
747383,0.661641391660207
1969682,0.661391177630046
4336567,0.661205591182761
3909377,0.661186774773671
795613,0.660569112427815
915190,0.660396871265455
3868304,0.659631157279886
94784,0.659197361016491
2981416,0.659051314949637
2294309,0.658702809704451
3717712,0.658125836924326
4250618,0.658030911139572
3618791,0.657916830738095
2393415,0.657380491029861
2979175,0.657119039601479
1517997,0.6569200976449
3313267,0.655735774524959
1828868,0.655123155871916
1504610,0.654933670889025
785188,0.654917377271945
30069,0.654882126401758
2330102,0.65408325747322
4404149,0.652935819580195
1499533,0.652667274774087
548534,0.652525487130597
4136749,0.651966133154025
2274085,0.651403949124078
2724842,0.65087965349481
4520776,0.650873844357795
2421636,0.650744268308327
689428,0.650522535403419
3775302,0.650350675553371
112305,0.649780146422885
863395,0.649631613319824
2835616,0.649493644724558
4610106,0.649374397145695
2506849,0.648849993457375
3114863,0.648199435076628
3447155,0.648181956727416
3851046,0.647305417345794
3554860,0.647298963619602
2870488,0.646261672236502
791116,0.646236260676023
4042120,0.645862448724573
2622343,0.645800852877615
3352189,0.645675218068224
3207517,0.645533953388478
498164,0.64548333445218
4126367,0.645481053091374
592811,0.644882409511619
3178380,0.644806295352106
4032722,0.644678558675698
4272690,0.644098355166522
2294802,0.643484026149406
1744061,0.643464057659522
4633015,0.64259925279014
999536,0.642116875919085
3866347,0.641911793553865
4402224,0.640374758974931
2372959,0.64023701933071
1422811,0.640194022838619
3239055,0.640104951042957
2083471,0.637662364345335
502647,0.637438680091622
1812202,0.636494321378517
3503862,0.636137869592293
4299572,0.635877584684392
4232435,0.63523347036778
2004645,0.635087217787951
4083823,0.634921240375444
3517566,0.634817716921982
198403,0.633594317068047
1738625,0.633408978018157
880968,0.633266429832699
760956,0.633154111551484
2769936,0.632206620860252
671022,0.631312837703459
1259237,0.631305185302701
836713,0.630997250506964
1798686,0.630629895350605
1207538,0.629958587893752
1155919,0.629814134506332
2792325,0.629641796352262
3977208,0.629067965020456
342721,0.62879177608251
3364086,0.628366112387166
2951492,0.628154653514458
840102,0.627972810751845
3997464,0.627951795705538
2201400,0.627347327490869
693799,0.627319560544139
3243633,0.626813487788382
1521937,0.626808242829816
508704,0.625870068422237
1334447,0.625385895112241
4307451,0.624572944260714
2649510,0.623352254187578
2644564,0.622762132728183
761910,0.622670839331186
3704376,0.622453164282088
99389,0.622303268212711
1781756,0.620998555376538
863305,0.620493501682014
4478987,0.6204048671637
819693,0.620312919202907
3887167,0.620201087635221
3054162,0.619932428583002
3438721,0.619772534959074
3123939,0.618464182814073
3263037,0.618441557788876
1944404,0.618224014706381
2875865,0.617933986717682
4447020,0.617886427802968
4488090,0.61578371332121
4000271,0.614823252276496
1152435,0.61464795503708
3278538,0.614570229462303
3392357,0.614545955356934
4408983,0.614109946103268
692194,0.613763831973767
262008,0.613172200521087
1353720,0.612482783874008
2769320,0.611145566276965
3017568,0.610549099215469
2863907,0.6105350135393
2078569,0.61035794416087
1676712,0.610179696545143
3675014,0.610055061745094
1194144,0.609327373876574
2950762,0.609249632529521
2071105,0.608666504582485
2217809,0.608481376706983
1670601,0.608457256175157
3069015,0.60839878152826
2539214,0.608111225761675
4091867,0.608045313978048
741319,0.607875545241096
649832,0.606972457279253
3101199,0.606439888716476
3830896,0.606170197256549
3976010,0.605569747058745
1683564,0.605512611745622
746125,0.605049237173534
3932450,0.603090565918215
4104760,0.602785999889266
1965666,0.60231240716337
3650402,0.602106185640023
923794,0.601090926466386
2713638,0.600596206210391
3949918,0.600171360063201
3681693,0.599434128056947
3433449,0.599068001276014
2762438,0.599008073044263
1591487,0.598950352805094
2293101,0.598891564443869
59833,0.598692565811808
2424820,0.598667522812846
797969,0.597667450420766
4616007,0.596670914322615
1495928,0.59408236055721
1409971,0.593917226111575
3642473,0.593352107221919
3422710,0.593272213102795
2693985,0.593256701087575
4610821,0.592417758892796
1173912,0.592243701070872
2950743,0.591457357116025
4424286,0.591324104921131
3643942,0.590249664880922
4399805,0.589452329896112
1070216,0.589181218103473
2622290,0.587849909252487
2581110,0.587643178813178
1306273,0.587554439395154
2510123,0.586907530636861
632082,0.586361104026221
1998346,0.586263639054872
3453473,0.585845269212191
2290693,0.58553457534904
4000661,0.585351590583265
3440485,0.585288283334618
3200612,0.585279602376236
120158,0.584898105848355
3048188,0.584884536064405
110445,0.584766052184569
864858,0.584748870367973
3708284,0.584414711565021
1506228,0.58429360903088
459953,0.583693273619762
1100405,0.583515424076765
2811802,0.58321288665388
3408145,0.582978581745428
309372,0.582091822575807
2030043,0.581455573277719
