	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	width	start	end	strand	threshold_OE
25	gene-b3031	1892.83902807377	1.72631835975112	0.231416343960235	7.45979445621073	8.6657558550934e-14	1.32308760395566e-11	yqiA	582	3175425	3176006	-	TRUE
26	gene-b3453	5005.45087081076	-1.73022960081615	0.232458415942407	-7.44317900387323	9.82907548140917e-14	1.4429838889438e-11	ugpB	1317	3591009	3592325	-	TRUE
27	gene-b3510	45090.2309684393	-1.53762369310841	0.207439368135626	-7.41240058204907	1.24033432872706e-13	1.7534652343523e-11	hdeA	333	3656408	3656740	-	TRUE
28	gene-b4539	3948.47462946153	1.61222596583467	0.219589315745972	7.34200550859107	2.10416733020205e-13	2.86843096406473e-11	yoeB	255	2089211	2089465	-	TRUE
29	gene-b2630	32544.921367769	1.68514140557059	0.229679778479869	7.33691671388601	2.18570525146493e-13	2.87684032580746e-11	rnlA	1074	2765918	2766991	+	TRUE
30	gene-b3927	64674.2767815537	-1.46911299641514	0.200856084054124	-7.31425688862512	2.58809608947383e-13	3.2929209245072e-11	glpF	846	4118486	4119331	-	TRUE
31	gene-b1205	196400.600468253	1.61839886122142	0.222428070310219	7.27605494650137	3.4372363474928e-13	4.23223585109033e-11	ychH	279	1258791	1259069	+	TRUE
32	gene-b2241	28236.4354857743	1.48873088565958	0.206641319475336	7.20442014907513	5.82913701188961e-13	6.95306749199458e-11	glpA	1629	2352647	2354275	+	TRUE
33	gene-b0979	3463.42580719047	-1.58032468985468	0.219545157947245	-7.19817601367652	6.1023340089467e-13	7.05836633701502e-11	appB	1137	1039296	1040432	+	TRUE
34	gene-b1164	2020.96176681087	-1.75601633817484	0.245202866849007	-7.16148371648597	7.98084957744651e-13	8.70368652488952e-11	ycgZ	237	1215789	1216025	+	TRUE
35	gene-b1206	8754.43625647689	1.58748810775973	0.221556705501634	7.16515487159572	7.76986652460207e-13	8.70368652488952e-11	dauA	1680	1259124	1260803	-	TRUE
36	gene-b2426	9184.00203594401	1.67504410920361	0.236970783831535	7.06856804083671	1.56540592922236e-12	1.65976511995604e-10	ucpA	792	2543832	2544623	-	TRUE
37	gene-b1748	13342.2620417721	-1.43163484249453	0.204739123973422	-6.9924829935307	2.70063258906425e-12	2.78603097093466e-10	astC	1221	1830762	1831982	-	TRUE
38	gene-b2699	14898.2226691376	1.47830388054312	0.211529178943227	6.98865228867499	2.77539310473757e-12	2.78780933704823e-10	recA	1062	2822708	2823769	-	TRUE
39	gene-b2017	4288.62189873123	1.57340697236859	0.225534835068903	6.97633681239485	3.02975884899267e-12	2.96527936579616e-10	yefM	252	2089462	2089713	-	TRUE
40	gene-b1732	5628.35084194458	-1.50239050171125	0.217696368749498	-6.90131172302665	5.15245281432106e-12	4.91672809806588e-10	katE	2262	1813867	1816128	+	TRUE
41	gene-b3599	12985.2666050717	-1.50233120098676	0.219248759041547	-6.85217653023101	7.27347197936998e-12	6.77142501103786e-10	mtlA	1914	3772281	3774194	+	TRUE
42	gene-b3081	1569.59612346813	-1.67126980784798	0.245445525513761	-6.80912721610922	9.8192621733435e-12	8.92383897991718e-10	fadH	2019	3231665	3233683	+	TRUE
43	gene-b0623	72363.8697742083	1.7990174749587	0.264440286373071	6.80311422905002	1.02381403109253e-11	9.08813524809344e-10	cspE	210	657292	657501	+	TRUE
44	gene-b0380	2191.52223366608	1.7279642286684	0.254594450457778	6.78712448586923	1.14390502966383e-11	9.70285666272629e-10	yaiZ	213	399593	399805	+	TRUE
45	gene-b2242	21583.9441091475	1.4506768865045	0.213730596588919	6.78740858658937	1.14165549169116e-11	9.70285666272629e-10	glpB	1260	2354265	2355524	+	TRUE
46	gene-b0870	4097.99266014125	-1.79803962717198	0.267266374149609	-6.72751906367945	1.72580229779127e-11	1.43204073275419e-09	ltaE	1002	908293	909294	-	TRUE
47	gene-b3926	76267.2245741003	-1.41695989834497	0.211741515588474	-6.69193235160774	2.20242683921181e-11	1.78865175431308e-09	glpK	1509	4116955	4118463	-	TRUE
48	gene-b0458	1352.15596349469	1.74234283022867	0.264593721523351	6.58497420194797	4.54964381740272e-11	3.61791467729712e-09	ylaC	471	478781	479251	-	TRUE
49	gene-b1897	14073.2721396694	-1.47783394864124	0.224773553151631	-6.57476792941163	4.87291097706112e-11	3.79589820396782e-09	otsB	801	1981587	1982387	-	TRUE
50	gene-b1002	25851.9079064018	1.34243268748951	0.204721834347678	6.55734983895106	5.47724174696265e-11	4.18132634963129e-09	agp	1242	1065585	1066826	+	TRUE
51	gene-b1581	7545.45007082694	-1.94115165602283	0.296825429803213	-6.5397080610976	6.16390353703568e-11	4.61325878448337e-09	rspA	1215	1653927	1655141	-	TRUE
52	gene-b3750	1820.4930839864	1.57719849419405	0.241501897048043	6.53079132492403	6.54230986032377e-11	4.80230706477997e-09	rbsC	966	3936529	3937494	+	TRUE
53	gene-b3751	3000.39681228333	1.46092110500622	0.224792084223946	6.49898820970404	8.0861998150948e-11	5.82358956494658e-09	rbsB	891	3937519	3938409	+	TRUE
54	gene-b2532	5274.74032387215	1.50088138968981	0.231096481232193	6.49460944488291	8.32490918119832e-11	5.88447747122852e-09	trmJ	741	2662583	2663323	-	TRUE
55	gene-b0757	2441.23038937927	1.50942903337663	0.23379025642551	6.45633849953691	1.07266536865329e-10	7.44429765845381e-09	galK	1149	788831	789979	-	TRUE
56	gene-b3360	1532.43852501192	-1.62211517578134	0.251586772586713	-6.4475375994668	1.13681975025803e-10	7.74864461916948e-09	pabA	564	3490266	3490829	-	TRUE
57	gene-b2243	9815.4168183874	1.38415199102598	0.215899849405637	6.41108363362221	1.44488900449397e-10	9.67568654412889e-09	glpC	1191	2355521	2356711	+	TRUE
58	gene-b3727	2284.86338918755	1.57111886350445	0.246009336409846	6.38641966371147	1.69814578448565e-10	1.11755559644512e-08	pstC	960	3909439	3910398	-	TRUE
59	gene-b3528	27621.4400945403	1.28909053958661	0.203979027464216	6.31972098118157	2.62035990642486e-10	1.69523962081757e-08	dctA	1287	3682161	3683447	-	TRUE
60	gene-b4728	5574.22362444209	1.43237100958015	0.22718840694686	6.30477157188388	2.88619243557969e-10	1.83609942110128e-08	yadW	66	176552	176617	+	TRUE
61	gene-b1165	2963.45809127863	-1.39293938460726	0.222596250338462	-6.25769473874459	3.9070962857353e-10	2.44481746272978e-08	ymgA	273	1216068	1216340	+	TRUE
62	gene-b1983	474.670599059362	1.9297917437249	0.309686534830376	6.23143574770503	4.6217955298172e-10	2.8453860544052e-08	yeeN	717	2056858	2057574	+	TRUE
63	gene-b1297	1551.66003878829	-1.49124124466828	0.239766490516089	-6.21955654211075	4.98561940320216e-10	3.02065226381312e-08	puuA	1419	1359490	1360908	-	TRUE
64	gene-b2662	3153.0391317017	-1.64970643924783	0.265439205170342	-6.2150067025297	5.13224591910755e-10	3.06090354269274e-08	gabT	1281	2792735	2794015	+	TRUE
65	gene-b1145	793.642722840361	1.71372615094427	0.276927010504624	6.18836764178931	6.07904191212831e-10	3.56980045824519e-08	ymfK	675	1202259	1202933	-	TRUE
66	gene-b1747	7377.09652221683	-1.29747425845275	0.210635582088903	-6.1598056965756	7.28342538874237e-10	4.212247683156e-08	astA	1035	1829731	1830765	-	TRUE
67	gene-b3725	2677.67422874144	1.38881709350331	0.226056684479152	6.14366744652222	8.06375793742362e-10	4.59393493240985e-08	pstB	774	3907593	3908366	-	TRUE
68	gene-b3699	11395.530953576	1.27223099305579	0.207475804131939	6.13194872712363	8.68090840587805e-10	4.87279814488772e-08	gyrB	2415	3877705	3880119	-	TRUE
69	gene-b1874	5990.44597772744	1.6136235857917	0.26456327261425	6.09919725382468	1.06602455320383e-09	5.81287959939861e-08	cutC	747	1958520	1959266	-	TRUE
70	gene-b2671	1760.38011108702	1.54126505705033	0.25263964228879	6.10064613410323	1.05640549508106e-09	5.81287959939861e-08	ygaC	345	2799650	2799994	-	TRUE
71	gene-b0383	741.111565107371	1.67140140475489	0.27556095486536	6.06545076595317	1.3158407553261e-09	7.07403403250665e-08	phoA	1416	401747	403162	+	TRUE
72	gene-b1814	48621.7761768918	1.3610913564462	0.225526022977083	6.0351853789596	1.58780302587211e-09	8.41756131910256e-08	sdaA	1365	1896932	1898296	+	TRUE
73	gene-b2535	20008.1011008641	-1.24886000467132	0.207123760940962	-6.02953518706766	1.64431913835836e-09	8.5977618508409e-08	csiE	1281	2665435	2666715	+	TRUE
74	gene-b2093	2106.51605802587	1.71732148514488	0.286868056361139	5.98645072905203	2.14469516989113e-09	1.10625695452357e-07	gatB	285	2174282	2174566	-	TRUE
75	gene-b0204	229595.982328931	1.26416223153931	0.212129991847055	5.95937528933094	2.53204007148591e-09	1.2886395937149e-07	rrlH	2904	225759	228662	+	TRUE
76	gene-b0066	978.81205120591	1.74100853863352	0.293591230454199	5.93004271939629	3.0285587622405e-09	1.52105378887789e-07	thiQ	699	72229	72927	-	TRUE
77	gene-b1423	3373.05768685411	-1.36367318620803	0.230581831952423	-5.91405304859145	3.33790302427997e-09	1.6546462134645e-07	ydcJ	1344	1495288	1496631	+	TRUE
78	gene-b1746	8198.16735255833	-1.23508963639674	0.209188793937396	-5.90418642007356	3.54391251679207e-09	1.7342453944353e-07	astD	1479	1828256	1829734	-	TRUE
79	gene-b3508	445.040160181582	-1.9462174830505	0.329919580961905	-5.899066303904	3.65564323851416e-09	1.76627724574792e-07	yhiD	648	3655255	3655902	-	TRUE
80	gene-b3726	1384.55931073939	1.5260217365784	0.260915796170716	5.84871348908263	4.95389529864116e-09	2.36362729436416e-07	pstA	891	3908549	3909439	-	TRUE
81	gene-b4069	16735.8978440283	-1.33495509864923	0.229307910795858	-5.82167049543123	5.8262328812952e-09	2.74552233430911e-07	acs	1959	4286654	4288612	-	TRUE
82	gene-b2997	433.35957752033	1.87750183417647	0.32353227371981	5.80313615266231	6.50858979837513e-09	3.0296691780973e-07	hybO	1119	3145143	3146261	-	TRUE
83	gene-b0201	118586.264748436	1.32528525463064	0.228493241015098	5.80010703486441	6.62726042747507e-09	3.04774133152679e-07	rrsH	1542	223771	225312	+	TRUE
84	gene-b1243	9635.69210084106	1.33354219871131	0.230137588730091	5.79454319509411	6.85073905342396e-09	3.11300844844277e-07	oppA	1632	1301182	1302813	+	TRUE
85	gene-b2631	13811.3706069994	1.4562925074173	0.253759093925064	5.73887810242319	9.53057846057413e-09	4.27979035106017e-07	rnlB	372	2766984	2767355	+	TRUE
86	gene-b1922	549.45488485583	1.83506508708982	0.321243328103036	5.71238350046367	1.11404680124975e-08	4.88772027628768e-07	fliA	720	2001070	2001789	-	TRUE
87	gene-b3275	76702.9900060282	1.29516751822399	0.226698306104409	5.71317686700088	1.10886324394497e-08	4.88772027628768e-07	rrlD	2904	3423880	3426783	-	TRUE
88	gene-b0414	2146.22388774862	1.31439084536251	0.230694879371802	5.69752934673577	1.21556063046041e-08	5.27249423462204e-07	ribD	1104	433455	434558	+	TRUE
89	gene-b1745	4942.10260609542	-1.22318441872239	0.214944321174895	-5.69070358331131	1.26516968780768e-08	5.42601426782236e-07	astB	1344	1826916	1828259	-	TRUE
90	gene-b3709	1955.20280996927	1.94427475027071	0.343439791536429	5.66118078971779	1.50334941088755e-08	6.37587189039753e-07	tnaB	1248	3890236	3891483	+	TRUE
91	gene-b1454	733.791223234361	-1.91583685401947	0.339079933215457	-5.6501039027931	1.60350884959449e-08	6.72592668011226e-07	yncG	618	1526247	1526864	+	TRUE
92	gene-b1702	10732.8738531608	1.16966365940931	0.208547813846143	5.6086114634231	2.03956324516036e-08	8.46197055084469e-07	ppsA	2379	1784734	1787112	-	TRUE
93	gene-b0978	6365.3075946775	-1.18067277336294	0.210638527498059	-5.60520806609712	2.08004938431545e-08	8.53714892465812e-07	appC	1545	1037740	1039284	+	TRUE
94	gene-b0528	510.9733252525	1.8848014015689	0.337071346363603	5.59169867715705	2.24858801023546e-08	9.13070259049868e-07	ybcJ	213	556661	556873	-	TRUE
95	gene-b0529	1390.20771324948	1.53111040260695	0.275124992996704	5.56514472178577	2.61934931417699e-08	1.05242698233827e-06	folD	867	556875	557741	-	TRUE
96	gene-b4592	492.755207895326	-1.67698072580946	0.302252003642494	-5.54828654764851	2.88482797976794e-08	1.14701962487231e-06	appX	93	1040445	1040537	+	TRUE
97	gene-b2410	2050.66285306567	1.27361338115532	0.230149844673351	5.53384419165239	3.13287295638284e-08	1.23280165716632e-06	yfeH	999	2526946	2527944	+	TRUE
98	gene-b4167	7809.53818878736	-1.17826363650389	0.213819145211885	-5.51056190658833	3.57689977768913e-08	1.39316596443259e-06	nnr	1548	4395307	4396854	+	TRUE
99	gene-b0964	1619.63167929645	-1.45379692467742	0.26405246062338	-5.50571246806515	3.67678217159221e-08	1.40936160487394e-06	yccT	663	1027111	1027773	-	TRUE
100	gene-b1872	1539.61899742705	1.33747086732314	0.242957011580544	5.5049692067839	3.6923280190567e-08	1.40936160487394e-06	torZ	2430	1954578	1957007	-	TRUE
101	gene-b2302	1321.96418650863	-1.45265908771875	0.265138003606768	-5.47887917973925	4.28028498736764e-08	1.61760869275072e-06	yfcG	648	2420621	2421268	+	TRUE
102	gene-b0116	8843.26767745192	1.26237658347522	0.23096207833493	5.46573096577602	4.61003090403676e-08	1.72514587850082e-06	lpd	1425	127912	129336	+	TRUE
103	gene-b1244	974.725633381397	1.53734702268204	0.281411688687317	5.46298211653255	4.68201783873903e-08	1.73507398936572e-06	oppB	921	1302899	1303819	+	TRUE
104	gene-b0385	16050.1221264261	1.31988122914013	0.24228984185292	5.44753019378069	5.10740472370551e-08	1.87451575292153e-06	dgcC	1116	403703	404818	+	TRUE
105	gene-b3830	3132.0535684449	-1.24815205057504	0.229224947257036	-5.44509690376524	5.17771901611329e-08	1.88222414138137e-06	ysgA	816	4016595	4017410	-	TRUE
106	gene-b0980	1534.01032064141	-1.55535076400059	0.286362256538698	-5.43140979122157	5.59105773044229e-08	2.01330824123568e-06	appA	1299	1040617	1041915	+	TRUE
107	gene-b1142	2996.70721904334	1.4538319383028	0.268795741133675	5.40868665616169	6.34885962993614e-08	2.24385159328391e-06	ymfH	312	1201069	1201380	-	TRUE
108	gene-b2511	8145.67238421861	-1.17708150986356	0.217619336705257	-5.40890128462158	6.34125683070634e-08	2.24385159328391e-06	der	1473	2635884	2637356	-	TRUE
109	gene-b1858	5238.72134988166	1.21296725662257	0.225946285223119	5.3683876919011	7.94436367040479e-08	2.78198496604909e-06	znuC	756	1942662	1943417	+	TRUE
110	gene-b3278	102618.409689598	1.40015030608245	0.261580209629032	5.35266145733315	8.66699099212845e-08	3.00744587426857e-06	rrsD	1542	3427221	3428762	-	TRUE
111	gene-b4142	16883.3090939091	-1.23092185014605	0.231064031458837	-5.32718936121105	9.97441621018634e-08	3.42994114182714e-06	groS	294	4371929	4372222	+	TRUE
112	gene-b2591	202854.448585163	1.33126987405138	0.25100080141538	5.30384710544516	1.13387291976857e-07	3.86427940603271e-06	rrsG	1542	2729616	2731157	-	TRUE
113	gene-b3708	13448.2633395005	1.80663638402783	0.341010400696817	5.29789232333141	1.17147010118513e-07	3.95708086391474e-06	tnaA	1416	3888730	3890145	+	TRUE
114	gene-b0381	2397.52833017542	1.25486498960193	0.238011074854794	5.27229663732035	1.34727086609187e-07	4.51099376830935e-06	ddlA	1095	399829	400923	-	TRUE
115	gene-b2340	26999.9976593198	1.07744229262361	0.205428436853719	5.24485465169962	1.56405577955255e-07	5.19130513961052e-06	sixA	486	2456327	2456812	-	TRUE
116	gene-b3597	1396.00429173516	-1.34753612444279	0.257695624721518	-5.22917735176537	1.70265970469896e-07	5.60263111451374e-06	yibH	1137	3770243	3771379	-	TRUE
117	gene-b3228	2719.27897075211	1.18079605134621	0.226240412231024	5.21920924604951	1.79688662358222e-07	5.86215063437037e-06	sspB	498	3376279	3376776	-	TRUE
118	gene-b1896	62976.5635393633	-1.25149757388303	0.240151907759578	-5.21127475337791	1.87547453427638e-07	6.06668330282454e-06	otsA	1425	1980188	1981612	-	TRUE
119	gene-b2091	1824.56173989518	1.33234710592343	0.25602669552118	5.20393821906439	1.95108893750479e-07	6.2582407348368e-06	gatD	1041	2171833	2172873	-	TRUE
120	gene-b0464	1030.04355454384	-1.44301243247488	0.278027227501776	-5.19018387314481	2.10086516928711e-07	6.62727467038753e-06	acrR	648	485761	486408	+	TRUE
121	gene-b3041	23116.1335028918	1.05285641029701	0.202841260898997	5.19054360848835	2.09681005090011e-07	6.62727467038753e-06	ribB	654	3183813	3184466	-	TRUE
122	gene-b3001	9845.35092590345	1.22244186204501	0.23595287776773	5.18087286584557	2.20849984519194e-07	6.90970812221118e-06	gpr	1041	3147897	3148937	+	TRUE
123	gene-b3199	5380.90044860377	-1.12727728627772	0.217726277481151	-5.17749763289511	2.24881796443499e-07	6.97864891890109e-06	lptC	576	3342836	3343411	+	TRUE
124	gene-b2912	1513.78448286613	1.25436403019594	0.24286272304403	5.16490968426032	2.40555046028561e-07	7.40482750557273e-06	fau	549	3056241	3056789	+	TRUE
125	gene-b1167	543.274170384439	-1.72545054076201	0.334688497613644	-5.15539241134551	2.53100330475859e-07	7.72867169141083e-06	ymgC	249	1216748	1216996	+	TRUE
126	gene-b3516	4789.4538166088	-1.19474708129649	0.232131919584173	-5.1468453086361	2.6490359953974e-07	8.024897138438e-06	gadX	825	3664986	3665810	-	TRUE
127	gene-b2219	2688.42669751701	1.31160322595124	0.255043669249469	5.14266137172103	2.7087359976423e-07	8.14113803385878e-06	atoS	1827	2320043	2321869	+	TRUE
128	gene-b0325	5075.18905929105	-1.15197286666201	0.224551919193434	-5.13009584064018	2.89594696005916e-07	8.63580433323891e-06	yahK	1050	342884	343933	+	TRUE
129	gene-b0485	3116.70131842726	-1.15324397454858	0.225625619478426	-5.11131660143254	3.19921308979383e-07	9.46619873158376e-06	glsA	933	511641	512573	+	TRUE
130	gene-b3529	1436.62879686383	-1.25175872597136	0.24812897655603	-5.04479058973872	4.54018338384872e-07	1.33306769047312e-05	pdeK	1989	3683630	3685618	-	TRUE
131	gene-b0008	14385.7205315158	1.10149089985739	0.218506857730998	5.04099006912374	4.63129502909882e-07	1.34943916992902e-05	talB	954	8238	9191	+	TRUE
132	gene-b1565	4093.42090353594	1.11840113677741	0.223090057198364	5.01322717301993	5.35246407273372e-07	1.5477541943655e-05	ydfV	306	1645897	1646202	+	TRUE
133	gene-b2094	8571.35118188878	1.27478317138423	0.254518591393353	5.00860532193531	5.48258708221848e-07	1.56171902185283e-05	gatA	453	2174597	2175049	-	TRUE
134	gene-b3272	1341.12661662271	1.38978012292025	0.277475618877983	5.00865671924634	5.4811234187346e-07	1.56171902185283e-05	rrfF	120	3423423	3423542	-	TRUE
135	gene-b3123	9913.43148728039	1.65751835762895	0.331247126140457	5.00387241677117	5.61899532327669e-07	1.58871889992201e-05	rnpB	377	3270216	3270592	-	TRUE
136	gene-b3472	1835.89589300048	1.23913205969495	0.247769760985161	5.00114321767118	5.6991355328364e-07	1.59952943594386e-05	dcrB	558	3609955	3610512	+	TRUE
137	gene-b3509	42406.3210259772	-1.18220804354112	0.236568118950988	-4.99732613499813	5.81307093292604e-07	1.61959793802764e-05	hdeB	327	3655966	3656292	-	TRUE
138	gene-b0384	4170.2764667765	-1.1442638778179	0.229082911631166	-4.99497701365092	5.88427756024831e-07	1.62755706141071e-05	psiF	321	403281	403601	+	TRUE
139	gene-b3530	3080.22114306658	-1.13738699893545	0.227952892228328	-4.98957037928781	6.05137245628486e-07	1.66173299752801e-05	bcsC	3474	3685700	3689173	-	TRUE
140	gene-b0799	2236.5677243628	1.17978717077572	0.236741315355131	4.98344435151062	6.24622835522793e-07	1.70298954513607e-05	dinG	2151	833070	835220	+	TRUE
141	gene-b0124	14379.2641115718	-1.06369933561944	0.213947478316801	-4.97177785869658	6.63416958099474e-07	1.7959308716778e-05	gcd	2391	138835	141225	-	TRUE
142	gene-b4717	1424.0562107896	1.66119145679148	0.334523308521044	4.96584666741385	6.84019848141613e-07	1.83344145014888e-05	micL	80	1958441	1958520	-	TRUE
143	gene-b4311	361.346995064051	2.00395254674589	0.403612820289905	4.9650369017181	6.86880082188343e-07	1.83344145014888e-05	nanC	717	4540026	4540742	-	TRUE
144	gene-b1976	4490.6455966785	1.09167260230488	0.220258817082501	4.95631737591681	7.18418298013118e-07	1.9043073913306e-05	mtfA	798	2043651	2044448	+	TRUE
145	gene-b1718	127390.820415031	1.08430326300184	0.219624547900236	4.9370768129908	7.93022424773148e-07	2.08756316921318e-05	infC	543	1800096	1800638	-	TRUE
146	gene-b0096	233479.585723559	1.1119956611401	0.226130902012095	4.91748651442882	8.76624937987918e-07	2.29183382760266e-05	lpxC	918	106557	107474	+	TRUE
147	gene-b0284	1100.79259869911	-1.82086278955282	0.371070058668831	-4.90705931943134	9.24520779334839e-07	2.40060939776944e-05	paoC	2199	298736	300934	-	TRUE
148	gene-b0827	1929.2629630409	1.13635243974839	0.232227509831857	4.89327229392915	9.91730437063233e-07	2.55772640423673e-05	moeA	1236	865129	866364	-	TRUE
149	gene-b3160	1024.52320093867	-1.3726672351894	0.281030920813551	-4.88439930814623	1.03744641843111e-06	2.65767314037016e-05	yhbW	1008	3303448	3304455	+	TRUE
150	gene-b2610	4592.99224373842	1.09438474459086	0.224948185962292	4.86505254491942	1.14426403679926e-06	2.91177055230851e-05	ffh	1362	2746434	2747795	-	TRUE
151	gene-b1819	24354.2967561289	1.00405024366135	0.206569210080379	4.86059971508172	1.17030676919496e-06	2.95831850199812e-05	manZ	852	1903895	1904746	+	TRUE
152	gene-b4177	17734.3325236558	1.09054267916916	0.225181262460207	4.84295481451028	1.27922387452235e-06	3.21236679542883e-05	purA	1299	4405928	4407226	+	TRUE
153	gene-b3229	6881.12100831523	1.01236660091085	0.209194877982667	4.83934697958875	1.30266444301734e-06	3.24984979019423e-05	sspA	639	3376782	3377420	-	TRUE
154	gene-b2067	1100.67989281341	-1.22266583819191	0.253532793477576	-4.82251554688942	1.41758976718742e-06	3.51359749438597e-05	dgcE	3318	2143266	2146583	+	TRUE
155	gene-b3033	1624.47121775037	1.20659710655493	0.250362971812596	4.81939121356213	1.43996944775302e-06	3.54604089166018e-05	yqiB	423	3176858	3177280	-	TRUE
156	gene-b2096	174821.734161367	0.987340441403779	0.204972162585679	4.81694894052291	1.45769970199762e-06	3.56669215546468e-05	gatY	855	2176350	2177204	-	TRUE
157	gene-b0073	933.290804071052	-1.32504506353672	0.275601005634327	-4.80783827507077	1.52571111151668e-06	3.70932440296762e-05	leuB	1092	80867	81958	-	TRUE
158	gene-b2979	484.568424747626	-1.55938152599836	0.327108325476179	-4.76717162037481	1.86830156980897e-06	4.51348550124104e-05	glcD	1500	3126522	3128021	-	TRUE
159	gene-b4280	1652.92882883027	1.39628658466884	0.293892417579256	4.751012619413	2.02400499113004e-06	4.858884937826e-05	yjhC	1119	4506528	4507646	+	TRUE
160	gene-b3854	352067.093645952	1.13418344502836	0.238792081292894	4.74966941486308	2.03749445802787e-06	4.86069771643273e-05	rrlA	2905	4038760	4041664	+	TRUE
161	gene-b1308	1448.02775019009	1.27735066879452	0.269009914580527	4.74834048695313	2.05092550968278e-06	4.86234948475726e-05	pspE	315	1369689	1370003	+	TRUE
162	gene-b1074	194.434407900769	2.21702516811271	0.467250640828154	4.74483066343849	2.08680833223427e-06	4.88671619885779e-05	flgC	405	1131438	1131842	+	TRUE
163	gene-b3162	33272.281669226	1.00927908758204	0.212679726766191	4.74553500198724	2.07955947780348e-06	4.88671619885779e-05	deaD	1890	3305971	3307860	-	TRUE
