	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	width	start	end	strand	threshold_OE
36	gene-b2014	1539.6727929889	2.05046612907073	0.279265271231314	7.34235990042722	2.09860153647076e-13	2.52590012709106e-11	plaP	1359	2085704	2087062	-	TRUE
37	gene-b3661	630.703714162139	-2.05592867576189	0.281955562034732	-7.2916762518366	3.06122070426219e-13	3.58493765177515e-11	nlpA	819	3839175	3839993	-	TRUE
38	gene-b0217	206.517589604088	2.3608575327306	0.325583485348436	7.25115873185041	4.13221061385401e-13	4.71180752363932e-11	yafT	786	237335	238120	+	TRUE
39	gene-b0333	15838.6545182991	-1.81145244434194	0.25023089177742	-7.23912396057488	4.51592139050135e-13	5.01730445770317e-11	prpC	1170	350012	351181	+	TRUE
40	gene-b3874	1633.42857374863	-2.12237318512113	0.294026108063313	-7.21831540437258	5.26355236399983e-13	5.70174309830281e-11	yihN	1266	4063488	4064753	+	TRUE
41	gene-b2296	44194.350797345	1.93345102681603	0.274184685854075	7.05163755150441	1.76824307413367e-12	1.86873103420029e-10	ackA	1203	2413470	2414672	+	TRUE
42	gene-b0334	10283.9724136339	-2.00088248010047	0.284418806144037	-7.0349865651541	1.99280203601019e-12	2.05590743381718e-10	prpD	1452	351215	352666	+	TRUE
43	gene-b1388	1589.90786434323	-1.91931318892096	0.274682489888612	-6.98738820118923	2.80050571153559e-12	2.82199796467063e-10	paaA	930	1453927	1454856	+	TRUE
44	gene-b0060	3130.51544271436	1.77467386726012	0.258962490245993	6.85301514352262	7.23094278937476e-12	7.12083525144564e-10	polB	2352	63429	65780	-	TRUE
45	gene-b0343	1051.9985931107	-2.20673954047188	0.323418674445898	-6.82316673349987	8.90551920186193e-12	8.5750254892595e-10	lacY	1254	361926	363179	-	TRUE
46	gene-b0233	989.716808773009	1.95208809401606	0.28630730092203	6.81815688153783	9.22159118673182e-12	8.68633795915413e-10	yafO	399	252301	252699	+	TRUE
47	gene-b0779	12913.2694734011	1.82462035968556	0.269599144505078	6.7679011483332	1.30663976454911e-11	1.20461065953006e-09	uvrB	2022	813526	815547	+	TRUE
48	gene-b3126	1046.76713356241	-1.92991326442588	0.28806092564401	-6.69967042600874	2.08890119168102e-11	1.88566851324039e-09	garL	771	3272787	3273557	-	TRUE
49	gene-b3260	4112.38837375749	1.74067546310515	0.260508826581047	6.68182911861382	2.35978100124002e-11	2.08672062823939e-09	dusB	966	3410280	3411245	+	TRUE
50	gene-b3605	13478.1619612814	-2.20553502247825	0.330311506885426	-6.67713651054632	2.43655974839368e-11	2.11152267795797e-09	lldD	1191	3779827	3781017	+	TRUE
51	gene-b1741	2505.29158768508	1.77891952518697	0.269908944532262	6.59081353628255	4.37422981629665e-11	3.71637995961046e-09	cho	888	1823515	1824402	+	TRUE
52	gene-b3707	94948.5423134659	-1.75360911669074	0.267308985087537	-6.56023259418864	5.37239134147738e-11	4.47664840050413e-09	tnaC	75	3888435	3888509	+	TRUE
53	gene-b3742	4517.50741085199	-1.71900374697279	0.26248067058933	-6.54906794893971	5.78972858226154e-11	4.73337621640364e-09	mioC	444	3927253	3927696	-	TRUE
54	gene-b3429	4711.69754779649	-1.65043631964205	0.253205846411551	-6.51816039413048	7.11748638430345e-11	5.6186701618913e-09	glgA	1434	3566600	3568033	-	TRUE
55	gene-b4109	568.352732356757	-2.04101650052906	0.313142309387375	-6.51785606525692	7.13193766222067e-11	5.6186701618913e-09	crfC	2229	4328376	4330604	+	TRUE
56	gene-b3873	5670.39916860026	-1.73365918601412	0.266642740353523	-6.50180531341518	7.93617681930465e-11	6.14061681393698e-09	yihM	981	4062406	4063386	+	TRUE
57	gene-b3882	323.975802742957	-1.85987326244932	0.28753929749386	-6.46824026719005	9.91507598683073e-11	7.53719723700658e-09	yihU	897	4073916	4074812	-	TRUE
58	gene-b3708	1660666.52211129	-1.72703383258827	0.271843010980604	-6.35305585513653	2.11079027992479e-10	1.57690591084726e-08	tnaA	1416	3888730	3890145	+	TRUE
59	gene-b3261	1483.44265972666	2.02145215131626	0.31989018345068	6.31920657742824	2.62909633929603e-10	1.93082617596096e-08	fis	297	3411271	3411567	+	TRUE
60	gene-b2069	1994.17864749142	1.89771180622004	0.304191660242794	6.23853988865232	4.4167400610872e-10	3.18962244744847e-08	yegD	1353	2147674	2149026	+	TRUE
61	gene-b1392	510.189234458779	-1.81952217215242	0.292422047836506	-6.22224687096685	4.90085078864742e-10	3.48121089626382e-08	paaE	1071	1456430	1457500	+	TRUE
62	gene-b1519	3647.66907924287	-1.62808426590777	0.264940984698797	-6.14508271628373	7.99218548685963e-10	5.58550640557464e-08	tam	759	1607346	1608104	+	TRUE
63	gene-b2365	5133.2040252449	1.9822165027849	0.323530445936247	6.12683142400608	8.96463630994257e-10	6.16567763983828e-08	dsdX	1338	2477847	2479184	+	TRUE
64	gene-b0383	1162.36917576582	-1.62119352561069	0.265498564858424	-6.10622331037903	1.02016249114394e-09	6.90681886582296e-08	phoA	1416	401747	403162	+	TRUE
65	gene-b3451	611.471445675077	-1.80238659511827	0.295891939171164	-6.09136768026537	1.11950096708502e-09	7.46276567750677e-08	ugpE	846	3589182	3590027	-	TRUE
66	gene-b4593	201.986586377781	1.85901543786619	0.308256911148473	6.03073400995312	1.63216639286977e-09	1.07154196671284e-07	ymgI	174	1222990	1223163	-	TRUE
67	gene-b3880	563.125271896994	-1.63182414080678	0.27209465347965	-5.99726646568903	2.00666641366852e-09	1.29774411498891e-07	yihS	1242	4071756	4072997	-	TRUE
68	gene-b1518	2848.00594068562	-1.91549712611732	0.320694606728239	-5.97296333000241	2.32982283653042e-09	1.4845768162774e-07	lsrG	291	1606999	1607289	+	TRUE
69	gene-b1517	13462.4624535189	-1.89678674422717	0.319594707010841	-5.93497546304115	2.93889448466267e-09	1.84554055102077e-07	lsrF	876	1606100	1606975	+	TRUE
70	gene-b3370	135.931732008597	-1.91669967773513	0.323514809928116	-5.92461185366139	3.13035881344763e-09	1.93769210552409e-07	frlA	1338	3499910	3501247	+	TRUE
71	gene-b0729	42689.9258953513	-1.60434992820576	0.272496027728342	-5.88760849682981	3.91823943296694e-09	2.39122978352757e-07	sucD	870	764180	765049	+	TRUE
72	gene-b4335	742.116662585982	-1.62847576169632	0.278478200901893	-5.8477674605131	4.98214364406594e-09	2.99828172357469e-07	yjiM	1152	4565940	4567091	-	TRUE
73	gene-b2796	285374.224966687	1.50769846233709	0.263029834211562	5.73204354120682	9.92277904892817e-09	5.81018940797375e-07	sdaC	1290	2928229	2929518	+	TRUE
74	gene-b4043	20346.1979877322	1.51421423994436	0.26414969809564	5.73240950438683	9.90138652191533e-09	5.81018940797375e-07	lexA	609	4258356	4258964	+	TRUE
75	gene-b0593	728.901018042008	1.88727543791164	0.329733148622644	5.72364484976756	1.04262592143483e-08	6.0235974901028e-07	entC	1176	624885	626060	+	TRUE
76	gene-b3660	774.838145415901	-1.54801696914947	0.270838702085849	-5.71564166135604	1.09290829335387e-08	6.23101530934518e-07	yicL	924	3838248	3839171	+	TRUE
77	gene-b3872	2442.37545531103	-1.56553661795029	0.274204075089907	-5.709384944177	1.13385177033028e-08	6.3804931439495e-07	yihL	711	4061688	4062398	+	TRUE
78	gene-b4044	8752.12575724243	1.54726983926258	0.271926438985312	5.69003089598859	1.27016387993343e-08	7.05592319455326e-07	dinF	1380	4258983	4260362	+	TRUE
79	gene-b1973	4016.21762136712	1.53092013032038	0.270315269817136	5.66346152533677	1.48349445368686e-08	8.13668540231034e-07	zinT	651	2041375	2042025	+	TRUE
80	gene-b2798	2342.73201324896	1.50560478101589	0.266097597510805	5.65809235070133	1.53064771176852e-08	8.29037066886625e-07	ygdG	756	2931055	2931810	+	TRUE
81	gene-b4506	777.2108806355	1.63915345082697	0.290132923108258	5.64966372401434	1.60762007760228e-08	8.59977505709963e-07	ykgO	141	312374	312514	-	TRUE
82	gene-b4310	48730.016505604	-1.85702882933773	0.330366019933051	-5.62112541027692	1.89717484210613e-08	1.00249495010315e-06	nanM	1107	4538900	4540006	-	TRUE
83	gene-b2234	21668.6837121082	1.69588484263151	0.305146646993001	5.55760602104996	2.73499858710125e-08	1.42780106962768e-06	nrdA	2286	2344865	2347150	+	TRUE
84	gene-b1171	162.66903979786	1.74079149139112	0.313630694560647	5.55045000882241	2.84935183852288e-08	1.45249900191996e-06	ymgD	330	1222305	1222634	-	TRUE
85	gene-b4469	1065.8970474284	1.50657004026117	0.271418021277449	5.5507369524337	2.84467848954239e-08	1.45249900191996e-06	ygiQ	2220	3158927	3161146	-	TRUE
86	gene-b0382	1490.00976888419	-1.49778556357857	0.27108597456616	-5.52513115433432	3.29239568723125e-08	1.62113074008784e-06	iraP	261	401386	401646	+	TRUE
87	gene-b2155	1136.30094196073	1.54555513540929	0.279601051477745	5.52771574799429	3.24427135883532e-08	1.62113074008784e-06	cirA	1992	2244778	2246769	-	TRUE
88	gene-b3502	816.554911485671	-1.46543240059678	0.265155865503447	-5.52668294859097	3.26341934156469e-08	1.62113074008784e-06	arsB	1290	3648935	3650224	+	TRUE
89	gene-b0335	8702.81814875733	-2.06517502764455	0.376323338476225	-5.48776760964833	4.07045077209102e-08	1.98171496578319e-06	prpE	1887	352706	354592	+	TRUE
90	gene-b4016	45314.6965118212	-1.60917790040559	0.294333729884213	-5.46718821875636	4.57230470253622e-08	2.20131069734327e-06	aceK	1737	4219837	4221573	+	TRUE
91	gene-b0835	1672.83021608065	1.74647631295225	0.321301922382543	5.43562360287684	5.46051165086886e-08	2.60004362452909e-06	rimO	1326	876710	878035	-	TRUE
92	gene-b0905	10998.8070829266	1.68468546932161	0.310242653121192	5.43021874127511	5.62850203077601e-08	2.6270481202262e-06	ycaO	1761	954872	956632	-	TRUE
93	gene-b1861	5398.4228364931	1.37537579345606	0.253296588710957	5.42990255200607	5.63848315672829e-08	2.6270481202262e-06	ruvA	612	1945365	1945976	-	TRUE
94	gene-b1515	5343.40661692955	-1.50379344464512	0.27797921595679	-5.40973338409182	6.31186461389454e-08	2.90950099702181e-06	lsrD	993	1604047	1605039	+	TRUE
95	gene-b0245	88.0678641258297	1.88374594932505	0.348951302236035	5.39830611679696	6.7273014045823e-08	3.06835757747948e-06	ykfI	342	263328	263669	-	TRUE
96	gene-b1229	236.222729808184	1.75507385194865	0.326080630062721	5.3823309026699	7.35274383506623e-08	3.31869156638979e-06	tpr	90	1287087	1287176	-	TRUE
97	gene-b4567	1281.66065194082	1.4462346220425	0.272331052342908	5.31057552783759	1.09279584129372e-07	4.88153028899554e-06	yjjZ	237	4607045	4607281	+	TRUE
98	gene-b0819	2453.55951520715	1.44742042241278	0.274089055769566	5.28083990201223	1.28593021381386e-07	5.51676793708461e-06	ldtB	921	854824	855744	-	TRUE
99	gene-b2659	1072.67501466495	-1.42434400421001	0.269536287421295	-5.28442391871233	1.2610094111401e-07	5.51676793708461e-06	csiD	978	2788985	2789962	+	TRUE
100	gene-b3132	977.616328328992	-1.58800805856382	0.300647945334733	-5.28195214105248	1.27814591405802e-07	5.51676793708461e-06	kbaZ	1281	3278914	3280194	+	TRUE
101	gene-b4311	29384.8188115379	-1.58483485812544	0.299802136364867	-5.28626939534768	1.24836012146848e-07	5.51676793708461e-06	nanC	717	4540026	4540742	-	TRUE
102	gene-b3588	918.507298980935	-1.56822126183196	0.297279731552549	-5.27523774877585	1.32584087669039e-07	5.63222403794066e-06	aldB	1539	3754973	3756511	-	TRUE
103	gene-b1728	326.056649940276	1.58693340845839	0.301806323539645	5.25811848422032	1.45536744160781e-07	6.12243410144333e-06	ydjM	591	1810211	1810801	+	TRUE
104	gene-b3124	662.741141153467	-1.46727703378258	0.280556587760513	-5.22987909674417	1.69620933855448e-07	7.06699525380441e-06	garK	1146	3270625	3271770	-	TRUE
105	gene-b0331	30392.1253407916	-1.42602259931237	0.27304360683965	-5.222691773735	1.76340777577618e-07	7.27699608803638e-06	prpB	891	348682	349572	+	TRUE
106	gene-b0234	141.524566464389	1.69637085089365	0.324929003915788	5.22074308679844	1.78206620052774e-07	7.28461589328932e-06	yafP	453	252709	253161	+	TRUE
107	gene-b4058	10943.247546689	1.33312660045117	0.256148656633465	5.20450357996139	1.94515874862404e-07	7.87698397924108e-06	uvrA	2823	4272290	4275112	-	TRUE
108	gene-b3127	945.616816809596	-1.57685745378992	0.304478357578738	-5.17888189600518	2.2321972514365e-07	8.83820628810621e-06	garP	1335	3273573	3274907	-	TRUE
109	gene-b3566	826.685514711337	-1.4466124094257	0.279380913653483	-5.17792139236805	2.24371726677056e-07	8.83820628810621e-06	xylF	993	3731131	3732123	+	TRUE
110	gene-b3599	6065.91325336863	-1.30275306555491	0.251549362838593	-5.17891618111879	2.23178710349476e-07	8.83820628810621e-06	mtlA	1914	3772281	3774194	+	TRUE
111	gene-b3749	30006.3495237959	1.31709858629498	0.254488277339211	5.17547841521754	2.27327712221518e-07	8.8739727662688e-06	rbsA	1506	3935019	3936524	+	TRUE
112	gene-b0295	538.864124729944	1.61709865363461	0.312848624441985	5.16894922110961	2.35413844890345e-07	9.10757312419522e-06	ykgL	228	312112	312339	+	TRUE
113	gene-b1109	11340.4879961035	1.34786196435651	0.261182118383829	5.16062115085426	2.4613181904743e-07	9.43795727373907e-06	ndh	1305	1166085	1167389	+	TRUE
114	gene-b3128	1179.97718115898	-1.50693648436348	0.293233103797891	-5.13903943601854	2.76146445867433e-07	1.04959872802069e-05	garD	1572	3275282	3276853	+	TRUE
115	gene-b2660	387.462005996468	-1.46985809822127	0.286667562633207	-5.12739594504441	2.93777252989881e-07	1.1069015975697e-05	lhgO	1269	2789982	2791250	+	TRUE
116	gene-b3709	168631.445978297	-1.50357088042647	0.293932174158987	-5.1153667839479	3.13131880920129e-07	1.16965555174734e-05	tnaB	1248	3890236	3891483	+	TRUE
117	gene-b3184	2158.35185563543	1.32598724309611	0.259913361939654	5.10165092398742	3.36703358108495e-07	1.23638614464755e-05	yhbE	966	3331770	3332735	-	TRUE
118	gene-b3568	377.736043455698	-1.42648977499541	0.279563499816179	-5.10256087054775	3.35087916486691e-07	1.23638614464755e-05	xylH	1182	3733720	3734901	+	TRUE
119	gene-b0799	6719.92104664407	1.30359888316474	0.256258624658526	5.08704393813804	3.63687599590645e-07	1.32425073027417e-05	dinG	2151	833070	835220	+	TRUE
120	gene-b2789	396.960631826399	-1.58222869003295	0.311850341493404	-5.07367951709111	3.90196014371569e-07	1.40893277522667e-05	gudP	1353	2920748	2922100	-	TRUE
121	gene-b3381	278.329837101704	-1.47153378031455	0.290701215270049	-5.06201454626723	4.14849364049185e-07	1.48557214415299e-05	yhfX	1164	3509813	3510976	-	TRUE
122	gene-b2276	37468.1203726956	-1.31267356618191	0.262136114399259	-5.00760289817442	5.51120899902629e-07	1.92581198328878e-05	nuoN	1458	2390048	2391505	-	TRUE
123	gene-b4055	3092.18436320391	-1.40977916029913	0.28143877748341	-5.00918591569078	5.46607515479648e-07	1.92581198328878e-05	aphA	714	4270655	4271368	+	TRUE
124	gene-b4218	1081.42551090902	1.33842073507878	0.26726501001091	5.00784122479835	5.50439110209774e-07	1.92581198328878e-05	ytfL	1344	4441113	4442456	-	TRUE
125	gene-b3543	232.14834784087	-1.8486741713736	0.369289380849988	-5.00603122439788	5.55637476383366e-07	1.9260617481353e-05	dppB	1020	3704771	3705790	-	TRUE
126	gene-b2605	342.362086631458	1.53745203847171	0.307543948938255	4.99912953507788	5.75897058489206e-07	1.98044599558232e-05	yfiB	483	2743625	2744107	+	TRUE
127	gene-b1044	2218.4663556513	-1.3275394778738	0.265925505539877	-4.99214798963585	5.9711473938241e-07	2.02132669198749e-05	ymdA	312	1105414	1105725	+	TRUE
128	gene-b4342	3143.14869135705	-1.34468900757703	0.269289175532526	-4.99347589786284	5.93021894276865e-07	2.02132669198749e-05	yjiT	1518	4573655	4575172	+	TRUE
129	gene-b3471	6441.57614442192	1.42370506120429	0.285495633264577	4.98678401811108	6.139263037711e-07	2.06212610406215e-05	yhhQ	666	3609217	3609882	+	TRUE
130	gene-b3856	370.684016578743	-1.38185643063963	0.278141892340067	-4.9681708102788	6.75874166410511e-07	2.25274058696673e-05	mobB	528	4042147	4042674	-	TRUE
131	gene-b0728	39144.5361140642	-1.49349192093893	0.301034503839075	-4.96119847357204	7.00595602599499e-07	2.31731354661346e-05	sucC	1167	763014	764180	+	TRUE
132	gene-b4678	97.0824175759751	1.68926562072273	0.341413624098734	4.94785650450261	7.50351906373039e-07	2.46308697751089e-05	yoeI	63	2087052	2087114	-	TRUE
133	gene-b2277	33246.0314388737	-1.32195286641379	0.267378535524657	-4.94412486709086	7.6486669461463e-07	2.49185517877082e-05	nuoM	1530	2391512	2393041	-	TRUE
134	gene-b1746	908.22770510952	-1.37500143678516	0.279463744958552	-4.92014245708005	8.648124451176e-07	2.79644203335415e-05	astD	1479	1828256	1829734	-	TRUE
135	gene-b1494	2240.1945459259	1.27351983632616	0.260356738315149	4.89144181390315	1.00099986695702e-06	3.21283883224055e-05	pqqL	2796	1572407	1575202	-	TRUE
136	gene-b1390	827.370032778919	-1.69840997784171	0.348191016121915	-4.87781102671251	1.07269619491703e-06	3.41764162689375e-05	paaC	747	1455164	1455910	+	TRUE
137	gene-b3674	2827.18543869962	-1.51597948848514	0.310946157296511	-4.87537617980446	1.0860129913768e-06	3.43481335155889e-05	yidF	498	3855114	3855611	-	TRUE
138	gene-b3183	3891.1391086712	1.35229989135026	0.278782561498668	4.8507334321079	1.23005771524976e-06	3.86220295665016e-05	obgE	1173	3330582	3331754	-	TRUE
139	gene-b1269	6571.67096830263	1.28679027497601	0.267193295337871	4.81595271074761	1.46499218065056e-06	4.56677058903516e-05	rluB	876	1326852	1327727	+	TRUE
140	gene-b1516	5684.23657002434	-1.68011689859158	0.349165706591084	-4.81180387098899	1.49574100396653e-06	4.6293184072764e-05	lsrB	1023	1605051	1606073	+	TRUE
141	gene-b4309	6533.90031554758	-1.60757188185463	0.336027636564652	-4.78404662869251	1.71800801683339e-06	5.27952392690716e-05	nanS	981	4537855	4538835	-	TRUE
142	gene-b3881	561.962437031161	-1.40233586044728	0.293739933507851	-4.77407291443333	1.80536968709175e-06	5.50892031983702e-05	yihT	879	4073014	4073892	-	TRUE
143	gene-b4069	4264.29929428537	-1.31137525986467	0.275083866241259	-4.76718346947526	1.86819173469399e-06	5.66075159890143e-05	acs	1959	4286654	4288612	-	TRUE
144	gene-b3888	5107.10632486355	-1.23556724994593	0.259804173330567	-4.75576367425721	1.97697635271523e-06	5.94877676132993e-05	yiiD	990	4078690	4079679	+	TRUE
145	gene-b2278	67017.9429087061	-1.2038853187592	0.253426298141752	-4.75043563981594	2.02978890881458e-06	6.04310800921766e-05	nuoL	1842	2393205	2395046	-	TRUE
146	gene-b3503	142.501540113323	-1.55908471886809	0.328242456671246	-4.74979603394086	2.03621917688848e-06	6.04310800921766e-05	arsC	426	3650237	3650662	+	TRUE
147	gene-b2939	995.213961678499	1.33242854796088	0.281768872929171	4.72879965096719	2.25851111136706e-06	6.65723037112482e-05	yqgB	132	3085920	3086051	-	TRUE
148	gene-b3430	4250.09970864012	-1.27364936432539	0.270166545544459	-4.71431191363327	2.42528909776205e-06	7.10052544635335e-05	glgC	1296	3568033	3569328	-	TRUE
149	gene-b2081	2728.77681410918	1.46989278910739	0.311979480804714	4.71150469677035	2.45894429102218e-06	7.15074202214706e-05	yegQ	1362	2165668	2167029	+	TRUE
150	gene-b3431	2994.47131087454	-1.25063269535822	0.265825557452422	-4.70471201995716	2.54224548087853e-06	7.34369977909779e-05	glgX	1974	3569346	3571319	-	TRUE
151	gene-b1630	997.957550067095	1.23911226480499	0.265167002450249	4.67295045520409	2.96903407413903e-06	8.51975141936717e-05	rsxD	1059	1709142	1710200	+	TRUE
152	gene-b3675	697.916640532499	-1.53329980917551	0.328822774852183	-4.662997597611	3.11636392598627e-06	8.88368742848586e-05	yidG	363	3855608	3855970	-	TRUE
153	gene-b2797	185417.964885834	1.48603400027869	0.320086927307845	4.64259509995386	3.44060188929063e-06	9.74387450084725e-05	sdaB	1368	2929576	2930943	+	TRUE
154	gene-b0797	381.707408328228	1.39721321003197	0.301586204017585	4.63288171480981	3.60610597911101e-06	0.00010122488059721	rhlE	1365	830872	832236	+	TRUE
155	gene-b3383	807.262474382007	-1.22912279016687	0.265353066841169	-4.63202782918119	3.62101465325813e-06	0.00010122488059721	yhfZ	906	3511439	3512344	-	TRUE
156	gene-b3371	240.381786831989	-1.43111899565653	0.309211483125509	-4.62828540903716	3.68705649277562e-06	0.000102410357584595	frlB	1023	3501268	3502290	+	TRUE
157	gene-b4418	11875.6482772271	1.32887212790882	0.287502207696054	4.62212843010129	3.79822733261139e-06	0.000104826235873918	sraB	169	1146589	1146757	+	TRUE
158	gene-b3472	8786.57045621081	1.27969581909492	0.277292354964145	4.61496971043573	3.93152650356276e-06	0.000107818381898338	dcrB	558	3609955	3610512	+	TRUE
159	gene-b0727	94858.2735214988	-1.22210398235888	0.265306474443699	-4.60638582198728	4.09727866645963e-06	0.000111657285923079	sucB	1218	761522	762739	+	TRUE
160	gene-b4736	191.151214529836	1.49639251992875	0.325881481926843	4.5918304749353	4.39375210347186e-06	0.000118988299152147	yliM	66	850332	850397	+	TRUE
161	gene-b0342	164.146991540702	-1.61918399718915	0.353732705219719	-4.57742236806575	4.70740397064528e-06	0.000126690567731714	lacA	612	361249	361860	-	TRUE
162	gene-b4067	994.176987762214	-1.23338450291853	0.269742986988411	-4.57244326048603	4.82069787198589e-06	0.000128938789378487	actP	1650	4284494	4286143	-	TRUE
163	gene-b3523	111.739264065705	-1.53469612754669	0.337982615204451	-4.54075463798138	5.60532343414372e-06	0.00014900531558371	yhjE	1323	3674786	3676108	+	TRUE
