	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	width	start	end	strand	threshold_OE
23	gene-b1748	21236.3575994618	-0.801351531634321	0.195514492155911	-4.09868098675412	4.15511262401854e-05	0.00519569735072927	astC	1221	1830762	1831982	-	TRUE
24	gene-b2676	1438.18859860191	1.05523935498169	0.260143443095119	4.0563749846113	4.98402196687354e-05	0.00597251965697012	nrdF	960	2803502	2804461	+	TRUE
25	gene-b1250	958.511281138017	0.869822552715693	0.219585653941918	3.96119936389727	7.45742340827373e-05	0.00811324673974895	kch	1254	1309016	1310269	-	TRUE
26	gene-b2606	24021.9168465028	0.769163518076846	0.194422253381481	3.95614959038485	7.61674763467391e-05	0.00811324673974895	rplS	348	2744183	2744530	-	TRUE
27	gene-b3588	13500.8701763835	-0.791720400512119	0.199822513198499	-3.96211812092285	7.42877691456849e-05	0.00811324673974895	aldB	1539	3754973	3756511	-	TRUE
28	gene-b1873	504.929409970373	0.927959574866073	0.235962675553335	3.9326540635717	8.40131003758276e-05	0.00833178195451311	torY	1101	1957032	1958132	-	TRUE
29	gene-b4304	4448.85305182879	-0.788119626462325	0.200284683155075	-3.93499699551216	8.31977369144582e-05	0.00833178195451311	sgcC	1314	4530171	4531484	-	TRUE
30	gene-b2041	3524.49436879261	0.76136157915302	0.194852819125706	3.90736753293695	9.33071667794101e-05	0.0086718536372844	rfbB	1086	2111976	2113061	-	TRUE
31	gene-b2608	9637.58404978896	0.79493972896212	0.203468675672264	3.90693912139363	9.34726921960419e-05	0.0086718536372844	rimM	549	2745370	2745918	-	TRUE
32	gene-b1746	12701.9791011054	-0.761252354233429	0.200963076485511	-3.78802100140178	0.000151852016325404	0.0136476999672457	astD	1479	1828256	1829734	-	TRUE
33	gene-b1745	7634.76075465462	-0.777495685141835	0.20604306832381	-3.77346198281201	0.000160997762334867	0.0140311989234872	astB	1344	1826916	1828259	-	TRUE
34	gene-b2630	32473.9586889597	0.810959718454159	0.215895310706198	3.75626369929708	0.000172468964753445	0.0145888453714972	rnlA	1074	2765918	2766991	+	TRUE
35	gene-b2535	31906.9326294097	-0.698386177190774	0.187276901826867	-3.72916344929934	0.00019211651060305	0.0157864881284106	csiE	1281	2665435	2666715	+	TRUE
36	gene-b4215	322.454260665212	-0.904343333795822	0.24582822371557	-3.67876121027573	0.000234369573660465	0.0187235248290972	ytfI	939	4438948	4439886	+	TRUE
37	gene-b0758	1588.17506333461	0.737962430468595	0.202035530388096	3.65263688545783	0.00025956115025729	0.0201756180578369	galT	1047	789983	791029	-	TRUE
38	gene-b3347	22630.0271982635	0.685305348289389	0.188043097891277	3.64440575577849	0.000268010318781458	0.0202841493898809	fkpA	813	3476607	3477419	-	TRUE
39	gene-b2310	5436.80918657579	-0.691750854168467	0.193038360350481	-3.58348906876604	0.000339034958829439	0.025001654912653	argT	783	2427009	2427791	-	TRUE
40	gene-b1747	11640.6820678084	-0.709845185009746	0.200600818540115	-3.53859565566925	0.000402261507285777	0.0264760437461365	astA	1035	1829731	1830765	-	TRUE
41	gene-b2017	4193.39117859955	0.714707775605813	0.202210335183525	3.53447698386509	0.00040858301803942	0.0264760437461365	yefM	252	2089462	2089713	-	TRUE
42	gene-b2869	4799.62378523253	-0.744811740982228	0.210235610949803	-3.54274776579151	0.000395981250934552	0.0264760437461365	ygeV	1779	3004008	3005786	-	TRUE
43	gene-b3599	21893.2275556936	-0.67396141548889	0.190709569931529	-3.53396746545475	0.000409371466208069	0.0264760437461365	mtlA	1914	3772281	3774194	+	TRUE
44	gene-b3983	9869.74201466715	0.801203560448671	0.226916724533089	3.53082639500131	0.000414263549574458	0.0264760437461365	rplK	429	4179688	4180116	+	TRUE
45	gene-b4078	550.617765344114	0.862722573722381	0.242246294104271	3.56134477479782	0.000368960213363538	0.0264760437461365	yjcO	690	4297677	4298366	-	TRUE
46	gene-b0221	39092.5300726948	-0.735319416609837	0.214264222186764	-3.43183481173489	0.000599512603511126	0.0341311543483236	fadE	2445	240859	243303	-	TRUE
47	gene-b1469	454.884174890188	-0.853289591972269	0.24882671276956	-3.42925235990441	0.000605246478360398	0.0341311543483236	narU	1389	1542672	1544060	-	TRUE
48	gene-b1718	155857.785303263	0.679200076719786	0.197426260802252	3.44027220066784	0.000581129406814834	0.0341311543483236	infC	543	1800096	1800638	-	TRUE
49	gene-b1983	405.640785455306	0.822861021768213	0.239102907013663	3.44145134848233	0.000578602510832893	0.0341311543483236	yeeN	717	2056858	2057574	+	TRUE
50	gene-b4005	490.877271186558	-0.80009296310739	0.2329582251074	-3.43449115281731	0.000593667450871298	0.0341311543483236	purD	1290	4205883	4207172	-	TRUE
51	gene-b4067	3473.75630738536	-0.6765403774258	0.196714130470896	-3.43920579475553	0.000583423542781372	0.0341311543483236	actP	1650	4284494	4286143	-	TRUE
52	gene-b4068	936.478125063774	-0.716502767764735	0.212973588849475	-3.3642799167513	0.000767436645441621	0.0424451498517327	yjcH	315	4286140	4286454	-	TRUE
53	gene-b1164	3563.05207580718	-0.66151601690152	0.201484381517976	-3.28321238558384	0.00102631311923013	0.0546606764982566	ycgZ	237	1215789	1216025	+	FALSE
54	gene-b3002	1470.70795367175	0.727257661104748	0.221232570356704	3.28729924319983	0.00101153283384447	0.0546606764982566	yqhA	495	3148977	3149471	-	FALSE
55	gene-b0564	1233.11071152255	-0.758532283171688	0.232439977348341	-3.2633469157284	0.00110104650015818	0.0575747224446351	appY	750	583681	584430	+	FALSE
56	gene-b4069	27636.5975568025	-0.630089078081658	0.19406950943907	-3.24671855925663	0.0011674377233201	0.0599562659333679	acs	1959	4286654	4288612	-	FALSE
57	gene-b1262	1080.50178445256	-0.684285974076367	0.213289195988388	-3.20825427141476	0.00133543373756729	0.0672224187508598	trpC	1362	1318427	1319788	-	FALSE
58	gene-b2609	5949.91885085538	0.678437408985509	0.211751820436956	3.20392716145502	0.00135566769386296	0.0672224187508598	rpsP	249	2745937	2746185	-	FALSE
59	gene-b3337	664.435941255367	-0.720955092846883	0.225998091842224	-3.19009371703104	0.00142226663923122	0.0693294721089659	bfd	195	3466797	3466991	-	FALSE
60	gene-b1625	490.700616791132	0.74786830196747	0.236814124410373	3.15803925897383	0.00158834165968204	0.0742665348221458	cnu	216	1704949	1705164	+	FALSE
61	gene-b3231	3966.07473420231	0.616685290275342	0.195418166966639	3.15572139401256	0.0016010170928279	0.0742665348221458	rplM	429	3378223	3378651	-	FALSE
62	gene-b4305	5343.44613901519	-0.672849258101259	0.213117288020105	-3.15717821089101	0.00159303954657885	0.0742665348221458	sgcX	1122	4531771	4532892	-	FALSE
63	gene-b4346	1861.20760920628	0.753280276259863	0.240852624790099	3.12755684899154	0.00176265727958557	0.0804667037474303	mcrB	1380	4579199	4580578	-	FALSE
64	gene-b1847	3089.91674328564	0.608361862890889	0.195022082178955	3.1194511723685	0.00181188288280039	0.0814214870458425	yebF	357	1930034	1930390	-	FALSE
65	gene-b0465	3381.58741249485	0.604239343693636	0.195620322600688	3.08883727242923	0.00200941468413533	0.0875617671450486	mscK	3363	486536	489898	+	FALSE
66	gene-b2554	507.616693142247	-0.717499970070228	0.23213244383328	-3.09090775172101	0.00199545617208475	0.0875617671450486	glrR	1335	2687469	2688803	-	FALSE
67	gene-b4061	5031.14169332735	0.579774618698651	0.188212548193691	3.08042489336046	0.00206705480654432	0.0887290988600218	pdeC	1587	4276712	4278298	+	FALSE
68	gene-b1468	1646.68731468183	-0.647595661740984	0.212167772589595	-3.05228100307984	0.00227109383631728	0.0955454334928103	narZ	3741	1538850	1542590	-	FALSE
69	gene-b1667	2849.01626562647	0.604691606753355	0.198292618891674	3.04949125253974	0.00229229308449371	0.0955454334928103	ydhR	306	1746700	1747005	+	FALSE
70	gene-b0157	360.739850905071	0.766006133697036	0.25317295423127	3.02562387053911	0.00248120747762683	0.0971998999245825	yadS	624	177001	177624	-	FALSE
71	gene-b0598	58557.9548781592	-0.637297080671801	0.210168334900052	-3.03231731352335	0.00242683945559081	0.0971998999245825	cstA	2106	629894	631999	+	FALSE
72	gene-b4512	1795.12077002079	-0.602920633408133	0.199528551079846	-3.02172611460933	0.0025133784586359	0.0971998999245825	ybdD	198	632182	632379	+	FALSE
73	gene-b1606	428.209122542544	-0.731047026845694	0.242135916714513	-3.01915980398573	0.00253476790484829	0.0971998999245825	folM	723	1680976	1681698	+	FALSE
74	gene-b3065	1420.34322044158	0.668018903111306	0.220396394358203	3.03098834741187	0.00243754654803363	0.0971998999245825	rpsU	216	3210781	3210996	+	FALSE
75	gene-b3600	15920.6726983154	-0.603724183665116	0.198925269675779	-3.03492957254302	0.00240591861052807	0.0971998999245825	mtlD	1149	3774424	3775572	+	FALSE
76	gene-b3729	20281.5220767516	-0.620113358455892	0.206197320565958	-3.00737835367522	0.00263511565658897	0.0997183240572351	glmS	1830	3913080	3914909	-	FALSE
77	gene-b0447	1243.40493775878	0.681022862009752	0.226888269944932	3.00157809910157	0.00268584133604319	0.0999292878496288	decR	459	468383	468841	+	FALSE
78	gene-b1085	1582.89544135966	-0.643963848543756	0.214738344395542	-2.99883027577782	0.00271018235475349	0.0999292878496288	yceQ	321	1144502	1144822	+	FALSE
79	gene-b1848	1466.53214140402	0.668425241237472	0.224577565290554	2.97636694196358	0.00291685625777943	0.10486098246717	yebG	291	1930457	1930747	-	FALSE
80	gene-b3984	25680.0112319546	0.646219664050956	0.216908504706556	2.97922695527865	0.00288976650434085	0.10486098246717	rplA	705	4180120	4180824	+	FALSE
81	gene-b0728	5294.18004940966	-0.574146982942631	0.194740981769877	-2.94825967151123	0.0031956850818347	0.113466546856254	sucC	1167	763014	764180	+	FALSE
82	gene-b0957	109265.079619136	-0.550050197651439	0.188772685306118	-2.9138230287897	0.0035703224178594	0.125222527728825	ompA	1041	1019013	1020053	-	FALSE
83	gene-b3185	7585.55242371611	0.593437619395054	0.20507141270949	2.89380958347292	0.00380598892492847	0.131879809013184	rpmA	258	3332862	3333119	-	FALSE
84	gene-b2532	4978.6601814348	0.581369118205166	0.201397524219245	2.88667460267425	0.00389336656414477	0.132785235648652	trmJ	741	2662583	2663323	-	FALSE
85	gene-b2979	835.114502900791	-0.642397560896945	0.222732155107562	-2.88417072329191	0.00392445932897615	0.132785235648652	glcD	1500	3126522	3128021	-	FALSE
86	gene-b0160	413.272108032317	-0.703017931446703	0.244096631513846	-2.88008042997851	0.0039757373275422	0.132956052953621	dgt	1518	179237	180754	+	FALSE
87	gene-b3796	1804.60226818729	-0.614309072980871	0.214165973673699	-2.8683784937603	0.00412581638013393	0.135297446803105	argX	77	3983616	3983692	+	FALSE
88	gene-b4326	544.368567385524	0.725319656531483	0.252962157228837	2.86730499327351	0.00413983842791142	0.135297446803105	iraD	393	4558234	4558626	+	FALSE
89	gene-b0258	347.530568743655	0.698086327102813	0.244781366195253	2.85187691348195	0.00434619262764454	0.135394358721117	ykfC	1146	272847	273992	+	FALSE
90	gene-b0853	1613.77845606379	0.570640612747567	0.200199054060853	2.85036617892368	0.00436689221082037	0.135394358721117	ybjN	477	892957	893433	+	FALSE
91	gene-b0866	5054.08195997749	-0.540261274672661	0.188704453706003	-2.86300224537559	0.00419647589454668	0.135394358721117	ybjQ	324	904593	904916	+	FALSE
92	gene-b2302	2280.39073926425	-0.566671106125158	0.198863761804379	-2.84954433620032	0.00437819032025866	0.135394358721117	yfcG	648	2420621	2421268	+	FALSE
93	gene-b3686	2644.59076189001	0.551274154130203	0.193364276137013	2.85096174507221	0.00435872131374611	0.135394358721117	ibpB	429	3866469	3866897	-	FALSE
94	gene-b1565	4761.47522913294	0.599985896797263	0.210949650321318	2.84421375377189	0.00445211691925457	0.13621583255081	ydfV	306	1645897	1646202	+	FALSE
95	gene-b4200	2413.4415718877	0.620561980965941	0.218663335055581	2.83797912808841	0.00454001512826168	0.137442984304006	rpsF	396	4426359	4426754	+	FALSE
96	gene-b3230	5006.89065822257	0.553657655725571	0.195935528308154	2.82571344005981	0.00471754466727655	0.14132977565716	rpsI	393	3377815	3378207	-	FALSE
97	gene-b1744	4876.55576706989	-0.604709551591892	0.214631645839828	-2.81742959769858	0.00484097264704171	0.143532343638061	astE	969	1825955	1826923	-	FALSE
98	gene-b0296	17681.0302467807	0.662838738413929	0.236146556132381	2.80689563832702	0.00500214444037763	0.145314822328546	ykgM	264	312514	312777	-	FALSE
99	gene-b3360	2733.54997650299	-0.55495812602355	0.197573247743133	-2.80887282242309	0.00497152816383081	0.145314822328546	pabA	564	3490266	3490829	-	FALSE
100	gene-b0295	8911.76835582391	0.646973153710722	0.23104810873058	2.80016641237753	0.00510762681630745	0.146665588694435	ykgL	228	312112	312339	+	FALSE
101	gene-b3361	15724.6447672511	-0.527799914515933	0.188671205451969	-2.79745874974174	0.00515063437348327	0.146665588694435	fic	603	3490861	3491463	-	FALSE
102	gene-b1206	7652.63763537074	0.552961528917755	0.198240231158798	2.78935070689467	0.00528138397904165	0.147801014915898	dauA	1680	1259124	1260803	-	FALSE
103	gene-b2168	7636.66593904797	-0.5438769844929	0.195034359813583	-2.78862137426835	0.00529329086798938	0.147801014915898	fruK	939	2261427	2262365	-	FALSE
104	gene-b1440	8443.85959197107	-0.619607042809992	0.222597824719949	-2.78352694411782	0.00537713960655184	0.148698591427338	ydcS	1146	1511654	1512799	+	FALSE
105	gene-b1443	792.532561996151	-0.677298150364993	0.243896570935866	-2.77698922853282	0.00548649971714703	0.15027783987157	ydcV	795	1514762	1515556	+	FALSE
106	gene-b1014	11464.5110659896	-0.568858361176983	0.205326863355093	-2.77050139412687	0.00559700606137638	0.150439153574939	putA	3963	1074920	1078882	-	FALSE
107	gene-b1188	105485.445326286	-0.509857662236795	0.183958812174276	-2.77158596650306	0.00557839402477459	0.150439153574939	ycgB	1533	1235709	1237241	-	FALSE
108	gene-b1084	17948.2555548635	-0.517014973946065	0.187884725761269	-2.75176692437998	0.00592746915922428	0.157650962612127	rne	3186	1141182	1144367	-	FALSE
109	gene-b1441	2759.88798042328	-0.59291367902598	0.215673994105397	-2.7491199459877	0.00597555150403255	0.157650962612127	ydcT	1014	1512817	1513830	+	FALSE
110	gene-b2146	301.635595435119	0.743963888317164	0.27120410834666	2.74318812075742	0.00608458165853482	0.157650962612127	preT	1239	2234033	2235271	+	FALSE
111	gene-b2240	13858.8917279918	-0.581574123565002	0.211952520100624	-2.74388869398157	0.00607161208423268	0.157650962612127	glpT	1359	2351016	2352374	-	FALSE
112	gene-b1619	18063.4874169334	-0.503349965350389	0.184162080611764	-2.73319004476015	0.00627241290546855	0.161066602822568	hdhA	768	1697273	1698040	-	FALSE
113	gene-b3021	15050.5171058015	0.62214895526398	0.228086086950417	2.72769358088565	0.00637788229447206	0.162325570609749	mqsA	396	3167851	3168246	-	FALSE
114	gene-b0186	4807.70708462201	-0.511119454268576	0.187864645302367	-2.72067931380028	0.00651479279337229	0.162477700536084	ldcC	2142	209679	211820	+	FALSE
115	gene-b2699	13693.2586389118	0.502261682961615	0.184716216038158	2.7190990251655	0.00654600076476448	0.162477700536084	recA	1062	2822708	2823769	-	FALSE
116	gene-b4140	33029.24336678	0.607621526290698	0.223494763979112	2.71872823985929	0.00655334258073219	0.162477700536084	fxsA	477	4369905	4370381	+	FALSE
117	gene-b1015	4273.30129335874	-0.615838783233243	0.226767056930458	-2.71573301505651	0.00661292225375221	0.162553541895653	putP	1509	1079305	1080813	+	FALSE
118	gene-b3957	1806.72048525811	-0.549691280706668	0.202711392357587	-2.71169407063714	0.00669403426313771	0.163152902888001	argE	1152	4154937	4156088	-	FALSE
119	gene-b2038	919.326671911759	0.569209092037497	0.211100485268207	2.69638931106343	0.00700956896234559	0.169407733913495	rfbC	558	2109581	2110138	-	FALSE
120	gene-b4178	2333.49959273139	-0.55143228928295	0.20488153181356	-2.69146898894112	0.00711381116945878	0.170494341028029	nsrR	426	4407431	4407856	+	FALSE
121	gene-b2342	3691.32013593398	-0.531781115163606	0.197890102593513	-2.6872547347956	0.00720419881103448	0.171233684136654	fadI	1311	2459159	2460469	-	FALSE
122	gene-b1091	10280.8625810443	-0.498929240342462	0.186057885472705	-2.68158072996942	0.00732752319567366	0.172232953030191	fabH	954	1148759	1149712	+	FALSE
123	gene-b2536	2295.1123322549	-0.584933606346158	0.218272865405218	-2.67982740438324	0.00736601294252904	0.172232953030191	hcaT	1140	2666707	2667846	-	FALSE
124	gene-b2344	5567.00794712816	-0.505624563741281	0.189222861502592	-2.67211139143647	0.00753756227412989	0.174822815325787	fadL	1341	2461306	2462646	+	FALSE
125	gene-b1869	369.323328045321	-0.655573294634208	0.246599715592969	-2.65845113834714	0.0078500732695032	0.17638133377415	yecN	396	1952266	1952661	+	FALSE
126	gene-b2036	3279.84328798028	0.509797655245899	0.19120891542227	2.66618140749374	0.00767182830730174	0.17638133377415	glf	1104	2107226	2108329	-	FALSE
127	gene-b2619	1472.1813192104	0.534331804340224	0.200948055114651	2.65905437121729	0.00783603160505515	0.17638133377415	ratA	477	2754288	2754764	-	FALSE
128	gene-b3408	593.916720063846	0.69383614938071	0.260475889989196	2.66372503577774	0.00772807026027846	0.17638133377415	feoA	228	3540163	3540390	+	FALSE
129	gene-b0200	359.246228956531	0.644157728808552	0.243328136141088	2.64728008451539	0.00811421169305017	0.17650831732357	gmhB	576	222833	223408	+	FALSE
130	gene-b1197	5841.21071372866	-0.51539179746151	0.195208238201599	-2.64021540386654	0.00828533478396451	0.17650831732357	treA	1698	1245679	1247376	-	FALSE
131	gene-b1285	7812.522592251	-0.540611318731857	0.204541649771178	-2.64303783281617	0.00821658537365923	0.17650831732357	pdeR	1986	1344757	1346742	-	FALSE
132	gene-b1428	1542.31239997166	-0.532927616693075	0.200737694958809	-2.65484575182768	0.0079344680628529	0.17650831732357	ydcK	981	1499469	1500449	-	FALSE
133	gene-b3022	2966.98576147534	0.593276098112031	0.22401763688133	2.64834548909339	0.00808868148077095	0.17650831732357	mqsR	297	3168248	3168544	-	FALSE
134	gene-b3310	25798.0978089612	0.505842214075887	0.191283569546911	2.64446243487646	0.00818207880966997	0.17650831732357	rplN	372	3447778	3448149	-	FALSE
135	gene-b3418	4295.23625015328	-0.49834781943021	0.188725171635735	-2.64060069523788	0.00827591952933391	0.17650831732357	malT	2706	3553085	3555790	+	FALSE
136	gene-b0192	1811.34617620646	-0.553570689738601	0.211039100064359	-2.62307169415423	0.00871409332979913	0.181034393929345	nlpE	711	215269	215979	+	FALSE
137	gene-b0413	1298.56472344559	0.591533068012893	0.22521463084933	2.62653037141549	0.00862602941524504	0.181034393929345	nrdR	450	433002	433451	+	FALSE
138	gene-b2219	2585.27501330731	0.504978431156108	0.192795586430991	2.61924269379921	0.00881252265302791	0.181034393929345	atoS	1827	2320043	2321869	+	FALSE
139	gene-b3181	1558.79449324659	0.631889786426412	0.241125619018844	2.62058336645277	0.00877794651848182	0.181034393929345	greA	477	3328239	3328715	-	FALSE
140	gene-b4260	9012.53402652787	-0.488935557032549	0.186173488530031	-2.62623621060676	0.00863348818627426	0.181034393929345	pepA	1512	4485681	4487192	-	FALSE
141	gene-b1957	8679.30199140147	0.516510022904802	0.198202765001041	2.60596779718027	0.0091615074629148	0.186868762151369	yodC	183	2028188	2028370	-	FALSE
142	gene-b3665	386.855871154688	0.629938021622673	0.242559224198992	2.5970483031636	0.00940287002229592	0.190441226648754	adeD	1767	3843964	3845730	+	FALSE
143	gene-b2716	700.35853668826	-0.58601645017396	0.226617995154448	-2.58592195988042	0.00971189168514344	0.195324478926381	ascB	1425	2840990	2842414	+	FALSE
144	gene-b1145	648.366952040787	0.58063624829098	0.225124155538416	2.57918234896787	0.00990344937897235	0.197793891763364	ymfK	675	1202259	1202933	-	FALSE
145	gene-b1415	33422.5530411629	-0.513247284933036	0.199646420909452	-2.57078129723055	0.0101469383612834	0.201259273979663	aldA	1440	1488232	1489671	+	FALSE
146	gene-b0066	725.402341525713	0.583412306833938	0.229202826172931	2.54539752661584	0.0109153396064754	0.207731915773154	thiQ	699	72229	72927	-	FALSE
147	gene-b4506	14084.2933416192	0.60155802514735	0.235665924207712	2.55258806367418	0.0106925875054178	0.207731915773154	ykgO	141	312374	312514	-	FALSE
148	gene-b1234	2249.16201240429	-0.506343725898763	0.198755231598781	-2.54757432962016	0.0108474741606664	0.207731915773154	rssA	906	1289245	1290150	+	FALSE
149	gene-b1735	380.0427215159	0.61288422862089	0.241190581365197	2.54107861572296	0.0110511067848722	0.207731915773154	chbR	843	1818605	1819447	-	FALSE
150	gene-b2294	3017.79972976737	-0.509310537515504	0.19935353091604	-2.55481071830127	0.0106245555836641	0.207731915773154	yfbU	495	2412100	2412594	-	FALSE
151	gene-b2579	2620.45399214354	0.497310294282784	0.195643089521289	2.54192619580703	0.0110243449473198	0.207731915773154	grcA	384	2716066	2716449	-	FALSE
152	gene-b2737	1494.69352036739	-0.611194600618728	0.239786257790418	-2.54891421322791	0.0108058877829811	0.207731915773154	ygbK	1167	2862335	2863501	+	FALSE
153	gene-b3472	1896.40439574306	0.502104344829319	0.197344995859504	2.54429732379322	0.010949783596966	0.207731915773154	dcrB	558	3609955	3610512	+	FALSE
154	gene-b0414	2167.23931456909	0.528365218064724	0.208422283970758	2.53507066518307	0.0112424644659332	0.209229228368035	ribD	1104	433455	434558	+	FALSE
155	gene-b0964	2813.21223059579	-0.536442062977937	0.211701777937513	-2.53395161913225	0.0112784302277945	0.209229228368035	yccT	663	1027111	1027773	-	FALSE
156	gene-b2977	1100.41940735076	-0.529258191644884	0.209047149369535	-2.53176469155917	0.0113490123871396	0.209229228368035	glcG	405	3123827	3124231	-	FALSE
157	gene-b1224	729.723257470609	-0.56201715717437	0.22346955215958	-2.5149607709109	0.0119045629174442	0.218073394589616	narG	3744	1279864	1283607	+	FALSE
158	gene-b1165	5195.18228661655	-0.49051651299803	0.195648690650903	-2.50712903503791	0.0121716269396426	0.22139547672866	ymgA	273	1216068	1216340	+	FALSE
159	gene-b1858	5339.0736038106	0.477718428608759	0.190694382088071	2.50515208354763	0.0122398751042618	0.22139547672866	znuC	756	1942662	1943417	+	FALSE
160	gene-b4396	22891.2334874117	-0.466136092405937	0.18628750055627	-2.50224030605389	0.0123410127266146	0.221829703760897	rob	870	4635682	4636551	-	FALSE
161	gene-b0394	2405.10109700914	-0.527100915865244	0.211143041394759	-2.49641623225348	0.0125455295883634	0.223150418476848	mak	909	410144	411052	+	FALSE
162	gene-b0738	1036.69496533412	0.546046001264894	0.219539572047662	2.48723269418758	0.0128741161123687	0.223150418476848	tolR	429	775849	776277	+	FALSE
163	gene-b1651	609.229002714061	-0.561910065964498	0.225178284314959	-2.49540077842741	0.012581493649906	0.223150418476848	gloA	408	1727837	1728244	+	FALSE
164	gene-b3771	1466.95438215536	-0.565457328408698	0.227358896373617	-2.48706928749112	0.0128800311081908	0.223150418476848	ilvD	1851	3954719	3956569	+	FALSE
165	gene-b3845	5566.42167147997	-0.533318817830526	0.214330275596818	-2.48830370019104	0.0128354073005464	0.223150418476848	fadA	1164	4028850	4030013	-	FALSE
166	gene-b4485	6036.55960914047	-0.478440486488075	0.191911026358517	-2.49303281612533	0.0126657139703383	0.223150418476848	ytfR	1503	4452299	4453801	+	FALSE
167	gene-b2410	2057.02489900369	0.485610933515546	0.195556770043945	2.48322230627157	0.0130199805243324	0.224224335257365	yfeH	999	2526946	2527944	+	FALSE
168	gene-b0864	1762.09053514037	-0.499237109217916	0.202199750309084	-2.4690293061924	0.0135480122563258	0.227860135960193	artP	729	903006	903734	-	FALSE
169	gene-b2067	1867.9041520863	-0.489542154012452	0.197938867279819	-2.47319872413135	0.0133909657735448	0.227860135960193	dgcE	3318	2143266	2146583	+	FALSE
170	gene-b2840	322.79592919828	-0.650416419672339	0.263399255238734	-2.46931761095083	0.0135371007485629	0.227860135960193	ygeA	693	2979943	2980635	-	FALSE
171	gene-b3100	24613.8527595775	0.471602439408391	0.190902683503634	2.47038140456215	0.013496906365176	0.227860135960193	yqjK	300	3250077	3250376	+	FALSE
