	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name	width	start	end	strand	threshold_OE
41	gene-b0779	10486.776290241	1.51625116260561	0.264429763120406	5.73404122407808	9.80654797256561e-09	9.31622057393733e-07	uvrB	2022	813526	815547	+	TRUE
42	gene-b2296	35438.7934799517	1.61825895259341	0.282024479260324	5.73800883114003	9.57961220657647e-09	9.31622057393733e-07	ackA	1203	2413470	2414672	+	TRUE
43	gene-b0060	2612.85147069611	1.50102504233059	0.263407909792815	5.69848127761703	1.20879405268893e-08	1.096156425052e-06	polB	2352	63429	65780	-	TRUE
44	gene-b3604	15790.6760998777	-1.4219283418939	0.249526113284647	-5.69851517012102	1.20855381176777e-08	1.096156425052e-06	lldR	777	3779054	3779830	+	TRUE
45	gene-b4109	560.396874620177	-1.68939635521364	0.296753612378274	-5.69292599902761	1.2488052130997e-08	1.10727395561507e-06	crfC	2229	4328376	4330604	+	TRUE
46	gene-b3126	1040.21668651419	-1.50403372458079	0.264708651866946	-5.68184573482239	1.33248824773443e-08	1.15578871923052e-06	garL	771	3272787	3273557	-	TRUE
47	gene-b3742	4399.25643371042	-1.50402886535517	0.264924463018619	-5.67719888234507	1.36918252428323e-08	1.16234856848725e-06	mioC	444	3927253	3927696	-	TRUE
48	gene-b0058	1005.47465848777	1.65936505586749	0.292505129924376	5.67294343280921	1.40364589428964e-08	1.16678064962826e-06	rluA	660	59687	60346	-	TRUE
49	gene-b2789	374.897379154291	-1.60624372041222	0.284101469884557	-5.65376772272563	1.56968305098923e-08	1.27817048437694e-06	gudP	1353	2920748	2922100	-	TRUE
50	gene-b1741	2021.68139620382	1.45503653194517	0.257866983844129	5.64258560849608	1.67515195055874e-08	1.33677125654588e-06	cho	888	1823515	1824402	+	TRUE
51	gene-b0217	150.705333304628	1.8253982705608	0.32446662133564	5.62584300057337	1.84604191665348e-08	1.4442563230289e-06	yafT	786	237335	238120	+	TRUE
52	gene-b0331	25770.072328443	-1.86788478277894	0.333637484347018	-5.59854593807014	2.16157127316105e-08	1.65859026536781e-06	prpB	891	348682	349572	+	TRUE
53	gene-b1516	5502.39686515571	-1.46622991640248	0.262860237488521	-5.57798292511439	2.43323532380512e-08	1.83181300792122e-06	lsrB	1023	1605051	1606073	+	TRUE
54	gene-b3429	4630.37436978734	-1.38932670205707	0.251296694548502	-5.52863102538311	3.22739334490607e-08	2.38468508262504e-06	glgA	1434	3566600	3568033	-	TRUE
55	gene-b2014	1133.95675556234	1.56165185606896	0.283786407548884	5.50291280529338	3.73567204395692e-08	2.71006026461602e-06	plaP	1359	2085704	2087062	-	TRUE
56	gene-b4032	644.833681604744	-1.92030379787085	0.349748559862024	-5.4905266761596	4.00736956770739e-08	2.85525081699151e-06	malG	891	4243867	4244757	-	TRUE
57	gene-b0990	1351.73394717081	-1.60232504006987	0.293540950110372	-5.45860820940788	4.79881364298485e-08	3.35916955008939e-06	cspG	213	1051461	1051673	+	TRUE
58	gene-b3707	88245.1380956752	-1.63226262431583	0.300477150444229	-5.43223543588147	5.56524285336749e-08	3.82850327326488e-06	tnaC	75	3888435	3888509	+	TRUE
59	gene-b1728	330.449778666971	1.60809121921751	0.296261975354331	5.42793660001158	5.70092818979269e-08	3.85537347072421e-06	ydjM	591	1810211	1810801	+	TRUE
60	gene-b1861	5114.95509175699	1.33590805204999	0.249651407524971	5.3510936120653	8.74242799320893e-08	5.81371461548394e-06	ruvA	612	1945365	1945976	-	TRUE
61	gene-b4044	7927.42111287525	1.41508754340135	0.26628923264596	5.31409974538006	1.07185898132598e-07	7.0110120253945e-06	dinF	1380	4258983	4260362	+	TRUE
62	gene-b3260	3160.45559986324	1.34485292171246	0.255958017806673	5.25419337607246	1.48674609127182e-07	9.41605857805486e-06	dusB	966	3410280	3411245	+	TRUE
63	gene-b3709	162368.901306671	-1.29085660468314	0.245573682984107	-5.25649405505183	1.4682752069404e-07	9.41605857805486e-06	tnaB	1248	3890236	3891483	+	TRUE
64	gene-b3451	605.610719580774	-1.39661032822124	0.267003473202832	-5.23068225093944	1.68885582316161e-07	1.03669765144844e-05	ugpE	846	3589182	3590027	-	TRUE
65	gene-b3660	737.167615238886	-1.44954771040092	0.277101370048465	-5.23110986476679	1.68495326236606e-07	1.03669765144844e-05	yicL	924	3838248	3839171	+	TRUE
66	gene-b3132	937.929524227418	-1.45503964705136	0.279328055763959	-5.20907090077952	1.897885853539e-07	1.14735826600312e-05	kbaZ	1281	3278914	3280194	+	TRUE
67	gene-b4043	18377.8596509802	1.37295490183511	0.264842715681202	5.1840387541101	2.17131784961176e-07	1.29306839103745e-05	lexA	609	4258356	4258964	+	TRUE
68	gene-b4723	188.317906077203	-1.65116447894126	0.322528558012039	-5.11943652096577	3.0644989568669e-07	1.79813982910279e-05	ymcF	189	1051684	1051872	+	TRUE
69	gene-b3874	1688.73017785341	-1.44591192317603	0.284543053300739	-5.08152248457043	3.74421682928395e-07	2.16513407954246e-05	yihN	1266	4063488	4064753	+	TRUE
70	gene-b3261	1124.62605740329	1.56889290415649	0.313950938228525	4.99725502656244	5.81521412946685e-07	3.31467205379611e-05	fis	297	3411271	3411567	+	TRUE
71	gene-b2796	255415.058970484	1.32790369184966	0.269808734604014	4.92164826983296	8.58183480689177e-07	4.82274941964763e-05	sdaC	1290	2928229	2929518	+	TRUE
72	gene-b1392	506.834224799209	-1.43699237342583	0.293087420198353	-4.90294797522635	9.44089943837991e-07	5.16016284371724e-05	paaE	1071	1456430	1457500	+	TRUE
73	gene-b3543	225.949342728455	-1.63591471886982	0.333594104242563	-4.90390776714782	9.39486158432298e-07	5.16016284371724e-05	dppB	1020	3704771	3705790	-	TRUE
74	gene-b4016	44362.7751211704	-1.32891300439134	0.273215674516283	-4.86397058567054	1.15054019124346e-06	6.20358832846136e-05	aceK	1737	4219837	4221573	+	TRUE
75	gene-b3882	329.429836681875	-1.36279307245405	0.281636186603499	-4.83884222723359	1.30597664691225e-06	6.94779576157319e-05	yihU	897	4073916	4074812	-	TRUE
76	gene-b1395	531.59018161025	-1.33185870427437	0.275957556795012	-4.82631720523495	1.39080928588557e-06	7.30174875089925e-05	paaH	1428	1459054	1460481	+	TRUE
77	gene-b2069	1400.83461995927	1.38914992022311	0.290110210188823	4.78835239655634	1.68156176113508e-06	8.71354730769995e-05	yegD	1353	2147674	2149026	+	TRUE
78	gene-b3113	14610.5723595794	-1.653558170945	0.348153875794033	-4.7495038427297	2.03916322385887e-06	0.000104311041835857	tdcF	390	3259721	3260110	-	TRUE
79	gene-b0957	74774.8906932599	1.34731897439394	0.286529867138675	4.70219383357291	2.57380985308667e-06	0.000128711554105452	ompA	1041	1019013	1020053	-	TRUE
80	gene-b3605	14573.5067102947	-1.31890757036338	0.280671614180933	-4.69911278421321	2.61294132394527e-06	0.000128711554105452	lldD	1191	3779827	3781017	+	TRUE
81	gene-b3881	517.952395596431	-1.41671595235778	0.301422723877115	-4.70009670848621	2.60038315549085e-06	0.000128711554105452	yihT	879	4073014	4073892	-	TRUE
82	gene-b3547	438.048138658673	1.67145039797502	0.358350815331858	4.66428518218143	3.09691653018656e-06	0.000150691426285907	yhjX	1209	3710799	3712007	-	TRUE
83	gene-b3556	28542.7230882177	-1.30173206625605	0.281492160975347	-4.6243989947914	3.75686095287288e-06	0.000178450895261462	cspA	213	3720049	3720261	+	TRUE
84	gene-b4310	48636.6704231878	-1.3516174568458	0.292183804038334	-4.62591505129581	3.72948144151867e-06	0.000178450895261462	nanM	1107	4538900	4540006	-	TRUE
85	gene-b3674	2701.4715639679	-1.3988838530761	0.306165360150633	-4.56904678043216	4.89947426435035e-06	0.000229987086055975	yidF	498	3855114	3855611	-	TRUE
86	gene-b0799	5988.94438281693	1.15193430310153	0.252325171411507	4.56527700608548	4.98835204985853e-06	0.000231436333475994	dinG	2151	833070	835220	+	TRUE
87	gene-b3603	27576.9990533252	-1.2150275789351	0.266644051672299	-4.55673986093021	5.19537031709963e-06	0.000238270431784224	lldP	1656	3777399	3779054	+	TRUE
88	gene-b4342	3059.68580526769	-1.16080498397597	0.257541671421597	-4.50725110840695	6.56728956287599e-06	0.000297766879044036	yjiT	1518	4573655	4575172	+	TRUE
89	gene-b3588	909.884853627803	-1.2896562942078	0.288510158188717	-4.4700550660134	7.81994612176945e-06	0.000350579607032136	aldB	1539	3754973	3756511	-	TRUE
90	gene-b4425	1077.03462707089	1.42839941759421	0.321368570408279	4.44473899790363	8.79986339419102e-06	0.000370445306152238	rttR	171	1287066	1287236	-	TRUE
91	gene-b3136	121.289367503049	-1.43674296694893	0.323281712642605	-4.44424448016112	8.82012633695805e-06	0.000370445306152238	agaS	1155	3281976	3283130	+	TRUE
92	gene-b3416	1489.86572714404	-1.17370911436724	0.263824178792131	-4.44883073166701	8.63390231996017e-06	0.000370445306152238	malQ	2085	3547986	3550070	-	TRUE
93	gene-b3501	95.4958375941703	-1.46156548354592	0.328352374188925	-4.45121034119574	8.53876525270677e-06	0.000370445306152238	arsR	354	3648528	3648881	+	TRUE
94	gene-b3749	26020.5191303017	1.12075056175198	0.252022558127163	4.44702478254542	8.70677963230544e-06	0.000370445306152238	rbsA	1506	3935019	3936524	+	TRUE
95	gene-b4085	2322.63555785762	-1.15464792377012	0.259670523521252	-4.44658834631116	8.72447958638224e-06	0.000370445306152238	alsE	696	4309024	4309719	-	TRUE
96	gene-b4058	9591.27904887643	1.14862365995083	0.258761020244012	4.43893620015747	9.04046080131441e-06	0.00037574415205463	uvrA	2823	4272290	4275112	-	TRUE
97	gene-b1744	202.166538941995	-1.29792662922397	0.292853784297839	-4.43199541483114	9.33650037794964e-06	0.000384047799051743	astE	969	1825955	1826923	-	TRUE
98	gene-b0343	1086.97691979293	-1.42181628584611	0.321577379626397	-4.42138152720179	9.80718316430895e-06	0.000395259200258512	lacY	1254	361926	363179	-	TRUE
99	gene-b4469	874.312632806786	1.19594252074037	0.270487943343074	4.42142635253614	9.80514849967425e-06	0.000395259200258512	ygiQ	2220	3158927	3161146	-	TRUE
100	gene-b4369	2710.36787182136	1.22566269524945	0.27870903298372	4.39764252391863	1.09433023184867e-05	0.00043663776250762	leuP	87	4607441	4607527	-	TRUE
101	gene-b0234	115.794830030403	1.38271275922459	0.317745985947932	4.35162935292336	1.35129560598357e-05	0.00052346305513344	yafP	453	252709	253161	+	TRUE
102	gene-b0593	462.271026169607	1.20635049274777	0.277122736892743	4.35312708828607	1.34209295207382e-05	0.00052346305513344	entC	1176	624885	626060	+	TRUE
103	gene-b4370	1214.13249323638	1.26506783119149	0.290438040157254	4.35572361838875	1.32628038423397e-05	0.00052346305513344	leuQ	87	4607556	4607642	-	TRUE
104	gene-b4418	10848.8394331411	1.22603920898656	0.281937785910673	4.34861614957496	1.36999256078376e-05	0.000525602915146845	sraB	169	1146589	1146757	+	TRUE
105	gene-b2797	170784.294594257	1.35039529545418	0.311836212199547	4.33046337347776	1.48795895128859e-05	0.000565424401489665	sdaB	1368	2929576	2930943	+	TRUE
106	gene-b4567	1052.17454284639	1.15234293721631	0.26697964523609	4.31622019797539	1.58723649798007e-05	0.00059745977612646	yjjZ	237	4607045	4607281	+	TRUE
107	gene-b3431	2889.33505898125	-1.12196642823146	0.260998941346911	-4.29873938354478	1.71772309237566e-05	0.00064053412510083	glgX	1974	3569346	3571319	-	TRUE
108	gene-b0835	1288.98766902913	1.33417117902891	0.310647510098072	4.29480725149773	1.74845178021034e-05	0.000645955796577709	rimO	1326	876710	878035	-	TRUE
109	gene-b0905	8844.44227067645	1.32210916958926	0.309052285477853	4.27794658610932	1.88625266206742e-05	0.000690472304738441	ycaO	1761	954872	956632	-	TRUE
110	gene-b3380	131.603169074549	-1.32461270385409	0.311022832401717	-4.25889216436437	2.05442542370353e-05	0.000745196130961554	yhfW	1227	3508587	3509813	-	TRUE
111	gene-b3127	965.292420045946	-1.13211618054639	0.26692000049495	-4.24140633316016	2.22123586354572e-05	0.000798444242842109	garP	1335	3273573	3274907	-	TRUE
112	gene-b2798	1830.01576667322	1.11095163236262	0.262987948272525	4.22434426999439	2.39637489323881e-05	0.000853708555716327	ygdG	756	2931055	2931810	+	TRUE
113	gene-b3830	324.914333303808	-1.20190167532217	0.285283224012612	-4.21301210220844	2.51987556029231e-05	0.000889761370404098	ysgA	816	4016595	4017410	-	TRUE
114	gene-b3124	664.292072493494	-1.10644883725185	0.263797117555952	-4.19431738869233	2.73694536825019e-05	0.000957930878887567	garK	1146	3270625	3271770	-	TRUE
115	gene-b0344	3152.92101146118	-1.06476000695774	0.255847734231137	-4.16169410355543	3.15895324895366e-05	0.00109601943159349	lacZ	3075	363231	366305	-	TRUE
116	gene-b1229	198.274557664988	1.38914093302695	0.33413908384403	4.15737338190397	3.21927596509372e-05	0.0011073199224762	tpr	90	1287087	1287176	-	TRUE
117	gene-b2081	2324.15933218158	1.2409730460864	0.299288302383694	4.14641346221226	3.37723738773377e-05	0.00115172454504767	yegQ	1362	2165668	2167029	+	TRUE
118	gene-b3571	514.965637000759	-1.15665588533031	0.279330032349509	-4.1408217927783	3.46063749080777e-05	0.00117016471087483	malS	2031	3737497	3739527	+	TRUE
119	gene-b1095	157379.224747564	1.1257171924115	0.272858434972148	4.12564556608414	3.69696256712457e-05	0.00123956980191824	fabF	1242	1151939	1153180	+	TRUE
120	gene-b1633	836.001438874643	1.13246402937913	0.275398672456704	4.11208964544725	3.92093983673142e-05	0.0013037124957132	nth	636	1711523	1712158	+	TRUE
121	gene-b1515	5447.97579194881	-1.04824450027436	0.255112122925153	-4.10895604746272	3.97451702796329e-05	0.00131060520178294	lsrD	993	1604047	1605039	+	TRUE
122	gene-b2498	8788.53744722642	1.3478347039229	0.328388798798752	4.10438696098432	4.05388427522369e-05	0.00131504050879207	upp	627	2620246	2620872	-	TRUE
123	gene-b4335	768.023152755449	-1.15504896697518	0.281413131237827	-4.10446009358046	4.05260216572113e-05	0.00131504050879207	yjiM	1152	4565940	4567091	-	TRUE
124	gene-b3503	140.343080377772	-1.28405465115916	0.314118488202938	-4.08780348621054	4.35476790079924e-05	0.00140125192937008	arsC	426	3650237	3650662	+	TRUE
125	gene-b3370	142.585979378277	-1.31218396690108	0.32134465103651	-4.08341624068917	4.43784294161112e-05	0.00141655946696227	frlA	1338	3499910	3501247	+	TRUE
126	gene-b3675	680.668545867796	-1.29254471505332	0.320753034514957	-4.02971936651483	5.58434811495116e-05	0.00176837690306787	yidG	363	3855608	3855970	-	TRUE
127	gene-b3365	491.717282393478	-1.28501768754868	0.319406229161596	-4.02314535606179	5.74260297795686e-05	0.00180417211669668	nirB	2544	3494011	3496554	+	TRUE
128	gene-b1860	4414.69177399694	1.12991681715435	0.281502815372225	4.01387394886367	5.97302525745239e-05	0.00186190396697149	ruvB	1011	1944346	1945356	-	TRUE
129	gene-b4368	2826.7812935004	1.0730857226016	0.267716568451024	4.00829029301529	6.1159913596611e-05	0.0018916903507789	leuV	87	4607320	4607406	-	TRUE
130	gene-b3873	5959.43258724715	-1.10953063960324	0.277093988255939	-4.00416712966873	6.22363554420242e-05	0.00191017737087443	yihM	981	4062406	4063386	+	TRUE
131	gene-b3383	786.885567890802	-1.06660173353371	0.267694206704491	-3.98440349779827	6.76498410897342e-05	0.00205460110912403	yhfZ	906	3511439	3512344	-	TRUE
132	gene-b3497	1611.41540030522	-1.0219281689689	0.256670251586646	-3.98148271041034	6.84867036374677e-05	0.00205460110912403	rsmJ	753	3642380	3643132	-	TRUE
133	gene-b4015	89204.5536388681	-1.04012190412365	0.261231926015628	-3.98160332080323	6.84519533793476e-05	0.00205460110912403	aceA	1305	4218350	4219654	+	TRUE
134	gene-b1123	23245.7411434261	1.06114058924515	0.266780827823274	3.97757439281991	6.96218443513602e-05	0.00207306835046214	potD	1047	1181783	1182829	-	TRUE
135	gene-b2007	7388.38403156856	0.981524048898758	0.247196428206757	3.97062391240461	7.16846611935505e-05	0.00211867998638716	yeeX	330	2079032	2079361	-	TRUE
136	gene-b3672	126.874562439396	-1.52059764477005	0.383273565935315	-3.96739504082229	7.26624954875947e-05	0.00213178938967282	ivbL	99	3852890	3852988	-	TRUE
137	gene-b3428	7773.28979310138	-0.975541820455753	0.246387889363629	-3.95937407059813	7.51464557739372e-05	0.00218857196013146	glgP	2448	3564134	3566581	-	TRUE
138	gene-b3566	843.173852028696	-1.02197690501681	0.259119031301089	-3.94404417107172	8.0118890924585e-05	0.00231648097673257	xylF	993	3731131	3732123	+	TRUE
139	gene-b1632	1500.83617699218	1.03955800266535	0.264235994323441	3.93420285274562	8.34732649200746e-05	0.00239610307216617	rsxE	696	1710828	1711523	+	TRUE
140	gene-b4055	3105.55985809941	-1.06265070480525	0.270668103396062	-3.9260285621845	8.63599053337675e-05	0.00246125730201237	aphA	714	4270655	4271368	+	TRUE
141	gene-b1089	49693.5789036744	0.96251044818483	0.245341695076504	3.92314257013955	8.74013946205984e-05	0.00247327350734885	rpmF	174	1147367	1147540	+	TRUE
142	gene-b3381	278.960920761598	-1.13239912223975	0.289160058294681	-3.9161671529535	8.99678816958802e-05	0.0025279707603279	yhfX	1164	3509813	3510976	-	TRUE
143	gene-b4704	715.588993672521	-1.19642352250282	0.305983830961135	-3.91008740149668	9.22627311453725e-05	0.00257432375713312	arrS	69	3657986	3658054	-	TRUE
144	gene-b1109	8595.70687154947	1.06150681357963	0.272360109619663	3.89743863395402	9.72154455031393e-05	0.00269367796914949	ndh	1305	1166085	1167389	+	TRUE
145	gene-b3371	239.758555814375	-1.12981521503843	0.290161740847933	-3.89374288883434	9.87092713236259e-05	0.0027103939429715	frlB	1023	3501268	3502290	+	TRUE
146	gene-b3452	271.359933841795	-1.09978199811655	0.282531775454494	-3.8925957844826	9.91773222240199e-05	0.0027103939429715	ugpA	888	3590024	3590911	-	TRUE
147	gene-b1124	2510.45516091471	1.08155793465857	0.278620188095501	3.88183620882436	0.000103670696838832	0.00281391891419686	potC	795	1182826	1183620	-	TRUE
148	gene-b3592	249.260447931726	-1.11440823864374	0.287566855277593	-3.87530140623466	0.000106492801822901	0.00287098837346874	yibF	609	3761347	3761955	-	TRUE
149	gene-b3125	453.127744762781	-1.14824270906926	0.297777873686094	-3.85603770641367	0.000115239720037475	0.00308594954999681	garR	885	3271867	3272751	-	TRUE
150	gene-b1770	1900.07508412353	1.05778607035798	0.275549232717902	3.8388278563668	0.000123623062090507	0.00328837345160749	ydjF	759	1854096	1854854	-	TRUE
151	gene-b3888	5032.93901730374	-0.994948537243458	0.260019381116844	-3.82643990986334	0.00013000986718258	0.00343536006661255	yiiD	990	4078690	4079679	+	TRUE
152	gene-b4084	1170.35503447429	-1.04428735871795	0.273813804487154	-3.81385942419474	0.000136813309346289	0.00359134937034009	alsK	930	4308111	4309040	-	TRUE
153	gene-b4716	160.909558919267	-1.33221080613522	0.349671378279292	-3.80989377137739	0.000139026514322535	0.00362559341272494	cpxQ	58	4107571	4107628	+	TRUE
154	gene-b1088	71592.9229767802	0.967196683865704	0.25398864200316	3.80803124201779	0.000140077578995629	0.00362928272852311	yceD	522	1146794	1147315	+	TRUE
155	gene-b0024	9757.98016217092	1.10173131359563	0.290284908964439	3.79534477877595	0.00014743841721163	0.00377102105560516	yaaY	219	21181	21399	+	TRUE
156	gene-b1131	10706.5955932697	1.16436784472145	0.306751649885879	3.79579977859819	0.000147168240398292	0.00377102105560516	purB	1371	1190616	1191986	-	TRUE
157	gene-b4017	524.843083408076	-1.0828972425162	0.28588716539762	-3.78784840169399	0.000151957516686642	0.00386185026483885	arpA	2187	4221542	4223728	-	TRUE
158	gene-b1172	197.265224863995	1.1029635547282	0.291973183961332	3.77761936820291	0.000158334621635104	0.00396977476895417	ymgG	345	1222644	1222988	-	TRUE
159	gene-b1207	59723.1035277585	0.972674665522447	0.257574925555474	3.77627854662026	0.000159188963166082	0.00396977476895417	prs	948	1260928	1261875	-	TRUE
160	gene-b3183	3214.13175277561	1.05599563063803	0.279427948523975	3.7791338919966	0.000157374791278778	0.00396977476895417	obgE	1173	3330582	3331754	-	TRUE
161	gene-b4309	6847.55796555268	-1.03812213373461	0.275472559912087	-3.76851376436882	0.000164222431123158	0.00406986024957392	nanS	981	4537855	4538835	-	TRUE
162	gene-b3599	6165.67395893232	-0.934663861588903	0.248372947203797	-3.76314680045241	0.000167788640592361	0.00413257207384889	mtlA	1914	3772281	3774194	+	TRUE
163	gene-b1055	2087.30216396392	0.990577995518867	0.26433728031746	3.74740178278756	0.000178675763774409	0.00437371961631835	yceA	1053	1116807	1117859	+	TRUE
164	gene-b1230	6463.01228440657	1.15322757027808	0.310984594030838	3.70831093376839	0.000208646359718154	0.00504544833500264	tyrV	85	1287244	1287328	-	TRUE
165	gene-b3921	187.317804298899	-1.17410770202776	0.316588528267397	-3.70862364613567	0.000208388894928475	0.00504544833500264	yiiR	441	4113556	4113996	+	TRUE
